iteration,incumbent_aic,incumbent_bic,incumbent_MAE,incumbent_MSE,incumbent_MAE_TEST,incumbent_MSE_TEST,incumbent_MAE_VAL,incumbent_MSE_VAL,incumbent_RMSE_VAL,incumbent_RMSE_TEST,incumbent_RMSE,incumbent_sol_num,incumbent_num_parm,incumbent_pval_exceed,incumbent_pval_percentage,incumbent_loglik,incumbent_simple,incumbent_CAIC,incumbent_DIC,incumbent_HQIC,incumbent_AICc,best_aic,best_bic,best_MAE,best_MSE,best_MAE_TEST,best_MSE_TEST,best_MAE_VAL,best_MSE_VAL,best_RMSE_VAL,best_RMSE_TEST,best_RMSE,best_sol_num,best_num_parm,best_pval_exceed,best_pval_percentage,best_loglik,best_CAIC,best_DIC,best_HQIC,best_AICc
22,27580.132501748718,27676.86681795388,20.769055473462203,1534.3537707384412,17.36042863255685,756.5169561651862,10000000.0,10000000.0,10000000.0,27.504853320190353,39.17082805786011,164,26,17,0.6538461538461539,-13764.066250874359,f_rp_c_p,27668.48473198818,27585.97271408835,27615.763846729846,27587.40711314768,19063.69732397871,19181.45191031149,166.91588648510634,146980.7142932187,167.38405705418168,147043.92527412667,10000000.0,10000000.0,10000000.0,200.07194318598698,198.2592665201419,144.0,31.45,22.05,0.699351081357191,-9500.398661989355,19170.56954094145,19070.761734674154,19106.79754704242,19074.710415280086
23,43006.8186924366,43130.30840146623,16.829594074296356,773.1814888287611,16.99287313183242,609.7898169777224,10000000.0,10000000.0,10000000.0,24.69392267295179,27.806141207092384,165,33,23,0.696969696969697,-21470.4093462183,f_rp_c_p,43118.95806158669,43014.231269636904,43052.04309183572,43018.88320856563,19063.69732397871,19181.45191031149,166.91588648510634,146980.7142932187,167.38405705418168,147043.92527412667,10000000.0,10000000.0,10000000.0,200.07194318598698,198.2592665201419,144.0,31.45,22.05,0.699351081357191,-9500.398661989355,19170.56954094145,19070.761734674154,19106.79754704242,19074.710415280086
24,162149.9905467808,162243.43760789328,983.1681818181818,967109.6136363636,983.0,966609.8727272727,10000000.0,10000000.0,10000000.0,983.1631974027875,983.4173140820552,166,24,24,1.0,-81050.9952733904,f_p,162231.54645161724,162155.3815120174,162182.8810190711,162156.14439293466,19063.69732397871,19181.45191031149,166.91588648510634,146980.7142932187,167.38405705418168,147043.92527412667,10000000.0,10000000.0,10000000.0,200.07194318598698,198.2592665201419,144.0,31.45,22.05,0.699351081357191,-9500.398661989355,19170.56954094145,19070.761734674154,19106.79754704242,19074.710415280086
25,84066.38122845956,84178.19005485013,26.276770530114135,9891.10491909084,16.99996481857153,609.8697432795304,10000000.0,10000000.0,10000000.0,24.695540959443072,99.45403420219232,167,30,20,0.6666666666666666,-42003.19061422978,f_rp_p,84168.3261095051,84073.11993500529,84107.4943188224,84076.22249830083,19063.69732397871,19181.45191031149,166.91588648510634,146980.7142932187,167.38405705418168,147043.92527412667,10000000.0,10000000.0,10000000.0,200.07194318598698,198.2592665201419,144.0,31.45,22.05,0.699351081357191,-9500.398661989355,19170.56954094145,19070.761734674154,19106.79754704242,19074.710415280086
26,1954.4068431754167,2070.60929711234,73.15200512224699,15300.250599100822,58.924182543313506,5901.572958225114,10000000.0,10000000.0,10000000.0,76.82169588225135,123.69418175120778,168,31,22,0.7096774193548387,-946.2034215877084,f_rp_cxh_p,2059.749886922467,1961.370173272671,1996.8903698836843,1964.9600346647785,18710.254494626544,18828.423443713957,164.15258887222836,143524.53069744934,163.85181160514904,143787.30025714642,10000000.0,10000000.0,10000000.0,190.58691889887956,189.91607808995317,144.9,31.55,22.2,0.7020763316352778,-9323.577247313271,18817.46652785943,18717.341367677134,18753.491761324793,18721.33735076554
27,52418.980478374666,52538.07655985794,16.83117033691952,773.2292602110075,16.9989021887852,609.8557273546969,10000000.0,10000000.0,10000000.0,24.695257183408657,27.807000201586067,169,32,21,0.65625,-26177.490239187333,f_rp_c_p,52527.721684823235,52426.16843202344,52462.834441428364,52430.27459602172,18710.254494626544,18828.423443713957,164.15258887222836,143524.53069744934,163.85181160514904,143787.30025714642,10000000.0,10000000.0,10000000.0,190.58691889887956,189.91607808995317,144.9,31.55,22.2,0.7020763316352778,-9323.577247313271,18817.46652785943,18717.341367677134,18753.491761324793,18721.33735076554
28,36026.86484807373,36142.067302010655,16.72436460926286,769.2515928918286,16.84585453043969,607.9429137527919,10000000.0,10000000.0,10000000.0,24.656498408184238,27.735385212609337,170,31,20,0.6451612903225806,-17982.432424036866,f_rp_cxh_p,36132.207891820784,36033.82817817099,36069.348374782,36037.41803956309,18607.088790221722,18724.64869517718,164.14738978550264,143524.33692379083,163.84446356141456,143787.2091310477,10000000.0,10000000.0,10000000.0,190.5850723693402,189.91258922161808,145.7,31.4,22.0,0.699040278504348,-9272.144395110861,18713.791099049376,18614.141969739583,18650.120491468155,18618.056062691943
29,162141.9905467808,162219.86309770786,983.1681818181818,967109.6136363636,983.0,966609.8727272727,10000000.0,10000000.0,10000000.0,983.1631974027875,983.4173140820552,171,20,20,1.0,-81050.9952733904,f_p,162209.95380081117,162146.4830178113,162169.39927368937,162146.21165230844,18607.088790221722,18724.64869517718,164.14738978550264,143524.33692379083,163.84446356141456,143787.2091310477,10000000.0,10000000.0,10000000.0,190.5850723693402,189.91258922161808,145.7,31.4,22.0,0.699040278504348,-9272.144395110861,18713.791099049376,18614.141969739583,18650.120491468155,18618.056062691943
30,162145.9905467808,162231.65035280056,983.1681818181818,967109.6136363636,983.0,966609.8727272727,10000000.0,10000000.0,10000000.0,983.1631974027875,983.4173140820552,172,22,22,1.0,-81050.9952733904,f_p,162220.7501262142,162150.93226491436,162176.14014638023,162151.12760261836,18607.088790221722,18724.64869517718,164.14738978550264,143524.33692379083,163.84446356141456,143787.2091310477,10000000.0,10000000.0,10000000.0,190.5850723693402,189.91258922161808,145.7,31.4,22.0,0.699040278504348,-9272.144395110861,18713.791099049376,18614.141969739583,18650.120491468155,18618.056062691943
31,3590.299095360914,3694.8206666587803,48.26756205444201,21778.93819362346,96.67852346774036,63672.7296164507,10000000.0,10000000.0,10000000.0,252.3345589023642,147.57688909047874,173,28,19,0.6785714285714286,-1767.149547680457,f_rp_cxh_p,3685.447651003411,3596.5885548035953,3628.6713130328976,3598.8017131619613,18638.669174844927,18756.304079800386,117.40235879731566,96257.80315165383,119.52838973480156,98640.35197550661,10000000.0,10000000.0,10000000.0,154.043640444319,148.12056797203925,147.3,31.4,22.15,0.704397421361491,-9287.934587422464,18745.37148367258,18645.722354362784,18681.700876091363,18649.63644731515
32,162145.9905467808,162231.65035280056,983.1681818181818,967109.6136363636,983.0,966609.8727272727,10000000.0,10000000.0,10000000.0,983.1631974027875,983.4173140820552,174,22,22,1.0,-81050.9952733904,f_p,162220.7501262142,162150.93226491436,162176.14014638023,162151.12760261836,18638.669174844927,18756.304079800386,117.40235879731566,96257.80315165383,119.52838973480156,98640.35197550661,10000000.0,10000000.0,10000000.0,154.043640444319,148.12056797203925,147.3,31.4,22.15,0.704397421361491,-9287.934587422464,18745.37148367258,18645.722354362784,18681.700876091363,18649.63644731515
33,10370.736166179875,10484.544992570445,48.42981868929157,5211.402195776041,55.37541532236074,6512.5774006340625,10000000.0,10000000.0,10000000.0,80.70054151388368,72.19004222035086,175,30,24,0.8,-5155.3680830899375,f_rp_c_p,10472.681047225407,10377.474872725605,10411.849256542715,10380.577436021145,18341.431957094675,18458.97218067282,118.29460210403332,95802.1263122543,120.5669588933218,98126.83340334763,10000000.0,10000000.0,10000000.0,151.60121646967445,145.74572822622605,148.95,31.35,22.3,0.7105264536195555,-9139.365978547337,18447.964357787256,18348.473905434956,18384.395136523835,18352.36363348249
34,162145.9905467808,162231.65035280056,983.1681818181818,967109.6136363636,983.0,966609.8727272727,10000000.0,10000000.0,10000000.0,983.1631974027875,983.4173140820552,176,22,22,1.0,-81050.9952733904,f_p,162220.7501262142,162150.93226491436,162176.14014638023,162151.12760261836,18341.431957094675,18458.97218067282,118.29460210403332,95802.1263122543,120.5669588933218,98126.83340334763,10000000.0,10000000.0,10000000.0,151.60121646967445,145.74572822622605,148.95,31.35,22.3,0.7105264536195555,-9139.365978547337,18447.964357787256,18348.473905434956,18384.395136523835,18352.36363348249
35,53856.25335329819,53976.84943478146,16.831341540477847,773.2350840579076,16.999290986675117,609.862848027588,10000000.0,10000000.0,10000000.0,24.695401353846997,27.807104920467854,177,32,24,0.75,-26896.126676649095,f_rp_c_p,53964.99455974676,53863.44130694697,53900.10731635189,53867.54747094525,18341.431957094675,18458.97218067282,118.29460210403332,95802.1263122543,120.5669588933218,98126.83340334763,10000000.0,10000000.0,10000000.0,151.60121646967445,145.74572822622605,148.95,31.35,22.3,0.7105264536195555,-9139.365978547337,18447.964357787256,18348.473905434956,18384.395136523835,18352.36363348249
36,162145.9905467808,162231.65035280056,983.1681818181818,967109.6136363636,983.0,966609.8727272727,10000000.0,10000000.0,10000000.0,983.1631974027875,983.4173140820552,178,22,22,1.0,-81050.9952733904,f_p,162220.7501262142,162150.93226491436,162176.14014638023,162151.12760261836,18341.431957094675,18458.97218067282,118.29460210403332,95802.1263122543,120.5669588933218,98126.83340334763,10000000.0,10000000.0,10000000.0,151.60121646967445,145.74572822622605,148.95,31.35,22.3,0.7105264536195555,-9139.365978547337,18447.964357787256,18348.473905434956,18384.395136523835,18352.36363348249
37,2241.7479252684607,2369.131261844441,975.6016312452756,958393.1179144881,966.8896677355876,948792.9451684003,10000000.0,10000000.0,10000000.0,974.0600316040076,978.9755451054373,179,34,24,0.7058823529411765,-1086.8739626342303,f_rp_c_p,2357.285457120064,2249.385126020288,2288.342761013012,2254.6127901333257,16586.576367250957,16704.33627220642,166.2322052616626,143683.13597856206,168.06169029497264,145536.00033280448,10000000.0,10000000.0,10000000.0,199.0697074390831,193.3044294149348,150.35,31.4,22.4,0.712487237933281,-8261.888183625479,16693.278676078615,16593.629546768818,16629.608068497393,16597.54806107557
38,35394.79150558964,35515.88758707291,17.03909371276366,775.230726800147,16.836124528620083,602.3277804686902,10000000.0,10000000.0,10000000.0,24.542367051054594,27.8429654814308,180,32,25,0.78125,-17665.39575279482,f_rp_c_p,35503.532712038206,35401.97945923841,35438.645468643335,35406.08562323669,18244.228546267015,18361.674088467844,118.304078385037,95802.24161917769,120.55901313462425,98126.4694634079,10000000.0,10000000.0,10000000.0,151.59382421143545,145.74780043373448,150.4,31.3,22.45,0.7162556202862221,-9090.814273133507,18350.59103882452,18251.259263429725,18287.12320387891,18255.121702730736
39,31947.07027038779,32081.240862056475,16.81580774336458,772.6884190678229,16.98889799420241,609.4134414033086,10000000.0,10000000.0,10000000.0,24.686300682834368,27.79727359054882,181,36,24,0.6666666666666666,-15937.535135193895,f_rp_cxh_p,32069.40412764243,31955.156718242666,31996.405978823197,31961.62764743697,18071.842484506924,18189.94175221702,118.29291408656707,95802.11450379106,120.56665180790337,98126.82374645464,10000000.0,10000000.0,10000000.0,151.60102089302444,145.7455158391904,150.45,31.5,22.4,0.7105264536195556,-9004.421242253462,18178.884609604727,18078.918126379933,18115.0112293879,18082.89880394075
40,31139.307691139526,31229.25475225198,16.80140231374854,772.2661730966072,16.903217591684054,605.2709867647143,10000000.0,10000000.0,10000000.0,24.602255725130455,27.789677455785757,182,24,17,0.7083333333333334,-15545.653845569763,f_rp_c_p,31220.863595975952,31144.69865637611,31172.1981634298,31145.461537293373,18146.77842466745,18262.736197227052,118.07420268577684,95696.30664613532,120.61642807120238,98130.09111627334,10000000.0,10000000.0,10000000.0,151.66932088197797,144.44779701855865,152.7,30.95,21.85,0.7059431202862221,-9042.439212333724,18251.95156027942,18153.730523587124,18189.19342955844,18157.457653800266
50,2888.527975647172,3009.1240571304475,48.00852052535473,14044.24724066049,54.12221143269803,21851.51063217349,10000000.0,10000000.0,10000000.0,147.82256469217916,118.50842687615295,192,32,24,0.75,-1412.263987823586,f_rp_cxh_p,2997.26918209574,2895.7159292959504,2932.3819387008675,2899.822093294231,18111.689868681762,18228.451366750633,118.0612506093225,95309.57209848716,118.48861246945027,96039.03016705946,10000000.0,10000000.0,10000000.0,146.4437211714687,142.99437390784232,153.65,31.15,22.1,0.7095145488576506,-9024.694934340881,18217.542636834034,18118.68689231174,18154.378960841837,18122.508672806878
51,109122.55017618742,109242.6462576707,983.1681818181818,967109.6136363636,983.0,966609.8727272727,10000000.0,10000000.0,10000000.0,983.1631974027875,983.4173140820552,193,32,23,0.71875,-54529.27508809371,f_rp_cxh_p,109231.29138263599,109129.7381298362,109166.40413924112,109133.84429383448,18111.689868681762,18228.451366750633,118.0612506093225,95309.57209848716,118.48861246945027,96039.03016705946,10000000.0,10000000.0,10000000.0,146.4437211714687,142.99437390784232,153.65,31.15,22.1,0.7095145488576506,-9024.694934340881,18217.542636834034,18118.68689231174,18154.378960841837,18122.508672806878
52,61096.86861991547,61230.145584037804,17.666515242923634,915.4614439245541,16.98423262883383,605.7667580744302,10000000.0,10000000.0,10000000.0,24.61232939147431,30.256593395895614,194,35,29,0.8285714285714286,-30513.434309957735,f_rp_cxh_p,61215.80431446859,61104.73044421882,61144.83389200545,61110.56427208938,18111.689868681762,18228.451366750633,118.0612506093225,95309.57209848716,118.48861246945027,96039.03016705946,10000000.0,10000000.0,10000000.0,146.4437211714687,142.99437390784232,153.65,31.15,22.1,0.7095145488576506,-9024.694934340881,18217.542636834034,18118.68689231174,18154.378960841837,18122.508672806878
53,162147.9905467808,162237.5439803469,983.1681818181818,967109.6136363636,983.0,966609.8727272727,10000000.0,10000000.0,10000000.0,983.1631974027875,983.4173140820552,195,23,23,1.0,-81050.9952733904,f_p,162226.14828891572,162153.15688846586,162179.51058272566,162153.62319984203,18111.689868681762,18228.451366750633,118.0612506093225,95309.57209848716,118.48861246945027,96039.03016705946,10000000.0,10000000.0,10000000.0,146.4437211714687,142.99437390784232,153.65,31.15,22.1,0.7095145488576506,-9024.694934340881,18217.542636834034,18118.68689231174,18154.378960841837,18122.508672806878
54,34182.08683809242,34298.289292029345,18.632490233323775,1266.9112869462122,32.64962727737338,16457.161005791426,10000000.0,10000000.0,10000000.0,128.28546685338688,35.59369729244508,196,31,22,0.7096774193548387,-17060.04341904621,f_rp_p,34287.429881839475,34189.05016818968,34224.57036480069,34192.64002958178,18111.689868681762,18228.451366750633,118.0612506093225,95309.57209848716,118.48861246945027,96039.03016705946,10000000.0,10000000.0,10000000.0,146.4437211714687,142.99437390784232,153.65,31.15,22.1,0.7095145488576506,-9024.694934340881,18217.542636834034,18118.68689231174,18154.378960841837,18122.508672806878
55,125029.28986419493,125145.99231813186,16.831818181816843,773.2499999999968,16.999999999994742,609.872727272685,10000000.0,10000000.0,10000000.0,24.695601374995608,27.807373122968606,197,31,23,0.7419354838709677,-62483.644932097464,f_rpxh_p,125134.63290794198,125036.25319429218,125071.7733909032,125039.8430556843,18111.689868681762,18228.451366750633,118.0612506093225,95309.57209848716,118.48861246945027,96039.03016705946,10000000.0,10000000.0,10000000.0,146.4437211714687,142.99437390784232,153.65,31.15,22.1,0.7095145488576506,-9024.694934340881,18217.542636834034,18118.68689231174,18154.378960841837,18122.508672806878
