=====================================================
SIMULATED ANNEALING SEARCH STATISTICS
=====================================================
Algorithm : sa
Seed      : 0
Config ID : 0
Runtime   : 107.14 seconds
Iterations: 335
=====================================================

Iter | Temp | Best | ArchiveSize
  67 | 409500.5012 |  2381.243805 |          1
  68 | 407452.9986 |  2381.243805 |          1
  69 | 202641.7962 |  2381.243805 |          1
  70 | 199612.3013 |  2381.243805 |          1
  71 | 196628.0974 |  2381.243805 |          1
  72 | 193688.5074 |  2381.243805 |          1
  73 | 190792.8642 |  2381.243805 |          1
  74 | 187940.5109 |  2381.243805 |          1
  75 | 185130.8002 |  2381.243805 |          1
  76 | 182363.0948 |  2381.243805 |          1
  77 | 179636.7665 |  2381.243805 |          1
  78 | 176951.1968 |  2381.243805 |          1
  79 | 174305.7764 |  2381.243805 |          1
  80 | 171699.9051 |  2381.243805 |          1
  81 | 169132.9915 |  2381.243805 |          1
  82 | 166604.4533 |  2381.243805 |          1
  83 | 164113.7167 |  2381.243805 |          1
  84 | 161660.2166 |  2381.243805 |          1
  85 | 159243.3964 |  2381.243805 |          1
  86 | 156862.7076 |  2381.243805 |          1
  87 | 154517.6101 |  2381.243805 |          1
  88 | 152207.5719 |  2381.243805 |          1
  89 | 149932.0687 |  2381.243805 |          1
  90 | 147690.5842 |  2381.243805 |          1
  91 | 145482.6100 |  2381.243805 |          1
  92 | 143307.6450 |  2381.243805 |          1
  93 | 141165.1957 |  2381.243805 |          1
  94 | 139054.7760 |  2381.243805 |          1
  95 | 136975.9071 |  2381.243805 |          1
  96 | 134928.1173 |  2381.243805 |          1
  97 | 132910.9420 |  2381.243805 |          1
  98 | 130923.9234 |  2381.243805 |          1
  99 | 128966.6107 |  2381.243805 |          1
 100 | 127038.5599 |  2381.243805 |          1
 101 | 125139.3334 |  2381.243805 |          1
 102 | 123268.5004 |  2381.243805 |          1
 103 | 121425.6363 |  2381.243805 |          1
 104 | 119610.3230 |  2381.243805 |          1
 105 | 117822.1487 |  2381.243805 |          1
 106 | 116060.7076 |  2381.243805 |          1
 107 | 114325.6000 |  2381.243805 |          1
 108 | 112616.4323 |  2381.243805 |          1
 109 | 110932.8166 |  2381.243805 |          1
 110 | 109274.3710 |  2381.243805 |          1
 111 | 107640.7192 |  2381.243805 |          1
 112 | 106031.4904 |  2381.243805 |          1
 113 | 104446.3196 |  2381.243805 |          1
 114 | 102884.8472 |  2381.243805 |          1
 115 | 101346.7187 |  2381.243805 |          1
 116 | 99831.5853 |  2381.243805 |          1
 117 | 98339.1031 |  2381.243805 |          1
 118 | 96868.9335 |  2381.243805 |          1
 119 | 95420.7429 |  2381.243805 |          1
 120 | 93994.2028 |  2381.243805 |          1
 121 | 92588.9895 |  2381.243805 |          1
 122 | 91204.7841 |  2381.243805 |          1
 123 | 89841.2726 |  2381.243805 |          1
 124 | 88498.1455 |  2381.243805 |          1
 125 | 87175.0983 |  2381.243805 |          1
 126 | 85871.8305 |  2381.243805 |          1
 127 | 84588.0467 |  2381.243805 |          1
 128 | 83323.4554 |  2381.243805 |          1
 129 | 82077.7697 |  2381.243805 |          1
 130 | 80850.7071 |  2381.243805 |          1
 131 | 79641.9890 |  2381.243805 |          1
 132 | 78451.3413 |  2381.243805 |          1
 133 | 77278.4937 |  2381.243805 |          1
 134 | 76123.1802 |  2381.243805 |          1
 135 | 74985.1387 |  2381.243805 |          1
 136 | 73864.1109 |  2381.243805 |          1
 137 | 72759.8424 |  2381.243805 |          1
 138 | 71672.0827 |  2381.243805 |          1
 139 | 70600.5851 |  2381.243805 |          1
 140 | 69545.1064 |  2381.243805 |          1
 141 | 68505.4070 |  2381.243805 |          1
 142 | 67481.2512 |  2381.243805 |          1
 143 | 66472.4065 |  2381.243805 |          1
 144 | 65478.6440 |  2381.243805 |          1
 145 | 64499.7383 |  2381.243805 |          1
 146 | 63535.4672 |  2381.243805 |          1
 147 | 62585.6120 |  2381.243805 |          1
 148 | 61649.9571 |  2381.243805 |          1
 149 | 60728.2902 |  2381.243805 |          1
 150 | 59820.4023 |  2381.243805 |          1
 151 | 58926.0872 |  2381.243805 |          1
 152 | 58045.1422 |  2381.243805 |          1
 153 | 57177.3674 |  2381.243805 |          1
 154 | 56322.5657 |  2381.243805 |          1
 155 | 55480.5434 |  2381.243805 |          1
 156 | 54651.1092 |  2381.243805 |          1
 157 | 53834.0752 |  2381.243805 |          1
 158 | 53029.2557 |  2381.243805 |          1
 159 | 52236.4684 |  2381.243805 |          1
 160 | 10305.3612 |  2381.243805 |          1
 161 | 1992.6133 |  2381.243805 |          1
 162 | 377.6185 |  2381.243805 |          1
 163 |  70.1381 |  2381.243805 |          1
 164 |  12.7681 |  2381.243805 |          1
 165 |   2.2781 |  2381.243805 |          1
 166 |   0.3984 |  2381.243805 |          1
 167 |   0.0683 |  2381.243805 |          1
 168 |   0.0115 |  2381.243805 |          1
 169 |   0.0019 |  2381.243805 |          1
 170 |   0.0003 |  2381.243805 |          1
 171 |   0.0000 |  2381.243805 |          1
 172 |   0.0000 |  2381.243805 |          1
 173 |   0.0000 |  2381.243805 |          1
 174 |   0.0000 |  2381.243805 |          1
 175 |   0.0000 |  2381.243805 |          1
 176 |   0.0000 |  2381.243805 |          1
 177 |   0.0000 |  2381.243805 |          1
 178 |   0.0000 |  2381.243805 |          1
 179 |   0.0000 |  2381.243805 |          1
 180 |   0.0000 |  2381.243805 |          1
 181 |   0.0000 |  2381.243805 |          1
 182 |   0.0000 |  2381.243805 |          1
 183 |   0.0000 |  2381.243805 |          1
 184 |   0.0000 |  2381.243805 |          1
 185 |   0.0000 |  2381.243805 |          1
 186 |   0.0000 |  2381.243805 |          1
 187 |   0.0000 |  2381.243805 |          1
 188 |   0.0000 |  2381.243805 |          1
 189 |   0.0000 |  2381.243805 |          1
 190 |   0.0000 |  2381.243805 |          1
 191 |   0.0000 |  2381.243805 |          1
 192 |   0.0000 |  2381.243805 |          1
 193 |   0.0000 |  2381.243805 |          1
 194 |   0.0000 |  2381.243805 |          1
 195 |   0.0000 |  2381.243805 |          1
 196 |   0.0000 |  2381.243805 |          1
 197 |   0.0000 |  2381.243805 |          1
 198 |   0.0000 |  2381.243805 |          1
 199 |   0.0000 |  2381.243805 |          1
 200 |   0.0000 |  2381.243805 |          1
 201 |   0.0000 |  2381.243805 |          1
 202 |   0.0000 |  2381.243805 |          1
 203 |   0.0000 |  2381.243805 |          1
 204 |   0.0000 |  2381.243805 |          1
 205 |   0.0000 |  2381.243805 |          1
 206 |   0.0000 |  2381.243805 |          1
 207 |   0.0000 |  2381.243805 |          1
 208 |   0.0000 |  2381.243805 |          1
 209 |   0.0000 |  2381.243805 |          1
 210 |   0.0000 |  2381.243805 |          1
 211 |   0.0000 |  2381.243805 |          1
 212 |   0.0000 |  2381.243805 |          1
 213 |   0.0000 |  2381.243805 |          1
 214 |   0.0000 |  2381.243805 |          1
 215 |   0.0000 |  2381.243805 |          1
 216 |   0.0000 |  2381.243805 |          1
 217 |   0.0000 |  2381.243805 |          1
 218 |   0.0000 |  2381.243805 |          1
 219 |   0.0000 |  2381.243805 |          1
 220 |   0.0000 |  2381.243805 |          1
 221 |   0.0000 |  2381.243805 |          1
 222 |   0.0000 |  2381.243805 |          1
 223 |   0.0000 |  2381.243805 |          1
 224 |   0.0000 |  2381.243805 |          1
 225 |   0.0000 |  2381.243805 |          1
 226 |   0.0000 |  2381.243805 |          1
 227 |   0.0000 |  2381.243805 |          1
 228 |   0.0000 |  2381.243805 |          1
 229 |   0.0000 |  2381.243805 |          1
 230 |   0.0000 |  2381.243805 |          1
 231 |   0.0000 |  2381.243805 |          1
 232 |   0.0000 |  2381.243805 |          1
 233 |   0.0000 |  2381.243805 |          1
 234 |   0.0000 |  2381.243805 |          1
 235 |   0.0000 |  2381.243805 |          1
 236 |   0.0000 |  2381.243805 |          1
 237 |   0.0000 |  2381.243805 |          1
 238 |   0.0000 |  2381.243805 |          1
 239 |   0.0000 |  2381.243805 |          1
 240 |   0.0000 |  2381.243805 |          1
 241 |   0.0000 |  2381.243805 |          1
 242 |   0.0000 |  2381.243805 |          1
 243 |   0.0000 |  2381.243805 |          1
 244 |   0.0000 |  2381.243805 |          1
 245 |   0.0000 |  2381.243805 |          1
 246 |   0.0000 |  2381.243805 |          1
 247 |   0.0000 |  2381.243805 |          1
 248 |   0.0000 |  2381.243805 |          1
 249 |   0.0000 |  2381.243805 |          1
 250 |   0.0000 |  2381.243805 |          1
 251 |   0.0000 |  2381.243805 |          1
 252 |   0.0000 |  2381.243805 |          1
 253 |   0.0000 |  2381.243805 |          1
 254 |   0.0000 |  2381.243805 |          1
 255 |   0.0000 |  2381.243805 |          1
 256 |   0.0000 |  2381.243805 |          1
 257 |   0.0000 |  2381.243805 |          1
 258 |   0.0000 |  2381.243805 |          1
 259 |   0.0000 |  2381.243805 |          1
 260 |   0.0000 |  2381.243805 |          1
 261 |   0.0000 |  2381.243805 |          1
 262 |   0.0000 |  2381.243805 |          1
 263 |   0.0000 |  2381.243805 |          1
 264 |   0.0000 |  2381.243805 |          1
 265 |   0.0000 |  2381.243805 |          1
 266 |   0.0000 |  2381.243805 |          1
 267 |   0.0000 |  2381.243805 |          1
 268 |   0.0000 |  2381.243805 |          1
 269 |   0.0000 |  2381.243805 |          1
 270 |   0.0000 |  2381.243805 |          1
 271 |   0.0000 |  2381.243805 |          1
 272 |   0.0000 |  2381.243805 |          1
 273 |   0.0000 |  2381.243805 |          1
 274 |   0.0000 |  2381.243805 |          1
 275 |   0.0000 |  2381.243805 |          1
 276 |   0.0000 |  2381.243805 |          1
 277 |   0.0000 |  2381.243805 |          1
 278 |   0.0000 |  2381.243805 |          1
 279 |   0.0000 |  2381.243805 |          1
 280 |   0.0000 |  2381.243805 |          1
 281 |   0.0000 |  2381.243805 |          1
 282 |   0.0000 |  2381.243805 |          1
 283 |   0.0000 |  2381.243805 |          1
 284 |   0.0000 |  2381.243805 |          1
 285 |   0.0000 |  2381.243805 |          1
 286 |   0.0000 |  2381.243805 |          1
 287 |   0.0000 |  2381.243805 |          1
 288 |   0.0000 |  2381.243805 |          1
 289 |   0.0000 |  2381.243805 |          1
 290 |   0.0000 |  2381.243805 |          1
 291 |   0.0000 |  2381.243805 |          1
 292 |   0.0000 |  2381.243805 |          1
 293 |   0.0000 |  2381.243805 |          1
 294 |   0.0000 |  2381.243805 |          1
 295 |   0.0000 |  2381.243805 |          1
 296 |   0.0000 |  2381.243805 |          1
 297 |   0.0000 |  2381.243805 |          1
 298 |   0.0000 |  2381.243805 |          1
 299 |   0.0000 |  2381.243805 |          1
 300 |   0.0000 |  2381.243805 |          1
 301 |   0.0000 |  2381.243805 |          1
 302 |   0.0000 |  2381.243805 |          1
 303 |   0.0000 |  2381.243805 |          1
 304 |   0.0000 |  2381.243805 |          1
 305 |   0.0000 |  2381.243805 |          1
 306 |   0.0000 |  2381.243805 |          1
 307 |   0.0000 |  2381.243805 |          1
 308 |   0.0000 |  2381.243805 |          1
 309 |   0.0000 |  2381.243805 |          1
 310 |   0.0000 |  2381.243805 |          1
 311 |   0.0000 |  2381.243805 |          1
 312 |   0.0000 |  2381.243805 |          1
 313 |   0.0000 |  2381.243805 |          1
 314 |   0.0000 |  2381.243805 |          1
 315 |   0.0000 |  2381.243805 |          1
 316 |   0.0000 |  2381.243805 |          1
 317 |   0.0000 |  2381.243805 |          1
 318 |   0.0000 |  2381.243805 |          1
 319 |   0.0000 |  2381.243805 |          1
 320 |   0.0000 |  2381.243805 |          1
 321 |   0.0000 |  2381.243805 |          1
 322 |   0.0000 |  2381.243805 |          1
 323 |   0.0000 |  2381.243805 |          1
 324 |   0.0000 |  2381.243805 |          1
 325 |   0.0000 |  2381.243805 |          1
 326 |   0.0000 |  2381.243805 |          1
 327 |   0.0000 |  2381.243805 |          1
 328 |   0.0000 |  2381.243805 |          1
 329 |   0.0000 |  2381.243805 |          1
 330 |   0.0000 |  2381.243805 |          1
 331 |   0.0000 |  2381.243805 |          1
 332 |   0.0000 |  2381.243805 |          1
 333 |   0.0000 |  2381.243805 |          1
