=====================================================
SIMULATED ANNEALING SEARCH STATISTICS
=====================================================
Algorithm : sa
Seed      : 0
Config ID : 0
Runtime   : 36.71 seconds
Iterations: 254
=====================================================

Iter | Temp | Best | ArchiveSize
------------------------------------------
   0 |   6.5718 |   139.065934 |          1
   1 |   6.5389 |   134.962892 |          1
   2 |   6.5062 |   134.551046 |          1
   3 |   6.4737 |   127.438315 |          1
   4 |   6.4413 |   116.524821 |          1
   5 |   6.4091 |   116.524821 |          1
   6 |   6.3771 |   116.524821 |          1
   7 |   6.3452 |   116.524821 |          1
   8 |   6.3135 |   116.524821 |          1
   9 |   6.2819 |   116.524821 |          1
  10 |   6.2505 |   116.524821 |          1
  11 |   6.2192 |   116.524821 |          1
  12 |   6.1882 |   116.524821 |          1
  13 |   6.1572 |   116.524821 |          1
  14 |   6.1264 |   108.747320 |          1
  15 |   6.0958 |   108.747320 |          1
  16 |   6.0653 |   108.747320 |          1
  17 |   6.0350 |   108.747320 |          1
  18 |   6.0048 |   108.747320 |          1
  19 |   5.9748 |   108.747320 |          1
  20 |   5.9449 |   108.747320 |          1
  21 |   5.9152 |   108.747320 |          1
  22 |   5.8856 |   108.747320 |          1
  23 |   5.8562 |   108.747320 |          1
  24 |   5.8269 |   108.747320 |          1
  25 |   5.7978 |   108.747320 |          1
  26 |   5.7688 |   108.747320 |          1
  27 |   5.7399 |   108.747320 |          1
  28 |   5.7112 |   108.747320 |          1
  29 |   5.6827 |   108.747320 |          1
  30 |   5.6543 |   108.747320 |          1
  31 |   5.6260 |   108.747320 |          1
  32 |   5.5979 |   108.747320 |          1
  33 |   5.5699 |   108.747320 |          1
  34 |   5.5420 |   108.747320 |          1
  35 |   5.5143 |   108.747320 |          1
  36 |   5.4867 |   108.747320 |          1
  37 |   5.4593 |   108.747320 |          1
  38 |   5.4320 |   108.747320 |          1
  39 |   5.4049 |   108.747320 |          1
  40 |   5.3778 |   108.747320 |          1
  41 |   5.3509 |   108.747320 |          1
  42 |   5.3242 |   108.747320 |          1
  43 |   5.2976 |   108.747320 |          1
