iteration,incumbent_aic,incumbent_bic,incumbent_MAE,incumbent_MSE,incumbent_MAE_TEST,incumbent_MSE_TEST,incumbent_MAE_VAL,incumbent_MSE_VAL,incumbent_RMSE_VAL,incumbent_RMSE_TEST,incumbent_RMSE,incumbent_sol_num,incumbent_num_parm,incumbent_pval_exceed,incumbent_pval_percentage,incumbent_loglik,incumbent_simple,incumbent_CAIC,incumbent_DIC,incumbent_HQIC,incumbent_AICc,best_aic,best_bic,best_MAE,best_MSE,best_MAE_TEST,best_MSE_TEST,best_MAE_VAL,best_MSE_VAL,best_RMSE_VAL,best_RMSE_TEST,best_RMSE,best_sol_num,best_num_parm,best_pval_exceed,best_pval_percentage,best_loglik,best_CAIC,best_DIC,best_HQIC,best_AICc
11,23493.163147220264,23608.902999125152,16.2826204719028,730.4800287788834,19.30539703327457,810.5061601931401,16.266053836987304,704.6059546971608,26.544414755220366,28.46938988094301,27.027394043430885,31,32,23,0.71875,-11714.581573610132,f_rpxh_p,23597.56923326522,23496.036885739155,23535.381051113596,23506.44616608819,17600.382150062476,17713.38037951275,214.53663055368423,183803.10164901408,196.61773134449822,165730.9028069865,227.15836138410583,192418.5304889648,297.9622758401475,227.68916161857283,265.278573709854,18.3,31.45,21.1,0.6713772942129204,-8768.741075031237,17702.99375650353,17603.206496200575,17641.87443373264,17613.292832547657
12,23579.512622996208,23680.222493412984,16.56790651538283,736.4140721697405,18.625163571980664,756.1557436659897,16.54791399954137,711.8560416644208,26.680630458525915,27.498286195070225,27.13695031077996,32,28,19,0.6785714285714286,-11761.756311498104,f_rpxh_p,23670.867948285544,23582.027144200238,23616.453288902874,23589.475813180255,14110.601998331422,14224.000977318898,214.54393213448125,183803.30542571467,196.58069684018628,165728.13010636592,227.1631387597409,192418.6792824895,297.9650671789118,227.63963765651752,265.2823335174471,18.55,31.55,21.25,0.674536634872261,-7023.750999165711,14213.539873791364,14113.435324902388,14152.226212951253,14123.585385780349
13,106656.60735287578,106761.57471866459,16.421874998113342,732.3385416213869,19.365853661715082,811.609756097561,16.452380952380928,708.8809523809517,26.624818353952232,28.48876543652885,27.061754222913688,33,29,21,0.7241379310344828,-53299.30367643789,f_rp_c_p,106751.22536835403,106659.21167840854,106694.86732827911,106667.34809361653,14110.601998331422,14224.000977318898,214.54393213448125,183803.30542571467,196.58069684018628,165728.13010636592,227.1631387597409,192418.6792824895,297.9650671789118,227.63963765651752,265.2823335174471,18.55,31.55,21.25,0.674536634872261,-7023.750999165711,14213.539873791364,14113.435324902388,14152.226212951253,14123.585385780349
14,141516.82811355413,141603.25050711076,983.578125,967888.5885416666,980.6341463414634,962079.9024390244,983.547619047619,967804.119047619,983.7703588986706,980.8567186082911,983.8132894719743,34,23,23,1.0,-70735.41405677707,f_p,141591.86998789894,141518.89361311457,141547.17223197746,141523.39954212555,14110.601998331422,14224.000977318898,214.54393213448125,183803.30542571467,196.58069684018628,165728.13010636592,227.1631387597409,192418.6792824895,297.9650671789118,227.63963765651752,265.2823335174471,18.55,31.55,21.25,0.674536634872261,-7023.750999165711,14213.539873791364,14113.435324902388,14152.226212951253,14123.585385780349
15,19535.771772516164,19633.224147560915,18.302066244003388,1495.7170420357286,41.51545565724748,24273.601132145086,37.74613018010518,10874.858655723221,104.2825903769331,155.79987526357357,38.67450118664401,35,27,19,0.7037037037037037,-9740.885886258082,f_rp_c_p,19623.864407616595,19538.196489391477,19571.393128926164,19544.991284711286,11741.556304908167,11853.803035284032,214.63794174535542,183841.47435418848,197.688177031859,166901.2296859916,228.22782623594102,192926.97816874916,301.84795580057823,234.00519333782677,265.862970929434,19.65,31.25,20.9,0.6703278806635069,-5839.528152454083,11843.51537331144,11744.362690180518,11782.784726679,11754.290541384571
16,141492.1903822152,141567.34028965575,977.6431644081525,960367.9173797298,980.6341463414634,962079.9024390244,983.547619047619,967804.119047619,983.7703588986706,980.8567186082911,979.9836311794854,36,20,20,1.0,-70726.0951911076,f_p,141557.44418599328,141493.9864687895,141518.57657214854,141497.10266291694,11741.556304908167,11853.803035284032,214.63794174535542,183841.47435418848,197.688177031859,166901.2296859916,228.22782623594102,192926.97816874916,301.84795580057823,234.00519333782677,265.862970929434,19.65,31.25,20.9,0.6703278806635069,-5839.528152454083,11843.51537331144,11744.362690180518,11782.784726679,11754.290541384571
17,40654.846048154504,40767.32840468737,21.590362135040312,5940.161541211445,19.23257531885116,793.9460138727537,16.273497210990712,705.7058014923116,26.56512378085808,28.177047642944313,77.07244346205357,37,31,23,0.7419354838709677,-20296.423024077252,f_rp_c_p,40755.989444010556,40657.62998234468,40695.74464255117,40667.246048154506,12005.902453296909,12118.31205844138,214.68996054771551,183909.5874980582,197.68190152164806,166900.37980418213,226.0649340312561,190763.2399646049,292.690451420595,233.99019210209218,266.3335845805929,21.4,31.3,20.9,0.669091321523722,-5971.651226648455,12108.024656209629,12008.713328785698,12047.196840542576,12018.679050021763
18,141510.82811355413,141585.9780209947,983.578125,967888.5885416666,980.6341463414634,962079.9024390244,983.547619047619,967804.119047619,983.7703588986706,980.8567186082911,983.8132894719743,38,20,20,1.0,-70735.41405677707,f_p,141576.08191733222,141512.62420012843,141537.21430348748,141515.74039425587,12005.902453296909,12118.31205844138,214.68996054771551,183909.5874980582,197.68190152164806,166900.37980418213,226.0649340312561,190763.2399646049,292.690451420595,233.99019210209218,266.3335845805929,21.4,31.3,20.9,0.669091321523722,-5971.651226648455,12108.024656209629,12008.713328785698,12047.196840542576,12018.679050021763
19,141504.82811355413,141568.7055348786,983.578125,967888.5885416666,980.6341463414634,962079.9024390244,983.547619047619,967804.119047619,983.7703588986706,980.8567186082911,983.8132894719743,39,17,17,1.0,-70735.41405677707,f_p,141560.2938467655,141506.3547871423,141527.25637499747,141508.34535493344,12005.902453296909,12118.31205844138,214.68996054771551,183909.5874980582,197.68190152164806,166900.37980418213,226.0649340312561,190763.2399646049,292.690451420595,233.99019210209218,266.3335845805929,21.4,31.3,20.9,0.669091321523722,-5971.651226648455,12108.024656209629,12008.713328785698,12047.196840542576,12018.679050021763
20,140782.4834657737,140857.63337321425,978.999020007223,962756.2734428087,980.6341463414634,962079.9024390244,983.547619047619,967804.119047619,983.7703588986706,980.8567186082911,981.2014438650244,40,20,20,1.0,-70371.24173288685,f_p,140847.73726955178,140784.279552348,140808.86965570704,140787.39574647543,12005.902453296909,12118.31205844138,214.68996054771551,183909.5874980582,197.68190152164806,166900.37980418213,226.0649340312561,190763.2399646049,292.690451420595,233.99019210209218,266.3335845805929,21.4,31.3,20.9,0.669091321523722,-5971.651226648455,12108.024656209629,12008.713328785698,12047.196840542576,12018.679050021763
25,1420.156977684777,1521.366848101555,7.631527408361303,142.42545518619795,10.134453965597235,185.43316003374008,16.062333949829807,1451.3356711453007,38.0963997136908,13.617384478442991,11.934213639205474,45,28,20,0.7142857142857143,-682.0784888423885,f_rp_c_p,1511.512302974114,1422.6714988888077,1457.0976435914436,1430.1201678688262,11100.12171355534,11212.71919346841,214.1564336059334,183841.9229187157,196.11285143706556,165695.97140557657,224.9807442197423,190292.06381537602,289.38114188743293,226.88106756283565,264.99657020322104,21.9,31.35,20.95,0.6696204220528224,-5518.7108567776695,11202.407050977505,11102.937079260566,11141.482066275837,11112.93549417964
26,141516.82811355413,141603.25050711076,983.578125,967888.5885416666,980.6341463414634,962079.9024390244,983.547619047619,967804.119047619,983.7703588986706,980.8567186082911,983.8132894719743,46,23,23,1.0,-70735.41405677707,f_p,141591.86998789894,141518.89361311457,141547.17223197746,141523.39954212555,11100.12171355534,11212.71919346841,214.1564336059334,183841.9229187157,196.11285143706556,165695.97140557657,224.9807442197423,190292.06381537602,289.38114188743293,226.88106756283565,264.99657020322104,21.9,31.35,20.95,0.6696204220528224,-5518.7108567776695,11202.407050977505,11102.937079260566,11141.482066275837,11112.93549417964
27,17119.18428250324,17226.909143664074,15.884191998608594,742.688455663222,43.83357632930583,14345.268393141634,53.15220993532152,25791.835613272542,160.59836740537727,119.77173453340998,27.252311015090484,47,30,20,0.6666666666666666,-8529.59214125162,f_rp_c_p,17217.064988170387,17121.878412364702,17158.76356740324,17130.737077534297,11100.12171355534,11212.71919346841,214.1564336059334,183841.9229187157,196.11285143706556,165695.97140557657,224.9807442197423,190292.06381537602,289.38114188743293,226.88106756283565,264.99657020322104,21.9,31.35,20.95,0.6696204220528224,-5518.7108567776695,11202.407050977505,11102.937079260566,11141.482066275837,11112.93549417964
28,14660.01055078473,14769.235411945563,260.7550719827948,131014.49133889853,274.748328919498,137948.80171931488,193.27648892433945,91511.60133929725,302.50884505960687,371.41459545811455,361.9592398860658,48,30,23,0.7666666666666667,-7300.005275392365,f_rp_c_p,14757.891256451876,14662.704680646191,14699.589835684728,14671.563345815784,11100.12171355534,11212.71919346841,214.1564336059334,183841.9229187157,196.11285143706556,165695.97140557657,224.9807442197423,190292.06381537602,289.38114188743293,226.88106756283565,264.99657020322104,21.9,31.35,20.95,0.6696204220528224,-5518.7108567776695,11202.407050977505,11102.937079260566,11141.482066275837,11112.93549417964
29,1611.2757679864187,1726.5156198913078,8.727162356580559,174.2782823431459,12.862497677211536,315.36742830762967,13.835764437117446,1040.4629891573918,32.25620853661186,17.758587452487028,13.201450009114373,49,32,22,0.6875,-773.6378839932094,f_rp_c_p,1715.681854031375,1614.149506505311,1653.4936718797517,1624.5587868543432,11071.460743642503,11184.208223555574,166.12089675697422,136256.24304468412,147.72426900385295,117607.74465504072,177.27609713892886,142984.73368572816,242.33218432382483,178.7261610050454,216.87427202115003,23.75,31.35,21.25,0.6789954220528225,-5504.380371821251,11173.746081064668,11074.276109347727,11112.821096363,11084.274524266802
30,1395.2506800797037,1493.2030551244538,8.039603773068801,180.40771982653936,8.33305355024765,134.43110165819542,12.171379234807333,549.5281798481594,23.442017401413203,11.594442705805028,13.43159409104293,50,27,20,0.7407407407407407,-670.6253400398518,f_rp_c_p,1483.3433151801355,1397.675396955019,1430.8720364897033,1404.4701922748256,9108.480975238763,9220.501956077427,165.44335883887564,135968.25535361486,147.17929291542276,117574.76890942999,177.0709912401197,142976.92480464597,242.17602900485258,177.89703075818846,213.69222955259949,24.4,31.15,21.1,0.6789356848963111,-4523.090487619381,9210.113774623145,9111.278380078245,9149.577466059925,9121.135731472817
31,1705.1387169361883,1799.3335966089107,19.05482242396868,10523.95612451532,10.822571248656022,200.78473936600813,10.64570792314125,454.98780299741026,21.33044310363501,14.169853187877711,102.58633497944705,51,26,19,0.7307692307692307,-826.5693584680942,f_rp_c_p,1789.9686618477153,1707.4736294827883,1739.4407638495213,1713.6478078452792,8019.079753724557,8130.023485951616,165.58196893647894,136457.92915840168,146.75515162619186,117544.28283838862,176.7899739444274,142964.443897061,241.91533042227329,177.1820539235352,217.4701765994003,25.4,30.85,20.9,0.6795366464347727,-3978.6898768622787,8119.733746052273,8021.850217265426,8059.780451696723,8031.495813560672
32,140893.12662017992,140968.27652762047,977.6889790603827,958404.4888551974,980.6341463414634,962079.9024390244,983.547619047619,967804.119047619,983.7703588986706,980.8567186082911,978.9813526595884,52,20,20,1.0,-70426.56331008996,f_p,140958.380423958,140894.9227067542,140919.51281011326,140898.03890088166,8019.079753724557,8130.023485951616,165.58196893647894,136457.92915840168,146.75515162619186,117544.28283838862,176.7899739444274,142964.443897061,241.91533042227329,177.1820539235352,217.4701765994003,25.4,30.85,20.9,0.6795366464347727,-3978.6898768622787,8119.733746052273,8021.850217265426,8059.780451696723,8031.495813560672
33,53521.89927758529,53645.154120234234,37.185280232724544,18623.207954546622,19.258323892445414,810.5138778681348,16.22219908156784,701.6317766167562,26.48833283951174,28.46952542400619,136.46687493507946,53,34,25,0.7352941176470589,-26726.949638792645,f_rp_c_p,53632.83074400805,53524.952624761616,53566.755800471954,53537.05851325408,8019.079753724557,8130.023485951616,165.58196893647894,136457.92915840168,146.75515162619186,117544.28283838862,176.7899739444274,142964.443897061,241.91533042227329,177.1820539235352,217.4701765994003,25.4,30.85,20.9,0.6795366464347727,-3978.6898768622787,8119.733746052273,8021.850217265426,8059.780451696723,8031.495813560672
34,118030.23585787852,118143.21821441138,16.421875,732.3385416666666,19.365853658536587,811.609756097561,16.452380952380953,708.8809523809524,26.624818353952246,28.48876543652885,27.061754223750288,54,31,24,0.7741935483870968,-58984.11792893926,f_rp_c_p,118131.37925373457,118033.01979206869,118071.13445227519,118042.63585787851,8019.079753724557,8130.023485951616,165.58196893647894,136457.92915840168,146.75515162619186,117544.28283838862,176.7899739444274,142964.443897061,241.91533042227329,177.1820539235352,217.4701765994003,25.4,30.85,20.9,0.6795366464347727,-3978.6898768622787,8119.733746052273,8021.850217265426,8059.780451696723,8031.495813560672
35,4646.908191872128,4755.6330530329615,13.6802721262524,631.5411302947656,16.473420491773815,657.25518388769,13.925512158827097,606.6095541500321,24.629444860776545,25.636988588515813,25.13048209435636,55,30,22,0.7333333333333333,-2293.454095936064,f_rp_c_p,4744.788897539274,4649.602321733589,4686.487476772128,4658.460986903184,7182.721365129642,7293.5522225880995,165.32645224569004,136441.53385023354,146.5049639930222,117524.78625912685,176.62480591683092,142958.19991198689,241.79449976319293,176.84589008885965,217.17795339285522,27.05,30.8,21.0,0.6839452485853104,-3560.560682564821,7283.212222947911,7185.487338454077,7223.3560976269755,7195.095064717311
36,106472.97104992645,106581.69591108728,16.421874999994742,732.3385416666357,19.36585365853655,811.6097560975608,16.452380952380953,708.8809523809524,26.624818353952246,28.488765436528848,27.06175422374972,56,30,22,0.7333333333333333,-53206.485524963224,f_rp_c_p,106570.8517555936,106475.6651797879,106512.55033482645,106484.5238449575,7182.721365129642,7293.5522225880995,165.32645224569004,136441.53385023354,146.5049639930222,117524.78625912685,176.62480591683092,142958.19991198689,241.79449976319293,176.84589008885965,217.17795339285522,27.05,30.8,21.0,0.6839452485853104,-3560.560682564821,7283.212222947911,7185.487338454077,7223.3560976269755,7195.095064717311
37,54076.46160964605,54206.231443039054,16.421564867215025,732.3197199672927,19.36568895936252,811.5959132384198,16.45233844111355,708.8769201458505,26.62474263060303,28.488522482544084,27.061406466909524,57,36,25,0.6944444444444444,-27002.230804823026,f_rp_c_p,54193.91845644663,54079.694565479804,54123.95675152605,54093.648706420245,7182.721365129642,7293.5522225880995,165.32645224569004,136441.53385023354,146.5049639930222,117524.78625912685,176.62480591683092,142958.19991198689,241.79449976319293,176.84589008885965,217.17795339285522,27.05,30.8,21.0,0.6839452485853104,-3560.560682564821,7283.212222947911,7185.487338454077,7223.3560976269755,7195.095064717311
38,141508.82811355413,141580.22052562266,983.578125,967888.5885416666,980.6341463414634,962079.9024390244,983.547619047619,967804.119047619,983.7703588986706,980.8567186082911,983.8132894719743,58,19,19,1.0,-70735.41405677707,f_p,141570.81922714334,141510.53439579974,141533.8949939908,141513.2467182053,7182.721365129642,7293.5522225880995,165.32645224569004,136441.53385023354,146.5049639930222,117524.78625912685,176.62480591683092,142958.19991198689,241.79449976319293,176.84589008885965,217.17795339285522,27.05,30.8,21.0,0.6839452485853104,-3560.560682564821,7283.212222947911,7185.487338454077,7223.3560976269755,7195.095064717311
39,1393.0377932689228,1490.490168313673,14.03965548455722,5201.359155824945,8.648496077663642,157.83124579374658,16.84559100432888,1368.5588045161048,36.994037418428725,12.563090614723217,72.12044894358982,59,27,19,0.7037037037037037,-669.5188966344614,f_rp_c_p,1481.1304283693546,1395.4625101442382,1428.6591496789224,1402.2573054640447,6563.947373807168,6674.753231265626,164.52925464436777,136495.13040542224,145.5547500362921,117381.55347350973,174.28707635567056,140808.62009533605,233.11327632605943,174.72518714869267,217.5709445407585,28.6,30.8,20.95,0.6820933967334585,-3251.1736869035844,6664.438231625439,6566.713347131603,6604.582106304502,6576.321073394839
40,115631.8622211978,115736.82958698661,16.421875,732.3385416666666,19.365853658536587,811.609756097561,16.452380952380953,708.8809523809524,26.624818353952246,28.48876543652885,27.061754223750288,60,29,21,0.7241379310344828,-57786.9311105989,f_rp_p,115726.48023667606,115634.46654673056,115670.12219660114,115642.60296193855,6563.947373807168,6674.753231265626,164.52925464436777,136495.13040542224,145.5547500362921,117381.55347350973,174.28707635567056,140808.62009533605,233.11327632605943,174.72518714869267,217.5709445407585,28.6,30.8,20.95,0.6820933967334585,-3251.1736869035844,6664.438231625439,6566.713347131603,6604.582106304502,6576.321073394839
41,2252.3150838673428,2346.509963540065,125.27887377815325,93113.98116910925,108.38998234688627,85669.54942514008,146.0848875147704,94016.79857333929,306.62158856372014,292.6936101542705,305.14583590327635,61,26,19,0.7307692307692307,-1100.1575419336714,f_rp_c_p,2337.14502877887,2254.6499964139425,2286.617130780676,2260.8241747764337,6543.834522589023,6653.40025666727,158.9371723205772,135012.86168473517,144.61763584331476,120190.40767695181,164.5540119274552,134929.6472179857,225.44455922686575,180.77318241757587,215.30972073222102,30.75,30.45,20.75,0.6837833734234351,-3241.4672612945114,6643.183438841176,6546.569064398407,6584.007496762523,6555.92355013987
42,27708.59199921287,27824.831851117757,16.395494769590808,731.1605392884791,19.331656270646533,810.0060078392818,16.429996370270448,707.873138879715,26.605885418074607,28.460604488297182,27.03998038624435,62,32,24,0.75,-13822.295999606435,f_rp_c_p,27812.998085257826,27711.46573773176,27750.8099031062,27721.875018080795,6543.834522589023,6653.40025666727,158.9371723205772,135012.86168473517,144.61763584331476,120190.40767695181,164.5540119274552,134929.6472179857,225.44455922686575,180.77318241757587,215.30972073222102,30.75,30.45,20.75,0.6837833734234351,-3241.4672612945114,6643.183438841176,6546.569064398407,6584.007496762523,6555.92355013987
43,3637.7808597263484,3746.0057208871817,21.343069083143337,1354.5324834018786,22.119666982926837,1078.62087627452,17.151311921901396,600.964715326479,24.51458168777267,32.84236404820031,36.80397374471782,63,30,21,0.7,-1788.8904298631742,f_rp_cxh_p,3735.661565393495,3640.47498958781,3677.360144626348,3649.3336547574045,6596.168115354485,6706.209598969935,143.40812713264955,121333.97994181055,134.21397783504352,111292.45142102367,152.06663298050208,124765.6412087561,204.0936917508825,161.25887452796616,190.9329322097348,32.95,30.55,21.05,0.6919976591377208,-3267.5340576772423,6695.843300625529,6598.91163759674,6636.4730204776515,6608.33662314768
44,41276.90679594646,41397.40414322338,17.120566944295167,873.1831040084311,18.95376302239634,799.3560961816946,39.17180635679009,23251.015236171,152.4828358739796,28.272886237200733,29.549671808810857,64,33,26,0.7878787878787878,-20605.45339797323,f_rp_c_p,41384.57557218032,41279.87033879407,41320.44400933646,41291.10932759203,6596.168115354485,6706.209598969935,143.40812713264955,121333.97994181055,134.21397783504352,111292.45142102367,152.06663298050208,124765.6412087561,204.0936917508825,161.25887452796616,190.9329322097348,32.95,30.55,21.05,0.6919976591377208,-3267.5340576772423,6695.843300625529,6598.91163759674,6636.4730204776515,6608.33662314768
45,100462.83155139882,100570.55641255966,16.421874998433086,732.3385416290607,19.365853680952156,811.609756097561,16.452380952380775,708.8809523809481,26.624818353952165,28.48876543652885,27.061754223055473,65,30,20,0.6666666666666666,-50201.41577569941,f_rp_p,100560.71225706597,100465.52568126027,100502.41083629882,100474.38434642987,6596.168115354485,6706.209598969935,143.40812713264955,121333.97994181055,134.21397783504352,111292.45142102367,152.06663298050208,124765.6412087561,204.0936917508825,161.25887452796616,190.9329322097348,32.95,30.55,21.05,0.6919976591377208,-3267.5340576772423,6695.843300625529,6598.91163759674,6636.4730204776515,6608.33662314768
46,104877.90301053821,105004.91534855918,16.42187500011936,732.3385416632746,19.365853659622775,811.609756097561,16.452380952380942,708.8809523809521,26.62481835395224,28.48876543652885,27.06175422368762,66,35,26,0.7428571428571429,-52403.951505269106,f_rp_c_p,104992.09716714988,104881.04616204325,104924.07884292155,104894.05685669206,6596.168115354485,6706.209598969935,143.40812713264955,121333.97994181055,134.21397783504352,111292.45142102367,152.06663298050208,124765.6412087561,204.0936917508825,161.25887452796616,190.9329322097348,32.95,30.55,21.05,0.6919976591377208,-3267.5340576772423,6695.843300625529,6598.91163759674,6636.4730204776515,6608.33662314768
47,141514.82811355413,141597.49301173876,983.578125,967888.5885416666,980.6341463414634,962079.9024390244,983.547619047619,967804.119047619,983.7703588986706,980.8567186082911,983.8132894719743,67,22,22,1.0,-70735.41405677707,f_p,141586.60729771003,141516.80380878586,141543.8529224808,141520.8162792346,6596.168115354485,6706.209598969935,143.40812713264955,121333.97994181055,134.21397783504352,111292.45142102367,152.06663298050208,124765.6412087561,204.0936917508825,161.25887452796616,190.9329322097348,32.95,30.55,21.05,0.6919976591377208,-3267.5340576772423,6695.843300625529,6598.91163759674,6636.4730204776515,6608.33662314768
