Iteration,Family,Upper Vars,Lower Vars,Val RMSE,BIC,Pareto Efficient,Beats benchmark (BIC+RMSE),BIC improvement vs benchmark,RMSE improvement vs benchmark,Joint improvement score,Selected by Pareto 
2098,nb,"CPM_Z, GRADEBR_Z, MXMEDSH_Z","LANES_Z, MIMEDSH_Z",17.051068591842846,1162.3881938823529,False,True,,,,False
1076,nb,"FC_1, GRADEBR_Z, INTECHAG_Z, MXGRDIFF_Z","CURVES_Z, MXMEDSH_Z",16.98083382979046,1162.4541013437017,False,True,,,,False
1913,nb,"CURVES_Z, MIMEDSH_Z, MXMEDSH_Z, SPEED_Z","MINRAD_Z, MXMEDSH_Z",16.93278528161841,1162.5166574369441,False,True,,,,False
2094,nb,"CPM_Z, GRADEBR_Z, MIMEDSH_Z, MXMEDSH_Z",AVESNOW_Z,16.84501046529173,1162.5579299402673,False,True,,,,False
2129,nb,"CPM_Z, MIGRADE_Z",MIMEDSH_Z,17.572178462942574,1162.5996405185901,False,True,,,,False
2205,nb,"FC_1, MXGRDIFF_Z",MXMEDSH_Z,16.157371488873192,1162.6941679517836,False,True,,,,False
1842,nb,"CPM_Z, GRADEBR_Z, MIMEDSH_Z","HISNOW, MXMEDSH_Z",16.827359919759797,1162.7280742399062,False,True,,,,False
1626,nb,"LOWPRE, MEDWIDTH_Z, MIMEDSH_Z, MXMEDSH_Z","ACCESS_Z, MEDWIDTH_Z",17.298327760324415,1162.951265246479,False,True,,,,False
1020,nb,"CURVES_Z, FC_1, LANES_Z",MXMEDSH_Z,17.239599409741157,1162.966733644395,False,True,,,,False
2148,nb,"FC_1, LANES_Z","MIMEDSH_Z, WIDTH_Z",17.44590373638469,1163.058403951587,False,True,,,,False
1815,nb,"CURVES_Z, MIMEDSH_Z, MXGRADE_Z, MXMEDSH_Z, TANGENT_Z","MINRAD_Z, WIDTH_Z",16.74726982176781,1163.067836458814,False,True,,,,False
1976,nb,"GBRPM_Z, MIMEDSH_Z, MINRAD_Z, MXGRADE_Z","MXMEDSH_Z, WIDTH_Z",16.48881598611586,1163.125840877561,False,True,,,,False
1312,nb,"MIMEDSH_Z, MXGRADE_Z, MXGRDIFF_Z","CURVES_Z, URB",17.459241567174317,1163.3396660658448,False,True,,,,False
1628,nb,"LOWPRE, MEDWIDTH_Z, MIMEDSH_Z","ACCESS_Z, MEDWIDTH_Z, MXMEDSH_Z",17.325439693238813,1163.3597537993255,False,True,,,,False
1799,nb,"MIMEDSH_Z, MXGRADE_Z, MXGRDIFF_Z, TANGENT_Z",WIDTH_Z,17.576315941325028,1163.3772867735925,False,True,,,,False
1485,nb,"FC_1, FC_2, INTECHAG_Z, MIMEDSH_Z, MXMEDSH_Z","MINRAD_Z, MXMEDSH_Z",16.91114605322815,1163.390705732686,False,True,,,,False
1972,nb,"GBRPM_Z, MIMEDSH_Z, MXGRADE_Z","LANES_Z, MXMEDSH_Z, WIDTH_Z",16.72817881356739,1163.5880280732817,False,True,,,,False
1509,nb,"EXPOSE_Z, FC_1, INTECHAG_Z, INTPM_Z, MIMEDSH_Z, MXMEDSH_Z",MEDWIDTH_Z,17.019668483328424,1163.6261410264929,False,True,,,,False
1839,nb,"GRADEBR_Z, LANES_Z, MXGRADE_Z","HISNOW, MIMEDSH_Z, MXMEDSH_Z",17.00697660588877,1163.644682114421,False,True,,,,False
1795,nb,"MIMEDSH_Z, MXGRADE_Z, TANGENT_Z","SPEED_Z, WIDTH_Z",17.168045638487175,1163.6882055967208,False,True,,,,False
1506,nb,"AVESNOW_Z, EXPOSE_Z, FC_1, FC_2, INTECHAG_Z, MXMEDSH_Z",MIMEDSH_Z,17.232891222492178,1163.7736310861776,False,True,,,,False
873,nb,"AVEPRE_Z, GRADEBR_Z, MIMEDSH_Z, MXGRADE_Z, MXMEDSH_Z",URB,16.954045069060232,1163.816265535436,False,True,,,,False
2080,nb,"FC_1, MXMEDSH_Z",HISNOW,16.411009205563285,1163.8893614145181,False,True,,,,False
1489,nb,"FC_1, FC_2, INTECHAG_Z, MIMEDSH_Z, MXMEDSH_Z","MXMEDSH_Z, SPEED_Z",16.87977875797377,1163.9351119189507,False,True,,,,False
1928,nb,"FRICTION_Z, MIGRADE_Z, MIMEDSH_Z, MXMEDSH_Z, WIDTH_Z",SPEED_Z,16.76876951560155,1164.054909905059,False,True,,,,False
848,nb,"CURVES_Z, INTPM_Z, MIGRADE_Z, MIMEDSH_Z","MXMEDSH_Z, SLOPE_Z",17.08536779413279,1164.248077433332,False,True,,,,False
1927,nb,"FRICTION_Z, MIGRADE_Z, MIMEDSH_Z, MXMEDSH_Z","SPEED_Z, WIDTH_Z",16.78257789288622,1164.2544809708259,False,True,,,,False
870,nb,"CURVES_Z, GRADEBR_Z, INTPM_Z, MIGRADE_Z, MIMEDSH_Z",MXMEDSH_Z,16.36693541399972,1164.2749803792667,False,True,,,,False
2093,nb,"CPM_Z, GRADEBR_Z, MXMEDSH_Z","AVESNOW_Z, MIMEDSH_Z",16.92415059871097,1164.3036535538024,False,True,,,,False
1625,nb,"LOWPRE, MEDWIDTH_Z, MXMEDSH_Z","ACCESS_Z, MEDWIDTH_Z, MIMEDSH_Z",17.34585718303716,1164.3800982934779,False,True,,,,False
1836,nb,"GRADEBR_Z, HISNOW, MIMEDSH_Z, MXGRADE_Z, MXMEDSH_Z",URB,16.808088860411928,1164.3807772484595,False,True,,,,False
2155,nb,"FC_1, LANES_Z","ACCESS_Z, MXMEDSH_Z",17.47148529451134,1164.4152240779306,False,True,,,,False
1975,nb,"GBRPM_Z, GRADEBR_Z, MIMEDSH_Z, MXGRADE_Z","MXMEDSH_Z, WIDTH_Z",16.41322415119263,1164.4455177228356,False,True,,,,False
2197,nb,"FC_1, MXGRDIFF_Z, MXMEDSH_Z",CURVES_Z,16.140215964806792,1164.5314944486122,False,True,,,,False
1307,nb,"ACCESS_Z, MIMEDSH_Z, MXGRDIFF_Z, URB",CURVES_Z,17.398698372088937,1164.6642606976861,False,True,,,,False
1510,nb,"EXPOSE_Z, FC_1, INTECHAG_Z, INTPM_Z, MEDWIDTH_Z, MIMEDSH_Z, MXMEDSH_Z",CURVES_Z,16.937520914974822,1164.6756651755604,False,True,,,,False
1308,nb,"ACCESS_Z, MIMEDSH_Z, MXGRDIFF_Z","CURVES_Z, URB",17.418045541706714,1164.676577041497,False,True,,,,False
1739,nb,"FC_1, MXGRDIFF_Z, SPEED_Z, URB",MIMEDSH_Z,17.54298874335861,1164.7030969358361,False,True,,,,False
2158,nb,"FC_1, LANES_Z","MINRAD_Z, MXMEDSH_Z",17.484723686188744,1164.896775880503,False,True,,,,False
1332,nb,"CPM_Z, HISNOW, TANGENT_Z",MIMEDSH_Z,17.597852670624345,1164.91643111308,False,True,,,,False
916,nb,"FC_1, LANES_Z, MXMEDSH_Z",WIDTH_Z,17.566600697518002,1164.9728900461348,False,True,,,,False
1607,nb,"FRICTION_Z, INTECHAG_Z, LANES_Z, MIMEDSH_Z, MXGRDIFF_Z","CURVES_Z, LANES_Z",17.285070588844405,1165.010290268025,False,True,,,,False
1823,nb,"CPM_Z, MIMEDSH_Z, MXGRADE_Z, MXMEDSH_Z, TANGENT_Z, WIDTH_Z",MINRAD_Z,16.6673225001905,1165.0249209848737,False,True,,,,False
2246,nb,"FC_1, MINRAD_Z",MXMEDSH_Z,16.174006561433956,1165.174516281879,False,True,,,,False
1818,nb,"CPM_Z, MIMEDSH_Z, MXGRADE_Z, MXMEDSH_Z, TANGENT_Z","MINRAD_Z, WIDTH_Z",16.71164447055196,1165.2386105606254,False,True,,,,False
2261,nb,"FC_1, GRADEBR_Z",MXMEDSH_Z,16.170144007702596,1165.347968239365,False,True,,,,False
1078,nb,"FC_1, MXMEDSH_Z",MXMEDSH_Z,16.81606769849477,1165.3612188867617,False,True,,,,False
2250,nb,"FC_1, MXMEDSH_Z",MXMEDSH_Z,16.81606769849477,1165.3612188867617,False,True,,,,False
1812,nb,"MIMEDSH_Z, MINRAD_Z, MXGRADE_Z, MXMEDSH_Z, TANGENT_Z, WIDTH_Z",AVESNOW_Z,16.735616901536655,1165.36894953784,False,True,,,,False
2081,nb,"FC_1, MXMEDSH_Z",SLOPE_Z,16.90963143536934,1165.3929402751073,False,True,,,,False
844,nb,"FC_1, GBRPM_Z, LOWPRE, MIMEDSH_Z",MEDWIDTH_Z,17.24853270375115,1165.4431691615464,False,True,,,,False
1231,nb,"FC_1, MXMEDSH_Z",URB,16.162855747700853,1165.6871498942116,False,True,,,,False
2225,nb,"FC_1, FRICTION_Z",MXMEDSH_Z,16.04239560007478,1165.8885633895327,False,True,,,,False
1828,nb,"CPM_Z, MIMEDSH_Z, MXGRADE_Z, MXMEDSH_Z, TANGENT_Z, WIDTH_Z",HISNOW,16.63288290371023,1166.1446322103936,False,True,,,,False
2184,nb,"FC_1, MXMEDSH_Z, TANGENT_Z",CURVES_Z,16.08342308270217,1166.2576207796642,False,True,,,,False
2180,nb,"FC_1, MXMEDSH_Z, TANGENT_Z",ACCESS_Z,16.49072442913653,1166.4213001273797,False,True,,,,False
1843,nb,"CPM_Z, GRADEBR_Z, MIMEDSH_Z","FRICTION_Z, HISNOW, MXMEDSH_Z",16.8234603786888,1166.4747846001421,False,True,,,,False
1826,nb,"CPM_Z, MIMEDSH_Z, MXGRADE_Z, MXMEDSH_Z, SLOPE_Z, TANGENT_Z, WIDTH_Z",MIMEDSH_Z,17.21395013164342,1166.4787592407642,False,True,,,,False
1736,nb,"FC_1, MXGRDIFF_Z, SPEED_Z",CURVES_Z,16.77109795982523,1166.4792861337487,False,True,,,,False
1633,nb,"AVESNOW_Z, MIMEDSH_Z","ACCESS_Z, MEDWIDTH_Z",17.50377333482666,1166.6167148948182,False,True,,,,False
1643,nb,"ACCESS_Z, AVESNOW_Z, MIMEDSH_Z",ACCESS_Z,17.58739981839835,1166.656236347332,False,True,,,,False
1524,nb,"AVEPRE_Z, FC_1, INTECHAG_Z, MEDWIDTH_Z, MIMEDSH_Z, WIDTH_Z","CURVES_Z, MEDWIDTH_Z, MXMEDSH_Z",17.04200626333721,1166.691469704008,False,True,,,,False
1820,nb,"ACCESS_Z, CPM_Z, MIMEDSH_Z, MXMEDSH_Z, TANGENT_Z","MINRAD_Z, WIDTH_Z",16.736450499929422,1166.7615127686197,False,True,,,,False
862,nb,"AVESNOW_Z, FC_1, FC_2, INTECHAG_Z, MIMEDSH_Z, MXGRADE_Z, MXGRDIFF_Z, SLOPE_Z",MXMEDSH_Z,17.169229091475966,1166.8227315552072,False,True,,,,False
1827,nb,"CPM_Z, MIMEDSH_Z, MXGRADE_Z, MXMEDSH_Z, TANGENT_Z, WIDTH_Z","HISNOW, MIMEDSH_Z",16.65728050038131,1166.834088564266,False,True,,,,False
1494,nb,"FC_2, FRICTION_Z, INTECHAG_Z, MXMEDSH_Z","MIMEDSH_Z, MXMEDSH_Z",17.40734416386354,1166.8416955482164,False,True,,,,False
1844,nb,"CPM_Z, GRADEBR_Z, MIMEDSH_Z",HISNOW,17.557276606273458,1166.8428308556636,False,True,,,,False
2170,nb,"FC_1, MXMEDSH_Z, TANGENT_Z",MINRAD_Z,16.35107929327031,1166.8808445086931,False,True,,,,False
1311,nb,"MIMEDSH_Z, MINRAD_Z, MXGRADE_Z, MXGRDIFF_Z","CURVES_Z, URB",17.577214114350852,1166.9143228138907,False,True,,,,False
1781,nb,"MIMEDSH_Z, MXGRADE_Z, SLOPE_Z, TANGENT_Z","AVEPRE_Z, SLOPE_Z",17.101687101539365,1166.923851608433,False,True,,,,False
892,nb,"FC_1, GBRPM_Z",LANES_Z,17.582970936434982,1166.928998499484,False,True,,,,False
860,nb,"AVESNOW_Z, FC_1, FC_2, INTECHAG_Z, MIMEDSH_Z, MXGRADE_Z, MXGRDIFF_Z","LANES_Z, MXMEDSH_Z",16.720415203014685,1167.0535144682144,False,True,,,,False
1631,nb,"AVESNOW_Z, GRADEBR_Z, MIMEDSH_Z","ACCESS_Z, MEDWIDTH_Z, MXMEDSH_Z",16.862969552481673,1167.1321161200956,False,True,,,,False
236,nb,"CURVES_Z, MEDWIDTH_Z, MIMEDSH_Z, MXGRADE_Z, MXMEDSH_Z, WIDTH_Z",CURVES_Z,16.785836054595364,1167.2598623366289,False,True,,,,False
1816,nb,"CURVES_Z, MIMEDSH_Z, MXGRADE_Z, MXMEDSH_Z, TANGENT_Z","ACCESS_Z, MINRAD_Z, WIDTH_Z",16.648998973647082,1167.3486277849997,False,True,,,,False
1482,nb,"FC_1, FC_2, INTECHAG_Z, MXMEDSH_Z",MXMEDSH_Z,17.037257064714705,1167.3531606553784,False,True,,,,False
814,nb,"FC_1, MIGRADE_Z",MINRAD_Z,16.895544963131638,1167.3697841518328,False,True,,,,False
1714,nb,"ACCESS_Z, MIGRADE_Z","MIMEDSH_Z, URB",17.560905559028843,1167.4587247531053,False,True,,,,False
1978,nb,"GBRPM_Z, MIMEDSH_Z, MINRAD_Z, MXGRADE_Z","MXMEDSH_Z, URB, WIDTH_Z",16.614753063510566,1167.5387069099643,False,True,,,,False
1817,nb,"CURVES_Z, GBRPM_Z, MIMEDSH_Z, MXGRADE_Z, MXMEDSH_Z, TANGENT_Z","MINRAD_Z, WIDTH_Z",16.709179500447117,1167.5670994017453,False,True,,,,False
1525,nb,"AVEPRE_Z, FC_1, INTECHAG_Z, MIMEDSH_Z, MXMEDSH_Z, WIDTH_Z","CURVES_Z, MEDWIDTH_Z, MXMEDSH_Z",16.555338187039073,1167.632870007435,False,True,,,,False
1169,nb,"FC_1, GBRPM_Z, TANGENT_Z",MXMEDSH_Z,16.0972852495938,1167.6516491963403,False,True,,,,False
2182,nb,"FC_1, MXMEDSH_Z, TANGENT_Z",URB,16.169109043104566,1167.705056808103,False,True,,,,False
1306,nb,"ACCESS_Z, MIMEDSH_Z, MXGRDIFF_Z, URB",ACCESS_Z,17.473325300458853,1167.715854621216,False,True,,,,False
2181,nb,"FC_1, MXMEDSH_Z, TANGENT_Z",AVEPRE_Z,16.205577959727762,1167.7514555359812,False,True,,,,False
117,nb,"ACCESS_Z, FC_2, LANES_Z, MIMEDSH_Z","LANES_Z, MINRAD_Z, MXMEDSH_Z",16.81745290884755,1167.9229544652362,False,True,,,,False
1515,nb,"AVEPRE_Z, FC_1, INTECHAG_Z, INTPM_Z, MEDWIDTH_Z, MIMEDSH_Z","HISNOW, MXMEDSH_Z",16.88800709775996,1167.9309887267143,False,True,,,,False
2074,nb,"ACCESS_Z, FC_1, MXMEDSH_Z",HISNOW,16.555974709166712,1167.9403180092836,False,True,,,,False
45,nb,"CPM_Z, FRICTION_Z, GBRPM_Z, MIMEDSH_Z, MXGRADE_Z, MXMEDSH_Z",SPEED_Z,16.65856650352983,1168.0083877868356,False,True,,,,False
1627,nb,"LOWPRE, MEDWIDTH_Z, MIMEDSH_Z, MXMEDSH_Z","ACCESS_Z, HISNOW, MEDWIDTH_Z",17.30848409289739,1168.0560077691932,False,True,,,,False
1309,nb,"ACCESS_Z, MIMEDSH_Z, MXGRADE_Z, MXGRDIFF_Z","CURVES_Z, URB",17.401131011950326,1168.1287128373895,False,True,,,,False
1516,nb,"AVEPRE_Z, FC_1, INTECHAG_Z, INTPM_Z, MEDWIDTH_Z, MIMEDSH_Z","AVEPRE_Z, MXMEDSH_Z",16.766735506754603,1168.1480217866954,False,True,,,,False
1313,nb,"GRADEBR_Z, MIMEDSH_Z, MXGRADE_Z, MXGRDIFF_Z","CURVES_Z, URB",17.479975996831353,1168.1604197166187,False,True,,,,False
1488,nb,"FC_1, FC_2, INTECHAG_Z, MIMEDSH_Z, MXMEDSH_Z","MINRAD_Z, MXMEDSH_Z, SPEED_Z",16.926056826040465,1168.237977039472,False,True,,,,False
1646,nb,"ACCESS_Z, AVESNOW_Z, MIMEDSH_Z, TANGENT_Z",ACCESS_Z,17.563340727987253,1168.2402914159275,False,True,,,,False
1486,nb,"FC_1, FC_2, INTECHAG_Z, MIMEDSH_Z, MXMEDSH_Z","LANES_Z, MINRAD_Z, MXMEDSH_Z",16.996715204129274,1168.2544428785473,False,True,,,,False
1511,nb,"EXPOSE_Z, FC_1, INTECHAG_Z, INTPM_Z, MEDWIDTH_Z, MIMEDSH_Z, MXMEDSH_Z",HISNOW,17.179274771582023,1168.3595738563456,False,True,,,,False
755,nb,"CURVES_Z, FRICTION_Z, MEDWIDTH_Z, MINRAD_Z, MXMEDSH_Z","CURVES_Z, MIMEDSH_Z",17.359111478069536,1168.5270403583336,False,True,,,,False
606,nb,"CPM_Z, HISNOW, TANGENT_Z","AVEPRE_Z, CURVES_Z, MIMEDSH_Z, MXMEDSH_Z",16.542226606288136,1168.5826126100312,False,True,,,,False
1526,nb,"AVEPRE_Z, FC_1, INTECHAG_Z, MIMEDSH_Z, MXMEDSH_Z, WIDTH_Z","CURVES_Z, FRICTION_Z, MEDWIDTH_Z",17.114601867766584,1168.633497265881,False,True,,,,False
2075,nb,"ACCESS_Z, FC_1, MXMEDSH_Z",AVESNOW_Z,16.49537252079098,1168.7098323140797,False,True,,,,False
845,nb,"CURVES_Z, FC_1, GBRPM_Z, LOWPRE, MIMEDSH_Z",MEDWIDTH_Z,17.14392487869168,1168.857505873259,False,True,,,,False
86,nb,"AVEPRE_Z, AVESNOW_Z, MIMEDSH_Z, MXMEDSH_Z, URB","CURVES_Z, MIMEDSH_Z, MINRAD_Z",16.333182186615414,1169.3924751147467,False,True,,,,False
2135,nb,"FC_1, MIGRADE_Z, MXMEDSH_Z",MINRAD_Z,16.2468069835161,1169.595985396598,False,True,,,,False
1740,nb,"FC_1, MXGRDIFF_Z, SPEED_Z",URB,16.820722030982925,1169.649756957882,False,True,,,,False
1824,nb,"CPM_Z, MIMEDSH_Z, MXGRADE_Z, MXMEDSH_Z, TANGENT_Z, WIDTH_Z","MEDWIDTH_Z, MINRAD_Z",16.73412822642165,1170.0289320373367,False,True,,,,False
1300,nb,"MEDWIDTH_Z, SPEED_Z","MIMEDSH_Z, URB, WIDTH_Z",17.262094827066168,1170.1363793811806,False,True,,,,False
2140,nb,"FC_1, MIGRADE_Z, MXMEDSH_Z",AVEPRE_Z,16.088876631385794,1170.3074380817054,False,True,,,,False
2137,nb,"FC_1, MIGRADE_Z, MXMEDSH_Z",SPEED_Z,16.08800860048572,1170.3892005045063,False,True,,,,False
2058,nb,"FC_1, MEDWIDTH_Z, MXMEDSH_Z",URB,16.043066065642932,1170.493747304561,False,True,,,,False
1522,nb,"AVEPRE_Z, FC_1, INTECHAG_Z, INTPM_Z, MEDWIDTH_Z, MIMEDSH_Z, WIDTH_Z","MEDWIDTH_Z, MXMEDSH_Z",17.218746192882023,1170.696821595011,False,True,,,,False
627,nb,"EXPOSE_Z, INTECHAG_Z","CURVES_Z, HISNOW, SPEED_Z",17.44570862301434,1171.1069074814848,False,True,,,,False
1286,nb,"AVESNOW_Z, SLOPE_Z","MEDWIDTH_Z, MIMEDSH_Z, SLOPE_Z",17.155082751573065,1171.1720706549243,False,True,,,,False
1455,nb,"CURVES_Z, FC_1, INTECHAG_Z, LANES_Z, MXGRADE_Z, URB","ACCESS_Z, LANES_Z",16.323664597758793,1171.3411957908445,False,True,,,,False
1454,nb,"ACCESS_Z, CURVES_Z, FC_1, INTECHAG_Z, LANES_Z, MXGRADE_Z, URB",LANES_Z,16.323788910169643,1171.3459397998379,False,True,,,,False
1435,nb,"ACCESS_Z, FC_1, GRADEBR_Z, INTECHAG_Z, LANES_Z, MIMEDSH_Z",MEDWIDTH_Z,17.55085779648799,1171.4168850506455,False,True,,,,False
1846,nb,"CPM_Z, GRADEBR_Z, HISNOW, MIMEDSH_Z",ACCESS_Z,17.463591431052393,1171.5482252547308,False,True,,,,False
196,nb,"EXPOSE_Z, FC_1, INTPM_Z, MIMEDSH_Z, WIDTH_Z","CURVES_Z, MIMEDSH_Z, MXMEDSH_Z, SPEED_Z",16.218023160694965,1171.6288317903036,False,True,,,,False
1304,nb,"ACCESS_Z, MIMEDSH_Z, WIDTH_Z","ACCESS_Z, URB",17.628892771011007,1171.716951744572,False,True,,,,False
1305,nb,"ACCESS_Z, MIMEDSH_Z, URB, WIDTH_Z",ACCESS_Z,17.612174877852777,1171.721888567224,False,True,,,,False
1523,nb,"AVEPRE_Z, FC_1, INTECHAG_Z, INTPM_Z, MEDWIDTH_Z, MIMEDSH_Z, WIDTH_Z","CURVES_Z, MEDWIDTH_Z, MXMEDSH_Z",16.937709200618535,1171.7662070379563,False,True,,,,False
779,nb,"EXPOSE_Z, FC_1, MIGRADE_Z",WIDTH_Z,16.93794251342105,1171.8338031754322,False,True,,,,False
1487,nb,"FC_1, FC_2, INTECHAG_Z, MXMEDSH_Z","MINRAD_Z, MXMEDSH_Z",17.078436867404793,1172.0130239577272,False,True,,,,False
1436,nb,"ACCESS_Z, FC_1, GRADEBR_Z, INTECHAG_Z, LANES_Z","MEDWIDTH_Z, MIMEDSH_Z",17.604968835447597,1172.0736616387019,False,True,,,,False
1766,nb,"MIGRADE_Z, MXGRADE_Z, TANGENT_Z","ACCESS_Z, AVESNOW_Z, MIMEDSH_Z",17.578545452464283,1172.0899113485564,False,True,,,,False
1744,nb,"FC_1, SPEED_Z, URB",LANES_Z,17.545173714817572,1172.2158126459422,False,True,,,,False
1518,nb,"AVEPRE_Z, FC_1, INTECHAG_Z, INTPM_Z, MEDWIDTH_Z, MIMEDSH_Z, WIDTH_Z","HISNOW, MXMEDSH_Z",16.97111160237668,1172.2471061754509,False,True,,,,False
1848,nb,"CPM_Z, SPEED_Z",HISNOW,16.8381793098994,1172.3726346728865,False,True,,,,False
187,nb,"AVEPRE_Z, INTECHAG_Z, URB",SPEED_Z,17.451268138286263,1172.4319387725004,False,True,,,,False
1391,nb,"ACCESS_Z, AVEPRE_Z, FC_1, LANES_Z, MIMEDSH_Z, MXMEDSH_Z, TANGENT_Z, WIDTH_Z",SLOPE_Z,17.38448905336529,1172.5413876472198,False,True,,,,False
466,nb,"CPM_Z, EXPOSE_Z, FC_1, LOWPRE, MIMEDSH_Z, MXGRDIFF_Z, SLOPE_Z","ACCESS_Z, MXMEDSH_Z",17.21187377787588,1172.6053000932802,False,True,,,,False
854,nb,"CURVES_Z, FC_1, GBRPM_Z, GRADEBR_Z, LOWPRE, MIMEDSH_Z",MEDWIDTH_Z,17.209556552800322,1172.8791220212042,False,True,,,,False
1647,nb,"ACCESS_Z, AVESNOW_Z, FC_2, MIMEDSH_Z, TANGENT_Z",ACCESS_Z,17.556055597344226,1172.8850009596306,False,True,,,,False
1514,nb,"AVEPRE_Z, EXPOSE_Z, FC_1, INTECHAG_Z, INTPM_Z, MEDWIDTH_Z, MIMEDSH_Z","HISNOW, MXMEDSH_Z",17.00216495401331,1172.9695175041775,False,True,,,,False
1512,nb,"EXPOSE_Z, FC_1, HISNOW, INTECHAG_Z, INTPM_Z, MEDWIDTH_Z, MIMEDSH_Z, MXMEDSH_Z",WIDTH_Z,17.303677747933687,1173.0157264899008,False,True,,,,False
1513,nb,"AVEPRE_Z, EXPOSE_Z, FC_1, INTECHAG_Z, INTPM_Z, MEDWIDTH_Z, MIMEDSH_Z, MXMEDSH_Z",HISNOW,17.120933855151588,1173.104414629166,False,True,,,,False
1805,nb,"MXGRADE_Z, TANGENT_Z",CURVES_Z,17.11526332921262,1173.2846220031552,False,True,,,,False
1299,nb,"MEDWIDTH_Z, SPEED_Z, WIDTH_Z","MIMEDSH_Z, URB, WIDTH_Z",16.603518256768144,1173.3479872664857,False,True,,,,False
1743,nb,"FC_1, SPEED_Z, URB",FRICTION_Z,16.836140146536405,1173.391511595211,False,True,,,,False
1749,nb,"FC_1, GRADEBR_Z, MXGRADE_Z, SPEED_Z",LANES_Z,17.42620807515028,1173.4476706852583,False,True,,,,False
1294,nb,"MEDWIDTH_Z, MIGRADE_Z","FRICTION_Z, MIMEDSH_Z, SPEED_Z, WIDTH_Z",17.51238062451564,1173.6124607392344,False,True,,,,False
583,nb,"EXPOSE_Z, GRADEBR_Z, HISNOW, MEDWIDTH_Z, MXGRDIFF_Z",MIMEDSH_Z,17.543735307917835,1173.6209797437311,False,True,,,,False
1527,nb,"AVEPRE_Z, FC_1, INTECHAG_Z, MIMEDSH_Z, MXMEDSH_Z, SLOPE_Z, WIDTH_Z","CURVES_Z, FRICTION_Z, MEDWIDTH_Z",17.202917834579562,1173.7275343510146,False,True,,,,False
1745,nb,"FC_1, MXGRADE_Z, SPEED_Z, URB",LANES_Z,17.424642341063965,1173.7783345087764,False,True,,,,False
1536,nb,"AVEPRE_Z, CURVES_Z, FC_1, INTECHAG_Z, MIMEDSH_Z, MXMEDSH_Z, WIDTH_Z","AVEPRE_Z, MEDWIDTH_Z, SLOPE_Z",17.12604745326957,1173.8602979809907,False,True,,,,False
1534,nb,"AVEPRE_Z, CURVES_Z, FC_1, INTECHAG_Z, MIMEDSH_Z, MXMEDSH_Z","AVEPRE_Z, MEDWIDTH_Z, SLOPE_Z, WIDTH_Z",17.160621032797774,1174.3990421682756,False,True,,,,False
302,nb,"CPM_Z, CURVES_Z, HISNOW, MIGRADE_Z, MIMEDSH_Z, MXGRDIFF_Z","LANES_Z, MIMEDSH_Z, MXMEDSH_Z, SPEED_Z",16.933803251965987,1174.4139837096263,False,True,,,,False
1866,nb,"MXGRADE_Z, TANGENT_Z",FRICTION_Z,17.606557733703582,1174.4618093153722,False,True,,,,False
1264,nb,"ACCESS_Z, GBRPM_Z, MIMEDSH_Z, MXMEDSH_Z, TANGENT_Z, URB","ACCESS_Z, CURVES_Z, MINRAD_Z",16.75187094736788,1174.624683011597,False,True,,,,False
1742,nb,"FC_1, MXGRDIFF_Z, SPEED_Z, URB",FRICTION_Z,16.907995788907392,1174.6746970711822,False,True,,,,False
1741,nb,"AVEPRE_Z, FC_1, MXGRDIFF_Z, SPEED_Z",URB,16.825691072944863,1174.7530855661018,False,True,,,,False
1296,nb,"MEDWIDTH_Z, MIGRADE_Z, SPEED_Z","MIMEDSH_Z, URB, WIDTH_Z",17.181033092990194,1174.8256442709112,False,True,,,,False
1392,nb,"ACCESS_Z, AVEPRE_Z, FC_1, LANES_Z, LOWPRE, MIMEDSH_Z, MXMEDSH_Z, TANGENT_Z, WIDTH_Z",SLOPE_Z,17.509969477769882,1174.8379978102796,False,True,,,,False
1295,nb,"MEDWIDTH_Z, MIGRADE_Z","MIMEDSH_Z, SPEED_Z, URB, WIDTH_Z",17.16608101004865,1174.9657370446935,False,True,,,,False
1649,nb,"ACCESS_Z, AVESNOW_Z, FC_2, LANES_Z, MIMEDSH_Z, TANGENT_Z",SPEED_Z,17.136035650634547,1174.9959349136673,False,True,,,,False
812,nb,"FC_2, GBRPM_Z, MIMEDSH_Z, MXGRDIFF_Z, WIDTH_Z","ACCESS_Z, MIMEDSH_Z, MXMEDSH_Z, WIDTH_Z",16.45462537502707,1175.0485975800252,False,True,,,,False
661,nb,"FC_1, GBRPM_Z","ACCESS_Z, LANES_Z, MEDWIDTH_Z",17.569460723516897,1175.194000894736,False,True,,,,False
997,nb,"ACCESS_Z, CURVES_Z, HISNOW, INTPM_Z, LANES_Z, MIMEDSH_Z, MINRAD_Z, MXGRADE_Z, MXMEDSH_Z",MIMEDSH_Z,16.801610597421934,1175.3902938565896,False,True,,,,False
1959,nb,"MXGRADE_Z, MXMEDSH_Z",MEDWIDTH_Z,16.884480362815786,1175.586832256875,False,True,,,,False
658,nb,"ACCESS_Z, MEDWIDTH_Z, MIMEDSH_Z, MINRAD_Z, URB",HISNOW,17.560314924974225,1175.59245312262,False,True,,,,False
2107,nb,"GRADEBR_Z, MXMEDSH_Z",HISNOW,17.505606655365412,1175.6243497043092,False,True,,,,False
1850,nb,"CPM_Z, FRICTION_Z",HISNOW,17.415863546744472,1175.6343803401262,False,True,,,,False
