Iteration,Family,Phase,Upper Vars,Lower Vars,Val Poisson Dev,Val RMSE,AIC,BIC,AADT elasticity min,AADT elasticity p10,AADT elasticity median,AADT elasticity p90,AADT elasticity share positive,Monotonic AADT OK
585,nb,random,"AVESNOW_Z, CPM_Z, MXGRADE_Z, SPEED_Z",MINRAD_Z,640.4550739078182,16.68206968161635,1154.2013934067018,1179.0489571979065,0.7260081850555183,0.7411466472268845,0.7473683258086771,0.7493845435883186,1.0,yes
111,nb,random,"ACCESS_Z, AVESNOW_Z, FRICTION_Z, GBRPM_Z, LNAADT_Z, LOWPRE, MIGRADE_Z, MINRAD_Z, MXMEDSH_Z, URB",CURVES_Z,640.8440126152112,16.85370681967428,1162.6314993329622,1206.1147359675704,-0.1034648052178974,-0.08876678340431224,-0.07774326704412338,-0.07406876159072708,0.0,no
418,poisson,random,"CPM_Z, LNAADT_Z, MXGRDIFF_Z","MEDWIDTH_Z, PEAKHR_Z, SPEED_Z, WIDTH_Z",640.8605975286007,16.48768445258765,1907.9023473873842,1935.8558566524894,-0.11009217115581303,-0.10967954116222957,-0.09731842175179684,-0.07756472152895652,0.0,no
500,nb,random,"ACCESS_Z, MXGRADE_Z, MXGRDIFF_Z, PEAKHR_Z, WIDTH_Z","ACCESS_Z, CURVES_Z, URB",640.9931432767272,16.9637610369948,1152.859277924667,1187.0246781375733,0.42090094041505655,0.9070998555158618,0.9282339215053725,0.9401694738029944,1.0,yes
336,poisson,random,"FC_Z, FRICTION_Z, MIGRADE_Z, MINRAD_Z, PEAKHR_Z",AVESNOW_Z,641.0938839890396,16.93292086538329,1882.5307852836977,1907.3783490749024,0.8463872993038365,0.8463872993038365,0.8468740003203195,0.8500685288103259,1.0,yes
74,nb,random,"AVESNOW_Z, DOUBLE_Z, GRADEBR_Z, MXGRADE_Z, SLOPE_Z, TRAIN_Z, WIDTH_Z","ACCESS_Z, MXMEDSH_Z, PEAKHR_Z",641.1421834922286,17.090897550207043,1150.7780460274173,1191.1553371881248,0.6339237580963996,0.662841355135388,0.6716267337355589,0.6887925119325523,1.0,yes
41,poisson,random,"MINRAD_Z, MXMEDSH_Z",WIDTH_Z,641.814203127669,16.794557050032,1897.5709105754488,1913.1006379449518,0.772081734074886,0.775131680198116,0.7844267540974835,0.7844267540974835,1.0,yes
10,poisson,random,"HISNOW, LOWPRE, MIGRADE_Z, MXGRDIFF_Z, SPEED_Z",FRICTION_Z,641.8524790916073,17.145079680231845,1851.0744417065466,1875.9220054977513,0.7628559127513971,0.766510504336248,0.7715021416228736,0.7781160610276525,1.0,yes
433,poisson,random,"ACCESS_Z, DOUBLE_Z, MEDWIDTH_Z","AVEPRE_Z, URB",641.9195644598561,16.67956179266543,1891.9546138424669,1913.696232159771,0.6763586372047655,0.6793663469008758,0.6883330487574988,0.6976443450034425,1.0,yes
94,nb,random,"AVEPRE_Z, CPM_Z, DOUBLE_Z, EXPOSE_Z, FC_Z, FRICTION_Z, GBRPM_Z, GRADEBR_Z, INTECHAG_Z, MEDWIDTH_Z","LANES_Z, MEDWIDTH_Z, PEAKHR_Z, WIDTH_Z",642.3630544681276,17.530898259070483,1155.7435524054076,1208.5446254617175,0.6389332340331901,0.6723559995263445,0.7520193766360019,0.7831488899149157,1.0,yes
471,poisson,random,"ACCESS_Z, DOUBLE_Z, GBRPM_Z, HISNOW, INTECHAG_Z, INTPM_Z, MXGRDIFF_Z, TANGENT_Z","MINRAD_Z, MXMEDSH_Z, PEAKHR_Z, SPEED_Z",642.9292239155172,16.913171423761472,1835.3663454052473,1878.8495820398555,0.6588414765132415,0.662318988163231,0.6729314641131083,0.7000566246658865,1.0,yes
297,poisson,random,"ACCESS_Z, CPM_Z, DOUBLE_Z, FRICTION_Z, GBRPM_Z, GRADEBR_Z, LNAADT_Z, LOWPRE, SINGLE_Z","FRICTION_Z, HISNOW, WIDTH_Z",643.1806550621582,16.857569817473905,1856.3592940144651,1899.8425306490733,-0.19774209144962726,-0.14483426160525,-0.07293348110916031,-0.012692410863027224,0.09090909090909091,no
175,poisson,random,"CURVES_Z, EXPOSE_Z, FC_Z, FRICTION_Z, SPEED_Z, WIDTH_Z",HISNOW,643.7351988798449,16.833460076318254,1861.8267807268167,1889.7802899919218,0.7810972991947053,0.7810972991947053,0.7810972991947053,0.7937648129806335,1.0,yes
490,poisson,random,"DOUBLE_Z, INTPM_Z, LANES_Z, LNAADT_Z, MIGRADE_Z, MINRAD_Z, WIDTH_Z","AVESNOW_Z, SPEED_Z",644.3601359443942,16.8652502560129,1909.2747864581295,1943.440186671036,-0.0963419843044621,-0.0963419843044621,-0.08993109989596582,-0.08606249499859399,0.0,no
86,nb,random,"AVESNOW_Z, FC_Z, GBRPM_Z, MXMEDSH_Z, SLOPE_Z","CURVES_Z, MINRAD_Z, MXMEDSH_Z",644.3630301450172,17.042797337851766,1152.5560978837802,1186.7214980966867,0.6231251193928379,0.6831331017809044,0.7517295235895233,0.7616220056541838,1.0,yes
371,poisson,random,"CURVES_Z, DOUBLE_Z, INTPM_Z, URB","AVEPRE_Z, FRICTION_Z, MEDWIDTH_Z, PEAKHR_Z",645.9209872899977,16.644016375805272,1866.8202262807326,1897.8796810197384,0.6724651792977714,0.6797440167359863,0.695026737181739,0.7065025664756397,1.0,yes
291,poisson,random,"ACCESS_Z, AVEPRE_Z, EXPOSE_Z, LNAADT_Z, MXMEDSH_Z, SINGLE_Z, SLOPE_Z","AVEPRE_Z, FRICTION_Z",646.5036415886891,16.465068090871547,1884.84716759526,1919.0125678081665,-0.3829329344561524,-0.15320757769571486,-0.08844613389526448,0.01958720284390893,0.38181818181818183,no
486,nb,random,"DOUBLE_Z, INTECHAG_Z, INTPM_Z, MIGRADE_Z, MXGRDIFF_Z, MXMEDSH_Z, PEAKHR_Z, SPEED_Z, TANGENT_Z, TRAIN_Z","AVEPRE_Z, LANES_Z, MEDWIDTH_Z, MXMEDSH_Z",646.6690253273915,18.629105276261736,1149.9641894815468,1202.7652625378566,0.6696016299846831,0.6751339401386391,0.6989468437839572,0.8613616575690145,1.0,yes
425,poisson,random,"FC_Z, FRICTION_Z, INTPM_Z, TANGENT_Z","CURVES_Z, LANES_Z, PEAKHR_Z",646.7191618069919,16.836782526782226,1873.1593255339374,1901.1128347990425,0.7888627408720447,0.7977823688346081,0.8032034216926397,0.8096629347538841,1.0,yes
491,nb,random,"CURVES_Z, MXGRADE_Z, SPEED_Z",URB,646.7547786427114,16.570839994250147,1152.2745246071918,1174.0161429244959,0.7228234977463251,0.7228234977463251,0.7271424735978385,0.7271424735978385,1.0,yes
202,nb,random,"EXPOSE_Z, GRADEBR_Z, INTPM_Z, TRAIN_Z",ACCESS_Z,647.2538532894617,16.95618607844638,1156.9117352471924,1181.759299038397,0.6519381646920355,0.6788492605999218,0.6788492605999218,0.6788492605999218,1.0,yes
589,poisson,random,"GRADEBR_Z, INTECHAG_Z, MIGRADE_Z",MXMEDSH_Z,647.4887709368339,16.788824518563537,1892.0683233964096,1910.703996239813,0.7126266071683666,0.7126266071683666,0.7126266071683666,0.7353336215617466,1.0,yes
139,nb,random,"CPM_Z, DOUBLE_Z, INTECHAG_Z, MEDWIDTH_Z, MXGRDIFF_Z, PEAKHR_Z, SINGLE_Z, TRAIN_Z","URB, WIDTH_Z",647.6175876255548,17.749959588346595,1149.0067989266586,1189.384090087366,0.767724570674194,0.7770006702851454,0.7893392278618866,0.7932752356970552,1.0,yes
274,poisson,random,"INTPM_Z, LANES_Z, MIGRADE_Z, MINRAD_Z, SINGLE_Z, TRAIN_Z, WIDTH_Z","FRICTION_Z, SPEED_Z",647.6567844856907,16.786650176280684,1897.7075818115243,1931.8729820244307,0.7156963699310525,0.7180352781988429,0.7250757482638165,0.7339423543834335,1.0,yes
370,poisson,random,"AVESNOW_Z, DOUBLE_Z, GRADEBR_Z, INTPM_Z, MXGRADE_Z","AVESNOW_Z, FRICTION_Z, MINRAD_Z",648.048587454409,16.666274548155524,1797.5908076882308,1828.6502624272366,-0.4769170039830144,0.30170937675051906,0.8200112917313147,0.8978751826060856,0.9272727272727272,no
198,poisson,random,"ACCESS_Z, CPM_Z, FC_Z, GRADEBR_Z, INTECHAG_Z, LOWPRE, MEDWIDTH_Z, URB, WIDTH_Z","FRICTION_Z, LANES_Z, SPEED_Z, URB",648.1177062653489,17.122602304073684,1847.1128803663153,1893.702062474824,0.6161670988063865,0.6318499326172805,0.7929673325834085,0.8084718049863023,1.0,yes
75,nb,random,"AVESNOW_Z, FRICTION_Z, HISNOW, MIGRADE_Z","AVESNOW_Z, WIDTH_Z",648.3453932461738,17.767588162375,1154.792277333279,1182.745786598384,-0.19230795808851475,0.5036512035341304,0.9629588038006294,1.0329364160295973,0.9636363636363636,no
283,poisson,random,"ACCESS_Z, EXPOSE_Z, FC_Z, LNAADT_Z, MXGRDIFF_Z, PEAKHR_Z, SINGLE_Z, URB, WIDTH_Z",SPEED_Z,648.4535123683513,16.744592172072046,1865.079021670649,1902.350367357456,-0.09253180578161983,-0.09253180578161983,-0.09253180578161983,-0.08537847117715146,0.0,no
407,nb,random,"FRICTION_Z, GRADEBR_Z, MEDWIDTH_Z, MINRAD_Z, MXMEDSH_Z, TANGENT_Z",MEDWIDTH_Z,648.8781046509779,16.98757923228554,1162.1420465691917,1193.2015013081975,0.5928991731004241,0.6561371279322126,0.8458509924275779,0.8458509924275779,1.0,yes
84,nb,random,"HISNOW, LOWPRE, MEDWIDTH_Z, MXMEDSH_Z, PEAKHR_Z, TANGENT_Z, URB","MXMEDSH_Z, SPEED_Z",649.0247334881566,17.50054673075197,1157.5607000490158,1194.8320457358227,0.2933105906322456,0.5086100624350968,0.7347354672360591,0.766969428598518,1.0,yes
573,nb,random,"ACCESS_Z, EXPOSE_Z, FRICTION_Z, HISNOW, LNAADT_Z, MIGRADE_Z, MXGRDIFF_Z, SINGLE_Z, SPEED_Z, URB","MEDWIDTH_Z, URB",649.0787337938069,16.971862643215495,1162.8294753770138,1209.4186574855225,-0.2690587110019447,-0.2666510447101502,-0.09364415980038271,-0.08642116092499938,0.0,no
141,poisson,random,"CPM_Z, CURVES_Z, GBRPM_Z, GRADEBR_Z, INTECHAG_Z, MXGRDIFF_Z, PEAKHR_Z, SINGLE_Z, TANGENT_Z","AVESNOW_Z, CURVES_Z, PEAKHR_Z",649.5470219595434,16.324709173893687,1841.6344098244404,1885.1176464590485,0.39960383201540844,0.5866357955384665,0.7560411482703729,0.8121589057171157,1.0,yes
335,nb,random,"AVESNOW_Z, CPM_Z, HISNOW, SLOPE_Z, URB, WIDTH_Z","ACCESS_Z, CURVES_Z",649.7003931455088,17.737200989217563,1160.4207202931077,1194.5861205060141,0.8451083868158059,0.8562805427613196,0.861955256283764,0.8661944327297335,1.0,yes
368,nb,random,"ACCESS_Z, FC_Z, INTECHAG_Z, LOWPRE, MIGRADE_Z, TANGENT_Z","ACCESS_Z, CURVES_Z, SLOPE_Z, SPEED_Z",649.9127701881863,17.26274590859741,1146.3837863644867,1186.7610775251942,0.5257420948167505,0.7094111736417352,0.7286339761005838,0.7363052084335094,1.0,yes
32,poisson,random,"FC_Z, FRICTION_Z, LANES_Z, LNAADT_Z, LOWPRE",AVEPRE_Z,650.1113789161993,17.201258347851272,1864.648879344843,1889.4964431360477,-0.08525193255977596,-0.08509506152384268,-0.08183697077753611,-0.07968180408386814,0.0,no
314,nb,random,"GBRPM_Z, GRADEBR_Z, MEDWIDTH_Z, MXMEDSH_Z",AVEPRE_Z,650.2035982361456,16.93895984244677,1163.9612178153022,1188.808781606507,0.7200863096884383,0.7204265474188133,0.7274930233573702,0.7321673663300601,1.0,yes
89,poisson,random,"CPM_Z, TRAIN_Z","AVEPRE_Z, AVESNOW_Z, HISNOW, PEAKHR_Z",650.2255633288547,17.10544561831781,1891.437723509593,1916.2852873007978,0.7034908271114689,0.705725983341834,0.7187031929155706,0.7300438619958128,1.0,yes
232,poisson,random,"AVESNOW_Z, CPM_Z, CURVES_Z, LOWPRE, SLOPE_Z, SPEED_Z","AVEPRE_Z, SPEED_Z",650.4012949897506,17.25569181576957,1849.462435122225,1880.5218898612309,0.6311926416091787,0.6314465394119941,0.6506949366080537,0.7160023557746157,1.0,yes
593,poisson,random,"ACCESS_Z, GBRPM_Z, HISNOW, INTPM_Z, LOWPRE, MEDWIDTH_Z, MINRAD_Z, MXGRADE_Z, PEAKHR_Z, SPEED_Z",MINRAD_Z,650.7543436015859,17.077775743355392,1830.7314472967462,1871.1087384574537,0.7372949648886654,0.7386272391517577,0.7391747836879149,0.7393522227848455,1.0,yes
61,poisson,random,"AVESNOW_Z, FC_Z, GBRPM_Z, GRADEBR_Z, HISNOW, LOWPRE, TANGENT_Z, WIDTH_Z","MINRAD_Z, PEAKHR_Z",650.7832661036143,17.272559405176583,1843.8402916756618,1881.1116373624686,0.8091457431406147,0.8201448680912639,0.8243708105183871,0.8267804254279277,1.0,yes
184,nb,random,"ACCESS_Z, AVESNOW_Z, EXPOSE_Z, HISNOW, LANES_Z, LOWPRE, TRAIN_Z, WIDTH_Z","HISNOW, MEDWIDTH_Z",651.1346054078405,18.132591494129464,1158.0310097334732,1198.4083008941807,0.8018974734677612,0.8065104710059118,0.8333260129463034,0.8471650055607551,1.0,yes
156,nb,random,"ACCESS_Z, AVESNOW_Z, CURVES_Z, FC_Z, HISNOW, MINRAD_Z, MXGRADE_Z, SINGLE_Z","CURVES_Z, MINRAD_Z",651.4340765097647,17.10076829415219,1153.28393614981,1193.6612273105175,0.7217631614005191,0.7410548640360726,0.7513859090072604,0.757439041870958,1.0,yes
87,nb,random,"DOUBLE_Z, HISNOW, INTPM_Z, LANES_Z, MIMEDSH_Z, MXGRDIFF_Z, MXMEDSH_Z, SINGLE_Z, WIDTH_Z","MEDWIDTH_Z, MIMEDSH_Z, MINRAD_Z",651.7417011775411,16.98463170868427,1140.064479443595,1186.6536615521038,0.615569855615486,0.8517629610002831,0.8565597986571291,0.9728688019242148,1.0,yes
320,poisson,random,"DOUBLE_Z, MXGRDIFF_Z, SLOPE_Z, SPEED_Z, TANGENT_Z, WIDTH_Z","CURVES_Z, LANES_Z, WIDTH_Z",651.7685047662131,16.70273829468393,1792.5638712576597,1826.7292714705661,0.6653976761646188,0.6841250487013725,0.6953614722234247,1.1982372341780512,1.0,yes
547,poisson,random,"CURVES_Z, GBRPM_Z, SPEED_Z","CURVES_Z, FRICTION_Z",652.3383312957893,16.809924602816494,1887.8917130674838,1909.6333313847879,0.6825198921145936,0.7191549451855137,0.7466312349887038,0.7595109310028922,1.0,yes
569,nb,random,"ACCESS_Z, AVEPRE_Z, FRICTION_Z, LOWPRE, MIGRADE_Z, MXMEDSH_Z, PEAKHR_Z, SINGLE_Z, SPEED_Z","CURVES_Z, MXMEDSH_Z",652.6349551966914,17.047475798607113,1157.7580355324067,1201.2412721670148,0.3583318730498558,0.49660168915900327,0.6534609998297641,0.6628058128815333,1.0,yes
1,nb,random,"LANES_Z, WIDTH_Z",SPEED_Z,652.6977083589481,17.703780292736674,1153.2895214393566,1171.92519428276,0.8708426705940805,0.8708426705940805,0.8708426705940805,0.890650079769652,1.0,yes
231,nb,random,"CPM_Z, DOUBLE_Z, FRICTION_Z, GBRPM_Z, INTPM_Z, LANES_Z, LOWPRE, MXGRDIFF_Z, MXMEDSH_Z",MINRAD_Z,652.7974552477189,18.090612691827598,1147.907286678163,1188.2845778388705,0.84352987511554,0.8484311130477526,0.8504454475767114,0.8510982194996001,1.0,yes
481,poisson,random,"FC_Z, HISNOW, INTECHAG_Z, WIDTH_Z",AVESNOW_Z,652.9674547251276,17.08698521115295,1860.9529445383619,1882.694562855666,0.7813309279776443,0.7813309279776443,0.7825846568393477,0.7908136771861652,1.0,yes
20,nb,random,"ACCESS_Z, EXPOSE_Z, FC_Z, SINGLE_Z",LANES_Z,653.1466662034752,17.252875332509436,1149.261451893251,1174.1090156844557,0.7943054544097559,0.7998084146272232,0.810028197888234,0.810028197888234,1.0,yes
518,poisson,random,"INTECHAG_Z, MINRAD_Z, SPEED_Z, TRAIN_Z","LANES_Z, SPEED_Z",653.8081996509328,16.93236027639608,1905.83121064539,1930.6787744365947,0.6933439270551115,0.7119540498381174,0.7305641726211234,0.7328237847230764,1.0,yes
329,nb,random,"CPM_Z, CURVES_Z, GBRPM_Z, GRADEBR_Z, MEDWIDTH_Z, MXGRADE_Z, TRAIN_Z","LANES_Z, MINRAD_Z, MXMEDSH_Z",654.172804818938,17.401009030351364,1147.5089561923687,1187.8862473530762,0.7411155573941283,0.759803865888818,0.7844020485996849,0.7957079550154305,1.0,yes
123,poisson,random,"FC_Z, INTPM_Z, MINRAD_Z, SLOPE_Z, SPEED_Z, TANGENT_Z","AVEPRE_Z, FRICTION_Z, SPEED_Z",654.2347408881031,17.124614716216346,1885.2768651637148,1919.4422653766212,0.7226812419962934,0.7230183344684705,0.7543479226394798,0.7994884251142887,1.0,yes
137,poisson,random,"INTPM_Z, SINGLE_Z",MINRAD_Z,654.3937562200853,16.90398286752984,1905.0004835366476,1920.5302109061506,0.7467346704548835,0.7609351823127121,0.766771377527009,0.7686626742891015,1.0,yes
439,poisson,random,"ACCESS_Z, AVEPRE_Z, CURVES_Z, FRICTION_Z, INTPM_Z, MXGRADE_Z, PEAKHR_Z, SLOPE_Z, TRAIN_Z","ACCESS_Z, FRICTION_Z, MIMEDSH_Z, SLOPE_Z",654.4072920822955,15.14928784356661,1793.2105321876425,1839.7997142961513,0.5836636562409716,0.6255283840510261,0.731919619324431,0.9959584351302209,1.0,yes
276,poisson,random,"MEDWIDTH_Z, MIGRADE_Z, MIMEDSH_Z, MINRAD_Z, MXGRDIFF_Z, SINGLE_Z","ACCESS_Z, AVESNOW_Z, MIMEDSH_Z, WIDTH_Z",654.575245531819,16.31895942331128,1784.6070563937549,1821.878402080562,0.2647219028566266,0.7807149494125616,0.7834321952125834,1.0395043139287632,1.0,yes
102,nb,random,"DOUBLE_Z, EXPOSE_Z, FC_Z, GRADEBR_Z, LNAADT_Z, MXGRADE_Z, MXGRDIFF_Z, SPEED_Z","URB, WIDTH_Z",654.6662054475978,17.026031253401108,1153.949452552717,1194.3267437134245,-0.09552931774642895,-0.09053216581151036,-0.08214029427884104,-0.0804510187300324,0.0,no
286,nb,random,"CURVES_Z, FC_Z, GBRPM_Z, HISNOW, INTECHAG_Z, LANES_Z, LOWPRE, PEAKHR_Z, TANGENT_Z","MINRAD_Z, MXMEDSH_Z, SLOPE_Z, WIDTH_Z",654.7339947959052,18.025491616587843,1143.7249290295435,1193.4200566119528,0.7148370138745113,0.7212467521614381,0.727091371331639,0.7713182012405371,1.0,yes
43,poisson,random,"ACCESS_Z, MEDWIDTH_Z, MXMEDSH_Z, TANGENT_Z, TRAIN_Z, URB","AVEPRE_Z, FRICTION_Z, HISNOW, URB",655.4296538490555,17.132327030809563,1849.414875588102,1886.6862212749088,0.5223361874823969,0.5260240414191188,0.7820736464652746,0.8044721492405699,1.0,yes
381,nb,random,"DOUBLE_Z, GBRPM_Z, HISNOW, LNAADT_Z, MXGRDIFF_Z, TRAIN_Z, WIDTH_Z","LANES_Z, MINRAD_Z",655.6179134045017,17.869901801898294,1152.8383309705373,1190.1096766573442,-0.11845913798267363,-0.10641621381587146,-0.08389928018000267,-0.08320571723608446,0.0,no
214,nb,random,"AVEPRE_Z, CURVES_Z, DOUBLE_Z, FC_Z, GRADEBR_Z, INTPM_Z, MIGRADE_Z",LANES_Z,655.9703533048296,17.41917349818283,1152.4107301076294,1186.5761303205359,0.7757707495718023,0.7853642170539428,0.803180656663632,0.803180656663632,1.0,yes
17,poisson,random,"ACCESS_Z, GBRPM_Z, INTECHAG_Z, LANES_Z, MIGRADE_Z, SPEED_Z","CURVES_Z, SPEED_Z",656.1244797452956,16.9761906231941,1874.7132934697338,1905.7727482087396,0.6851272208082871,0.7004810777330694,0.7102457519648087,0.7158349346578518,1.0,yes
69,nb,random,"FC_Z, INTECHAG_Z, LANES_Z, MIGRADE_Z, SLOPE_Z, TRAIN_Z","HISNOW, MINRAD_Z, MXMEDSH_Z, URB",656.1601061201102,19.285416478347113,1146.0564199984376,1186.433711159145,0.7853969189876059,0.7950819624228994,0.8070597618689678,0.8355672340699343,1.0,yes
590,poisson,random,"DOUBLE_Z, LNAADT_Z, MINRAD_Z, SPEED_Z, TRAIN_Z, WIDTH_Z",PEAKHR_Z,656.2453505336997,16.96054307896797,1906.7912008822914,1934.7447101473965,-0.09282977814570278,-0.09182625684193177,-0.090571855212218,-0.08508593875160311,0.0,no
592,poisson,random,"LNAADT_Z, SINGLE_Z",SLOPE_Z,656.6790672801386,16.79200739133549,1918.1757577032645,1933.7054850727675,-0.0906072347990039,-0.09052714261213886,-0.09036695823840876,-0.09036695823840876,0.0,no
72,nb,random,"ACCESS_Z, CPM_Z, DOUBLE_Z, GBRPM_Z, INTECHAG_Z, SINGLE_Z, WIDTH_Z","HISNOW, URB",656.733165805561,18.22103717756315,1152.8349397049262,1190.1062853917333,0.7164619116084511,0.7164619116084511,0.72332145420287,0.7412318903982141,1.0,yes
255,nb,random,"ACCESS_Z, CPM_Z, FC_Z, MXGRADE_Z, MXGRDIFF_Z, MXMEDSH_Z, SPEED_Z","AVEPRE_Z, CURVES_Z, PEAKHR_Z, SPEED_Z",657.1142136423566,17.021665403670248,1147.2772165678964,1190.7604532025046,0.3870911979083973,0.633669712521015,0.8860349176390149,0.9132787739218456,1.0,yes
327,nb,random,"GBRPM_Z, LNAADT_Z, MXGRDIFF_Z, PEAKHR_Z",ACCESS_Z,657.3926741160057,17.006007108045118,1159.816221330124,1184.6637851213288,-0.08454151942511696,-0.08454151942511696,-0.08454151942511696,-0.08454151942511696,0.0,no
126,poisson,random,"FC_Z, GBRPM_Z, MINRAD_Z","AVEPRE_Z, SLOPE_Z, WIDTH_Z",657.4872096450398,16.89992783849162,1881.4990887564022,1906.346652547607,0.7808261934931813,0.7818387197040376,0.7855388818447351,0.7967913074171805,1.0,yes
535,poisson,random,"CPM_Z, CURVES_Z, DOUBLE_Z, EXPOSE_Z, FRICTION_Z, HISNOW, MEDWIDTH_Z, PEAKHR_Z, SLOPE_Z","AVESNOW_Z, HISNOW",657.5043878415937,17.06188443015099,1859.430206570834,1899.8074977315414,0.6919026634844471,0.6919026634844471,0.7264150274840058,0.7316762680339337,1.0,yes
398,poisson,random,"ACCESS_Z, CPM_Z, INTPM_Z, LANES_Z, MEDWIDTH_Z, SPEED_Z, URB, WIDTH_Z",HISNOW,657.7388419800293,17.571356881817625,1889.2966993150337,1923.4620995279402,0.7963430533710852,0.7963430533710852,0.7963430533710852,0.815838473542972,1.0,yes
265,poisson,random,"AVEPRE_Z, EXPOSE_Z","LANES_Z, MEDWIDTH_Z, MXMEDSH_Z, WIDTH_Z",657.7726261331659,17.103962506643246,1882.3949367473465,1907.2425005385512,0.8000385665477073,0.8058640743392861,0.8159360969764301,0.8260596705512918,1.0,yes
342,poisson,random,"ACCESS_Z, CPM_Z, EXPOSE_Z, FC_Z, LOWPRE, MXGRADE_Z, PEAKHR_Z, TANGENT_Z","ACCESS_Z, PEAKHR_Z, SPEED_Z",657.9470149516354,17.041712840996823,1835.6638642107728,1876.0411553714803,0.7510642545019587,0.7610617045006123,0.7852104745677825,0.8003819986862797,1.0,yes
510,nb,random,"ACCESS_Z, AVEPRE_Z, AVESNOW_Z, INTECHAG_Z, INTPM_Z, LOWPRE, MINRAD_Z, SLOPE_Z, URB","MEDWIDTH_Z, MXMEDSH_Z, SLOPE_Z, URB",658.2165086199379,17.662793619608372,1167.4919659709908,1217.1870935534,0.49244736454930715,0.49244736454930715,0.584683815988401,0.6751721269599575,1.0,yes
58,poisson,random,"TANGENT_Z, TRAIN_Z","AVESNOW_Z, LANES_Z, PEAKHR_Z",658.6441121760735,16.987939328572537,1916.2984805757437,1938.0400988930478,0.7260796810879045,0.7282273876413896,0.7316881436612287,0.7346143157269657,1.0,yes
2,poisson,random,"LANES_Z, WIDTH_Z",SPEED_Z,659.3047246277007,16.991932972602175,1916.1973346064183,1931.7270619759213,0.7665245114572119,0.7665245114572119,0.7665245114572119,0.782858977053403,1.0,yes
359,poisson,random,"ACCESS_Z, EXPOSE_Z, SINGLE_Z","FRICTION_Z, HISNOW, WIDTH_Z",659.344876321512,17.07850378450508,1901.8524587725296,1926.7000225637344,0.7680309947716051,0.7732075289387024,0.7837973463557605,0.7984995168140219,1.0,yes
431,poisson,random,"ACCESS_Z, FC_Z, GBRPM_Z, INTECHAG_Z, MEDWIDTH_Z, MIGRADE_Z, MIMEDSH_Z, TANGENT_Z","MIMEDSH_Z, SPEED_Z",659.5585045417672,16.62676065459757,1773.6506988997778,1810.922044586585,0.31649179257451115,0.9067137036799104,0.9159002133100093,1.2064179140476594,1.0,yes
391,poisson,random,"GRADEBR_Z, INTECHAG_Z","CURVES_Z, SPEED_Z",659.7110509231909,16.996699641038397,1868.1533194209214,1886.7889922643249,0.6552184756388952,0.6736151412284986,0.6846531405822607,0.701353980575849,1.0,yes
495,poisson,random,"EXPOSE_Z, LOWPRE",PEAKHR_Z,660.3738972684052,17.032914023295035,1894.6279967936423,1910.1577241631453,0.7963131327818189,0.7979466217755311,0.801719751282134,0.8025825095534609,1.0,yes
31,nb,random,"EXPOSE_Z, GBRPM_Z, SLOPE_Z, TANGENT_Z, URB","MXMEDSH_Z, SPEED_Z",660.5379806435533,17.384133403723492,1158.7842164015244,1189.8436711405302,0.6963729614177219,0.6963729614177219,0.7108510883702737,0.7407682595946073,1.0,yes
270,nb,random,"AVEPRE_Z, CURVES_Z, DOUBLE_Z, HISNOW, LANES_Z, LNAADT_Z, MXGRADE_Z, MXMEDSH_Z, SLOPE_Z, WIDTH_Z","AVESNOW_Z, MEDWIDTH_Z",660.5812152275771,18.084310748540453,1149.3500134553296,1195.9391955638384,-0.10708800492264263,-0.10178040485407559,-0.08571458874151763,-0.08437977361085353,0.0,no
416,poisson,random,"ACCESS_Z, AVESNOW_Z, HISNOW, INTECHAG_Z, INTPM_Z, LNAADT_Z, MINRAD_Z, SPEED_Z","FRICTION_Z, HISNOW, PEAKHR_Z",660.821183017096,17.460347813410866,1893.063815343536,1933.4411065042434,-0.11148967884227916,-0.10806458277799695,-0.10131410220915485,-0.09504908153454558,0.0,no
247,poisson,random,"FRICTION_Z, HISNOW, TRAIN_Z",PEAKHR_Z,660.9210051953452,17.24763928704852,1895.9039759653529,1914.5396488087563,0.7442928066611745,0.7447623519160189,0.7453492834845746,0.7479161308777247,1.0,yes
143,poisson,random,"CURVES_Z, DOUBLE_Z, FC_Z, INTPM_Z, LANES_Z, MIMEDSH_Z, MXGRADE_Z, SINGLE_Z, SPEED_Z","AVESNOW_Z, MIMEDSH_Z",660.9312792996286,16.55911368062639,1748.4747316428532,1788.8520228035607,0.28533237890162744,0.8292426777786546,0.8314581604888606,1.1156197675518744,1.0,yes
131,nb,random,"ACCESS_Z, MXMEDSH_Z, URB, WIDTH_Z","LANES_Z, MEDWIDTH_Z, MINRAD_Z",661.2359517247326,18.923686704920694,1155.7819732017304,1186.8414279407361,0.8983726188439325,0.9212738052845082,0.9700824277106709,0.9823417162178992,1.0,yes
369,nb,random,"AVEPRE_Z, CURVES_Z, DOUBLE_Z, GBRPM_Z, LANES_Z, LOWPRE, MEDWIDTH_Z, MXGRADE_Z, TANGENT_Z, WIDTH_Z","CURVES_Z, LANES_Z, MIMEDSH_Z",661.459556169804,16.44166868104423,1143.137022969334,1192.8321505517433,0.6444553065610513,0.6809550815643184,0.7123311349737409,0.9641943665746389,1.0,yes
