Iteration,Family,Phase,Upper Vars,Lower Vars,Val Poisson Dev,Val RMSE,AIC,BIC,AADT elasticity min,AADT elasticity p10,AADT elasticity median,AADT elasticity p90,AADT elasticity share positive,Monotonic AADT OK
168,nb,random,"FRICTION_Z, GRADEBR_Z, PEAKHR_Z, SINGLE_Z","MEDWIDTH_Z, MXMEDSH_Z, SPEED_Z",611.0465634327735,16.22578382309345,1159.232799639925,1190.2922543789307,0.712570256217059,0.7130839320946296,0.7283340878811182,0.7589270978161562,1.0,yes
427,nb,random,"AVEPRE_Z, CPM_Z, HISNOW, MIGRADE_Z, WIDTH_Z","HISNOW, MEDWIDTH_Z",611.193167938559,17.596035771283585,1159.0194066057588,1190.0788613447646,0.8830824120074788,0.8830824120074788,0.893523157145548,0.9002432873603619,1.0,yes
73,poisson,random,"DOUBLE_Z, GBRPM_Z, INTPM_Z, LNAADT_Z, LOWPRE, MEDWIDTH_Z, MIGRADE_Z, PEAKHR_Z, TANGENT_Z, WIDTH_Z","AVEPRE_Z, MEDWIDTH_Z",612.1394720999995,16.92105788817398,1860.7649620529396,1904.2481986875478,-0.15326007571565364,-0.12979578965663716,-0.05588428384661601,-0.04635678840125499,0.0,no
42,nb,random,"AVESNOW_Z, DOUBLE_Z, LOWPRE, SINGLE_Z","AVESNOW_Z, SLOPE_Z, WIDTH_Z",612.6999504625958,17.274526460240462,1148.651763189017,1179.7112179280227,-0.29701613227540224,0.3774060555880139,0.8225000406313286,0.8903121436157672,0.9636363636363636,no
385,poisson,random,"DOUBLE_Z, HISNOW, LNAADT_Z, LOWPRE, SPEED_Z, TANGENT_Z","AVEPRE_Z, CURVES_Z",613.9925594413279,16.731522474293786,1846.737366818658,1877.7968215576639,-0.09539963249703429,-0.08844168890706437,-0.0797377823651565,-0.07691465738435127,0.0,no
485,poisson,random,"ACCESS_Z, FC_Z, MINRAD_Z, MXMEDSH_Z","ACCESS_Z, AVEPRE_Z, AVESNOW_Z, SPEED_Z",614.7495303370708,16.37791297091799,1855.4822276546622,1886.541682393668,0.7187068211672781,0.718828145382615,0.7271257773423473,0.739035392859846,1.0,yes
538,poisson,random,"MXMEDSH_Z, PEAKHR_Z","SPEED_Z, WIDTH_Z",615.2449401644925,16.299432973620522,1891.128660538727,1909.7643333821304,0.7131135511264789,0.7171156033039319,0.7211176554813846,0.7388764269914758,1.0,yes
508,poisson,random,"CPM_Z, MINRAD_Z, MXMEDSH_Z, SPEED_Z, TANGENT_Z, URB",SLOPE_Z,616.0037343936634,16.38165656925535,1879.7214858339808,1907.674995099086,0.7101649470003577,0.7114317662009992,0.7139654046022824,0.7139654046022824,1.0,yes
195,nb,random,"AVESNOW_Z, EXPOSE_Z, FC_Z, HISNOW, INTPM_Z, LNAADT_Z, MEDWIDTH_Z, MINRAD_Z",HISNOW,616.5469721866051,16.616959830623,1157.9420924013984,1195.2134380882053,-0.14608498565948247,-0.14608498565948247,-0.0873469661504633,-0.0873469661504633,0.0,no
169,poisson,random,"CPM_Z, DOUBLE_Z, GRADEBR_Z, LANES_Z, MINRAD_Z, MXMEDSH_Z, SPEED_Z, TANGENT_Z, TRAIN_Z","CURVES_Z, HISNOW, WIDTH_Z",616.5933912353873,17.033608245959794,1806.96145734568,1850.444693980288,0.6777594604014918,0.7017506266050845,0.7249056781892993,0.7416400638497769,1.0,yes
353,nb,random,"DOUBLE_Z, MINRAD_Z","AVESNOW_Z, MEDWIDTH_Z, SPEED_Z, WIDTH_Z",617.5168531340322,17.362573804556252,1152.2300861966535,1180.1835954617586,0.7680606317992489,0.7730090054489327,0.7889947962927746,0.8080080479608788,1.0,yes
446,poisson,random,"GRADEBR_Z, MEDWIDTH_Z, MIGRADE_Z","SPEED_Z, WIDTH_Z",617.7278330964465,16.43700980194462,1904.9255593447426,1926.6671776620467,0.7551636430386646,0.7567922099813954,0.7584207769241261,0.778510701833532,1.0,yes
412,nb,random,"AVESNOW_Z, CURVES_Z, EXPOSE_Z, HISNOW, INTPM_Z, MIGRADE_Z, MXGRDIFF_Z, SPEED_Z, TANGENT_Z","AVEPRE_Z, HISNOW, SPEED_Z",617.8647028208111,16.535297720580775,1160.1708516554363,1206.760033763945,0.581173451421988,0.6891267177730591,0.8380792185837171,0.8844390739579141,1.0,yes
361,nb,random,"EXPOSE_Z, HISNOW, LANES_Z, MEDWIDTH_Z, MIGRADE_Z, SINGLE_Z, SPEED_Z, TANGENT_Z, WIDTH_Z","AVESNOW_Z, CURVES_Z, MINRAD_Z, URB",618.2377566818018,17.47033394277838,1162.5166077351294,1212.2117353175386,0.8428583318561251,0.8540121528454458,0.8592388592542268,0.8680227467219276,1.0,yes
281,poisson,random,"ACCESS_Z, EXPOSE_Z, FC_Z, FRICTION_Z, MXGRDIFF_Z, MXMEDSH_Z","PEAKHR_Z, URB",618.2678245422846,16.31029247874586,1848.9528830497875,1880.0123377887933,0.7969522740672654,0.7973838682373007,0.8058847423743226,0.8113228289167663,1.0,yes
444,poisson,random,"CPM_Z, HISNOW, MXGRDIFF_Z, MXMEDSH_Z","AVESNOW_Z, HISNOW",618.6542027982896,16.379216078240027,1882.8897475159622,1907.737311307167,0.7269331789663137,0.7269331789663137,0.7735990915195776,0.7762244427243546,1.0,yes
91,poisson,random,"AVESNOW_Z, CURVES_Z, DOUBLE_Z, INTECHAG_Z, INTPM_Z, LNAADT_Z, MIGRADE_Z, TANGENT_Z, URB","ACCESS_Z, AVESNOW_Z, SPEED_Z",619.5109257971859,16.54716594796001,1783.1895917319475,1826.6728283665557,-1.3836021007255808,-0.5401876232256995,0.02211121475757482,0.10672198920435529,0.5454545454545454,no
458,nb,random,"CURVES_Z, HISNOW, TANGENT_Z","CURVES_Z, HISNOW, MEDWIDTH_Z, MXMEDSH_Z",620.0175480360101,16.529960064546675,1161.559489205008,1192.6189439440138,0.6607331774831093,0.663110057666488,0.7158212142539252,0.7335297115178452,1.0,yes
382,poisson,random,"FC_Z, LNAADT_Z, MXMEDSH_Z, PEAKHR_Z","AVESNOW_Z, URB",620.3168103544531,16.37543486372058,1855.6021427591952,1880.4497065504,-0.09597411186794068,-0.09597411186794068,-0.08919950537781329,-0.08178510785031681,0.0,no
54,poisson,random,"AVESNOW_Z, CURVES_Z, HISNOW, MXMEDSH_Z, SPEED_Z, WIDTH_Z","AVEPRE_Z, FRICTION_Z, LANES_Z, MXMEDSH_Z",621.6823681893889,17.061032318947838,1836.649168175678,1873.9205138624848,0.7226529623501307,0.729321200245594,0.7391064538154687,0.7900233575845605,1.0,yes
522,poisson,random,"ACCESS_Z, DOUBLE_Z, FRICTION_Z, GBRPM_Z, PEAKHR_Z, TANGENT_Z","CURVES_Z, MXMEDSH_Z",621.954951080419,16.24756483805546,1863.4926214217007,1894.5520761607065,0.612152927468275,0.624738160026237,0.6350351684827513,0.6505306665813535,1.0,yes
423,nb,random,"CPM_Z, GRADEBR_Z, HISNOW, LNAADT_Z, LOWPRE, MXGRADE_Z, MXMEDSH_Z, SPEED_Z, WIDTH_Z","AVESNOW_Z, MXMEDSH_Z",622.0244919509598,17.5145509234769,1156.3105956001605,1199.7938322347686,-0.3042743889590974,-0.19036145485643532,-0.054573710825291485,-0.05224775857947447,0.0,no
325,poisson,random,"AVEPRE_Z, FRICTION_Z, GBRPM_Z, HISNOW, LANES_Z, MXGRADE_Z, SINGLE_Z","AVEPRE_Z, LANES_Z, URB",622.0290925368186,16.285582377566694,1804.9621363715596,1842.2334820583665,0.6049380206196029,0.7075064537669233,0.8478769455391271,1.0185632898014592,1.0,yes
575,poisson,random,"CURVES_Z, DOUBLE_Z, GBRPM_Z, GRADEBR_Z, HISNOW, INTECHAG_Z, MIGRADE_Z, PEAKHR_Z, SLOPE_Z, URB","ACCESS_Z, AVEPRE_Z, CURVES_Z, URB",622.3463906250863,16.637945250845416,1823.7145947382603,1873.4097223206695,0.5609352661549214,0.6337652375325261,0.7255968321225332,0.8384075011556218,1.0,yes
533,poisson,random,"EXPOSE_Z, MXMEDSH_Z, TRAIN_Z","CURVES_Z, HISNOW, LANES_Z",622.4178382131876,17.093942237455657,1841.7914834808205,1866.6390472720252,0.71049506412146,0.7220156923239853,0.744465300589625,0.7635865306746572,1.0,yes
354,poisson,random,"ACCESS_Z, AVEPRE_Z, DOUBLE_Z, FRICTION_Z, LOWPRE, MXMEDSH_Z, SINGLE_Z, TRAIN_Z, URB, WIDTH_Z","LANES_Z, PEAKHR_Z",622.6891609146925,16.841032694893464,1825.1452223628269,1868.628458997435,0.706971756955153,0.7190242435575747,0.7339788950961655,0.7390172904114315,1.0,yes
158,nb,random,"ACCESS_Z, DOUBLE_Z, EXPOSE_Z, GBRPM_Z, GRADEBR_Z, LNAADT_Z, MEDWIDTH_Z",AVESNOW_Z,622.8139562761459,16.979558427593876,1156.5879854572988,1190.7533856702053,-0.08799440786154587,-0.08799440786154587,-0.08629188077517319,-0.07511711208098154,0.0,no
438,nb,random,"ACCESS_Z, LNAADT_Z, MXGRDIFF_Z, MXMEDSH_Z, TANGENT_Z, TRAIN_Z",ACCESS_Z,623.1759399829266,16.452650446052672,1153.4025559062627,1184.4620106452685,-0.1428167582715701,-0.07918902379967122,-0.07918902379967122,-0.07918902379967122,0.0,no
211,nb,random,"GBRPM_Z, GRADEBR_Z, MIGRADE_Z, MXGRADE_Z, MXGRDIFF_Z, PEAKHR_Z, SLOPE_Z","AVEPRE_Z, HISNOW, LANES_Z, SLOPE_Z",623.2368797095438,16.594808944145047,1156.2297668897627,1199.7130035243708,0.8210621273770492,0.8264997499966894,0.8594927311579693,1.0759976716311912,1.0,yes
216,poisson,random,"CPM_Z, MXMEDSH_Z",WIDTH_Z,623.8755453961346,16.497693143339834,1904.9826457040635,1920.5123730735666,0.7783127297585042,0.7830659211395642,0.7975518377294615,0.7975518377294615,1.0,yes
537,poisson,random,"DOUBLE_Z, FRICTION_Z, GRADEBR_Z, INTECHAG_Z, TANGENT_Z, TRAIN_Z","ACCESS_Z, AVESNOW_Z, MINRAD_Z, MXMEDSH_Z",624.6972678345049,16.648547302120054,1869.7248488149185,1906.9961945017253,0.6522165778771977,0.655427746619914,0.6604375571520598,0.6842023381515785,1.0,yes
204,poisson,random,"AVESNOW_Z, FC_Z, HISNOW, INTECHAG_Z, LOWPRE, SPEED_Z",AVESNOW_Z,624.8752958409385,17.1995435917613,1769.9122039678628,1797.865713232968,-0.4026580733272027,0.34303257708365864,0.8351611416144099,0.9101391777617542,0.9272727272727272,no
181,poisson,random,"AVEPRE_Z, EXPOSE_Z, FRICTION_Z, GBRPM_Z, GRADEBR_Z, MEDWIDTH_Z, MXGRADE_Z, MXGRDIFF_Z, SINGLE_Z, WIDTH_Z","AVEPRE_Z, SPEED_Z, WIDTH_Z",624.9896377426873,15.39833091716799,1796.3015762732412,1842.89075838175,0.44978357197687685,0.5770979627272058,0.7709367732411656,0.9565010328910114,1.0,yes
67,nb,random,"AVESNOW_Z, DOUBLE_Z, GRADEBR_Z, HISNOW","CURVES_Z, HISNOW, WIDTH_Z",625.0507115161096,17.278748950493746,1150.5115553579155,1181.5710100969213,0.722245308962201,0.7335927250191262,0.7519202678642687,0.774650831079409,1.0,yes
540,nb,random,"AVESNOW_Z, INTPM_Z, MEDWIDTH_Z, MIGRADE_Z, MXGRADE_Z, SLOPE_Z, SPEED_Z","AVEPRE_Z, FRICTION_Z, MEDWIDTH_Z, SLOPE_Z",625.843174069546,15.698313906707932,1162.4426145972004,1205.9258512318086,0.6642223175096973,0.6717685933678152,0.7246628614509714,0.9118630221641796,1.0,yes
180,poisson,random,"AVEPRE_Z, DOUBLE_Z, FC_Z, GRADEBR_Z, INTPM_Z, MXGRDIFF_Z, URB","AVESNOW_Z, HISNOW, LANES_Z, MEDWIDTH_Z",625.9887829195198,16.757974440676737,1861.763555912379,1902.1408470730864,0.7952410288495284,0.8017918155932215,0.8111486363141981,0.8247464471335517,1.0,yes
39,poisson,random,"EXPOSE_Z, MXGRDIFF_Z, SINGLE_Z, SPEED_Z, TRAIN_Z","HISNOW, PEAKHR_Z, WIDTH_Z",626.0557417502598,16.60917205203084,1879.037360761598,1910.0968155006037,0.7093316463172216,0.7101111817027052,0.7129642628845778,0.7275498171317142,1.0,yes
477,poisson,random,"AVEPRE_Z, AVESNOW_Z, INTECHAG_Z, LANES_Z, MINRAD_Z, MXMEDSH_Z, PEAKHR_Z, SINGLE_Z, SPEED_Z","AVESNOW_Z, HISNOW, MINRAD_Z, WIDTH_Z",626.5263128435931,17.796605101243344,1723.198390456002,1769.7875725645108,-0.7628230534979972,0.20771250071190364,0.8493979732422245,0.9532577592788998,0.9272727272727272,no
460,nb,random,"AVEPRE_Z, CURVES_Z, DOUBLE_Z, EXPOSE_Z, FC_Z, GRADEBR_Z",HISNOW,627.033330055378,16.77018686924829,1150.9319326282935,1181.9913873672992,0.7547482756275309,0.7547482756275309,0.7547482756275309,0.7662865820193635,1.0,yes
110,nb,random,"CPM_Z, EXPOSE_Z, GBRPM_Z, MXGRADE_Z, MXMEDSH_Z, SINGLE_Z",AVEPRE_Z,627.1014191652076,16.1944565503966,1159.1712794862876,1190.2307342252934,0.6186696814980498,0.6192509903745957,0.6313243285797814,0.6393106182221745,1.0,yes
233,nb,random,"AVEPRE_Z, FRICTION_Z, MXGRDIFF_Z, MXMEDSH_Z, PEAKHR_Z, SPEED_Z, WIDTH_Z","MEDWIDTH_Z, SPEED_Z",627.4153417514301,17.09747983099318,1152.0586263809919,1189.3299720677987,0.645953267380692,0.8154230778201716,0.9799031315045796,0.9948724017697942,1.0,yes
550,poisson,random,"AVEPRE_Z, DOUBLE_Z, EXPOSE_Z, FC_Z, FRICTION_Z, MEDWIDTH_Z, MXMEDSH_Z, PEAKHR_Z","HISNOW, SLOPE_Z",628.6813643214782,16.959116254246503,1848.5736300111334,1885.8449756979403,0.7457097078625986,0.751024317939415,0.7570981580272053,0.7733713441226785,1.0,yes
55,nb,random,"CPM_Z, FRICTION_Z, PEAKHR_Z, WIDTH_Z","HISNOW, SPEED_Z",629.0046293716674,17.639425671474,1154.6380107595999,1182.591520024705,0.8374362463400123,0.8374362463400123,0.8557507683653991,0.8815411340001198,1.0,yes
409,nb,random,"ACCESS_Z, AVESNOW_Z, LANES_Z, LOWPRE, PEAKHR_Z, TANGENT_Z","AVESNOW_Z, SPEED_Z",629.0941260561092,17.601102011680105,1152.443182663114,1186.6085828760204,-0.1731576310814728,0.481919479515113,0.8999881211000778,0.9636827894855987,0.9636363636363636,no
454,nb,random,"CURVES_Z, GBRPM_Z, GRADEBR_Z, HISNOW, MEDWIDTH_Z, PEAKHR_Z, SLOPE_Z, WIDTH_Z",MXMEDSH_Z,629.6905814130691,18.02061290568718,1156.1160517284868,1193.387397415294,0.8391616444792117,0.8391616444792117,0.8391616444792117,0.8725035576181356,1.0,yes
287,poisson,random,"AVEPRE_Z, FRICTION_Z, LANES_Z, LNAADT_Z, MIGRADE_Z, MIMEDSH_Z, SLOPE_Z, TANGENT_Z","CURVES_Z, SLOPE_Z",630.1697127690605,14.968950735854113,1801.3488627781135,1838.6202084649203,-0.18262982288520851,-0.1746729442303936,-0.16671606557557864,0.14837365369916752,0.14545454545454545,no
509,poisson,random,"AVEPRE_Z, CPM_Z, FC_Z, HISNOW, LANES_Z, LNAADT_Z, MXGRDIFF_Z, MXMEDSH_Z, SINGLE_Z, WIDTH_Z","AVESNOW_Z, LANES_Z, MIMEDSH_Z, SLOPE_Z",630.6560896687406,16.027073650584843,1739.7992146165093,1789.4943421989185,-0.19674538785864296,-0.18871618656882072,-0.18091448316360947,0.1573552945971334,0.2909090909090909,no
266,nb,random,"EXPOSE_Z, FC_Z, FRICTION_Z, MIGRADE_Z, SPEED_Z",AVEPRE_Z,630.7515906054508,16.740327875836766,1154.768983744139,1182.722493009244,0.8467471771374031,0.846747436002329,0.8467528124277139,0.8467563688335427,1.0,yes
312,poisson,random,"HISNOW, MXMEDSH_Z","AVEPRE_Z, MEDWIDTH_Z",631.2322044347848,16.73589635863769,1890.0319267047196,1908.667599548123,0.7338154964928675,0.7345139794971972,0.7407395540945588,0.7444642266703512,1.0,yes
586,nb,random,"EXPOSE_Z, FC_Z, HISNOW, MXGRDIFF_Z, TANGENT_Z, TRAIN_Z, URB","FRICTION_Z, WIDTH_Z",631.6944326399463,17.077337421631793,1152.0574341483568,1189.328779835164,0.8474514240440987,0.8517745019405407,0.8657814549453,0.8676190895801721,1.0,yes
402,poisson,random,"GBRPM_Z, GRADEBR_Z, MINRAD_Z, SPEED_Z, TANGENT_Z","AVESNOW_Z, MEDWIDTH_Z, PEAKHR_Z, SPEED_Z",631.7362604457667,16.529021322314605,1899.683782740351,1933.8491829532575,0.7280416303460323,0.7499235496716328,0.7636893995549492,0.7780321793313858,1.0,yes
14,nb,random,"EXPOSE_Z, LANES_Z, LOWPRE, MEDWIDTH_Z, MXGRADE_Z, WIDTH_Z","AVESNOW_Z, LANES_Z",631.8952034487124,17.051509356203724,1157.496516087953,1191.6619163008595,0.906082143203023,0.9066852304335264,0.9068491439993447,1.1434711669526152,1.0,yes
411,poisson,random,"DOUBLE_Z, FC_Z, GBRPM_Z, GRADEBR_Z, HISNOW, LNAADT_Z, MEDWIDTH_Z, MXGRADE_Z, SINGLE_Z",MEDWIDTH_Z,632.072545772731,16.44428834897389,1847.2030864994517,1884.4744321862586,-0.14169317923456992,-0.12380631662508443,-0.07014572879662795,-0.07014572879662795,0.0,no
77,poisson,random,"CURVES_Z, INTPM_Z, MINRAD_Z, PEAKHR_Z, SINGLE_Z",SPEED_Z,632.2525095066495,16.666105798438807,1864.820540148281,1889.6681039394857,0.7036243936656523,0.7036243936656523,0.7036243936656523,0.7207105147785762,1.0,yes
63,poisson,random,"AVEPRE_Z, AVESNOW_Z, DOUBLE_Z, GRADEBR_Z, LOWPRE","CURVES_Z, MINRAD_Z, URB, WIDTH_Z",632.4486496241892,16.92733938884156,1816.5321724285307,1850.697572641437,0.64550258360184,0.659533746761468,0.6742720052942796,0.6834246803643741,1.0,yes
90,nb,random,"HISNOW, MXMEDSH_Z",MEDWIDTH_Z,632.6245877042735,17.194175773437546,1157.0285306009023,1175.6642034443057,0.7228288050331778,0.7228288050331778,0.7228288050331778,0.7279466440424717,1.0,yes
534,poisson,random,"EXPOSE_Z, MXGRADE_Z, SINGLE_Z, SLOPE_Z, SPEED_Z","MEDWIDTH_Z, MIMEDSH_Z, MINRAD_Z, SLOPE_Z",632.8686485625332,15.55428270519557,1810.8803241251858,1845.0457243380922,0.7160988889252701,0.7452833629254977,0.7594275820414422,0.9895646101498554,1.0,yes
399,poisson,random,"HISNOW, INTECHAG_Z, LANES_Z, MINRAD_Z, MXGRDIFF_Z, MXMEDSH_Z, SPEED_Z, URB","AVEPRE_Z, MINRAD_Z",632.9056611294155,17.57044447975701,1812.8144428378855,1850.0857885246924,0.7364932368725167,0.741953281809009,0.7542471215052579,0.7703467665854127,1.0,yes
129,poisson,random,"CURVES_Z, EXPOSE_Z, GBRPM_Z, GRADEBR_Z, LNAADT_Z, SINGLE_Z, SLOPE_Z, SPEED_Z","CURVES_Z, URB, WIDTH_Z",633.219264644113,16.642374753808472,1884.1108652180505,1924.488156378758,-0.18511422943554653,-0.11754797376687584,-0.07665428497714154,-0.04699921583901615,0.0,no
502,poisson,random,"AVEPRE_Z, FRICTION_Z, MIMEDSH_Z, MINRAD_Z, SINGLE_Z, TANGENT_Z","HISNOW, MIMEDSH_Z, SLOPE_Z",633.8766933878685,16.460749369717465,1763.0983157074593,1797.2637159203657,0.3829779799470908,0.7987734350113256,0.8049084913646769,1.0164489036170927,1.0,yes
387,nb,random,"AVEPRE_Z, DOUBLE_Z, EXPOSE_Z, GBRPM_Z, INTPM_Z, MINRAD_Z, MXGRDIFF_Z, MXMEDSH_Z, URB","AVEPRE_Z, FRICTION_Z, SPEED_Z, URB",634.269151063375,16.763446394043104,1163.343703686032,1213.0388312684413,0.28678987744443907,0.5832789244888325,0.6617901047498145,0.8113593994153928,1.0,yes
62,poisson,random,"AVESNOW_Z, MEDWIDTH_Z, MINRAD_Z, PEAKHR_Z","AVESNOW_Z, MXMEDSH_Z",634.4891180089958,16.658638049158917,1838.9960398631692,1863.843603654374,-0.4045939880413674,0.3384257386400239,0.8326799972813508,0.9073894761981268,0.9272727272727272,no
321,poisson,random,"ACCESS_Z, MEDWIDTH_Z","ACCESS_Z, LANES_Z, MEDWIDTH_Z, MINRAD_Z",634.8945224905395,16.852585144435125,1907.2119142637314,1932.059478054936,0.6255932678031858,0.7144164491708344,0.922882903948884,0.9388682214419701,1.0,yes
306,poisson,random,"AVESNOW_Z, MIMEDSH_Z, MXMEDSH_Z, PEAKHR_Z, WIDTH_Z","ACCESS_Z, HISNOW, PEAKHR_Z, WIDTH_Z",635.0849717108503,15.90690124273811,1780.252160624321,1814.4175608372275,0.6801263618159603,0.6982452341284081,0.7610304363080004,0.962507076298103,1.0,yes
179,poisson,random,"EXPOSE_Z, SINGLE_Z","ACCESS_Z, SPEED_Z",635.3011178268601,16.57653426891767,1905.8573857319057,1924.493058575309,0.7019276113271162,0.7019276113271162,0.7019276113271162,0.7192956671529172,1.0,yes
19,poisson,random,"ACCESS_Z, AVEPRE_Z, PEAKHR_Z","HISNOW, MINRAD_Z, SPEED_Z, WIDTH_Z",635.3672367291579,16.95473686794714,1876.9391819373604,1904.8926912024656,0.6526234059865987,0.6601301062305537,0.6784498332280726,0.704930930320147,1.0,yes
461,nb,random,"AVEPRE_Z, AVESNOW_Z, CPM_Z, EXPOSE_Z, LOWPRE, MINRAD_Z, MXMEDSH_Z, TRAIN_Z, URB","AVEPRE_Z, FRICTION_Z, MINRAD_Z",635.3701387714339,18.034742449168256,1162.4764774924015,1209.0656596009103,0.2931735505365797,0.5512523280899954,0.6980373989102558,0.8288605736567931,1.0,yes
334,poisson,random,"AVESNOW_Z, TANGENT_Z","AVESNOW_Z, PEAKHR_Z",635.4642209875107,16.548495598143948,1857.9703732360013,1876.6060460794047,-0.33254196020104637,0.38671950285906725,0.8513958307611085,0.9248911263532013,0.9636363636363636,no
83,poisson,random,"AVESNOW_Z, DOUBLE_Z, GRADEBR_Z, INTECHAG_Z, MINRAD_Z, MXMEDSH_Z, SLOPE_Z",AVEPRE_Z,635.9294196887067,16.75413501510419,1860.5270303474367,1891.5864850864425,0.6154528374093758,0.6158749813190714,0.6246425855973626,0.6304421934644101,1.0,yes
405,poisson,random,"AVEPRE_Z, CPM_Z, FRICTION_Z, HISNOW, INTPM_Z, LNAADT_Z, SINGLE_Z, URB","FRICTION_Z, LANES_Z, MINRAD_Z",636.0854876690632,16.873261198269688,1875.011336472823,1915.3886276335304,-0.2121700705121172,-0.16132317548296607,-0.08307907007647554,-0.018853762065910225,0.03636363636363636,no
602,poisson,random,"AVESNOW_Z, FC_Z, GRADEBR_Z, INTECHAG_Z, LANES_Z, MEDWIDTH_Z, MIMEDSH_Z, MINRAD_Z, WIDTH_Z",MIMEDSH_Z,636.1905953231546,16.289488071449785,1771.9542355844096,1809.2255812712165,0.34220986911629736,0.75500749734716,0.75500749734716,0.9614063114625913,1.0,yes
574,nb,random,"GBRPM_Z, HISNOW, INTECHAG_Z, SINGLE_Z, SLOPE_Z, TANGENT_Z","HISNOW, LANES_Z, MEDWIDTH_Z, SLOPE_Z",636.7728096403689,17.487871316627047,1157.5149810143018,1197.8922721750093,0.6847707984505574,0.6940552764988143,0.7622896820540763,0.9548144858430337,1.0,yes
275,nb,random,"ACCESS_Z, AVESNOW_Z, CPM_Z, FRICTION_Z, HISNOW, PEAKHR_Z, URB, WIDTH_Z","CURVES_Z, SLOPE_Z, WIDTH_Z",637.3614009954223,17.125801036974522,1160.9539461773288,1204.437182811937,0.7872336067707826,0.7979754819820228,0.8111294171560044,1.1515019266965503,1.0,yes
451,poisson,random,"AVEPRE_Z, CPM_Z, CURVES_Z, GBRPM_Z, LNAADT_Z, MEDWIDTH_Z, PEAKHR_Z, URB, WIDTH_Z","AVESNOW_Z, SLOPE_Z",637.7468348639817,16.7813014923467,1902.1964448850629,1942.5737360457704,-0.09036188870409027,-0.08894109716957617,-0.08710599806524895,-0.08667749071912648,0.0,no
101,nb,random,"MEDWIDTH_Z, MIGRADE_Z","AVEPRE_Z, MEDWIDTH_Z, PEAKHR_Z",637.8885018763383,16.757691120892957,1163.643600219998,1188.4911640112027,0.6235405703967669,0.6761343740146556,0.8254101908109118,0.8354983949960662,1.0,yes
144,poisson,random,"CURVES_Z, HISNOW, MIGRADE_Z, SINGLE_Z","ACCESS_Z, AVESNOW_Z, LANES_Z",638.0002913284541,17.006818798289782,1886.7714724091124,1914.7249816742176,0.7829086067162221,0.7889075766962488,0.7950346085173657,0.7988468529633556,1.0,yes
310,nb,random,"CPM_Z, HISNOW, INTPM_Z, MINRAD_Z, WIDTH_Z",PEAKHR_Z,638.422412147448,17.816306928745146,1158.487203926743,1186.440713191848,0.8999630443550732,0.9007246851093081,0.9016767360521017,0.9058403721752525,1.0,yes
394,poisson,random,"ACCESS_Z, GRADEBR_Z, SLOPE_Z","CURVES_Z, MINRAD_Z, PEAKHR_Z, SPEED_Z",638.7961500722088,16.738241227357285,1861.9484851429727,1889.9019944080778,0.6754534699367186,0.6899844138628798,0.708513508563863,0.725632785782988,1.0,yes
539,nb,random,"DOUBLE_Z, GBRPM_Z, PEAKHR_Z, WIDTH_Z","ACCESS_Z, URB",638.9712049405445,17.38661785303354,1150.2847812892742,1178.2382905543793,0.6684679533430705,0.7171232799024765,0.7174931115404528,0.7174931115404528,1.0,yes
511,poisson,random,"AVESNOW_Z, MIGRADE_Z, MINRAD_Z, MXMEDSH_Z, SLOPE_Z, TANGENT_Z, WIDTH_Z","MEDWIDTH_Z, URB",639.3168006282275,17.029726397458994,1898.861326597591,1933.0267268104974,0.8009369165825688,0.8029249901997103,0.8088892110511348,0.8089361441391351,1.0,yes
352,poisson,random,"LANES_Z, LNAADT_Z, MXGRDIFF_Z, TRAIN_Z, WIDTH_Z","MINRAD_Z, MXMEDSH_Z",639.6101368088528,16.750895686166416,1865.1541890818148,1893.10769834692,-0.10518943296362225,-0.10011850599775002,-0.09669745000641995,-0.07082464472563738,0.0,no
507,poisson,random,"LNAADT_Z, MXMEDSH_Z, SLOPE_Z, WIDTH_Z",PEAKHR_Z,639.7322686262285,16.764839898056614,1906.1949926649572,1927.9366109822613,-0.09534938597915472,-0.09378691209083585,-0.09017781747556407,-0.08935256718243789,0.0,no
466,nb,random,"AVESNOW_Z, CPM_Z, EXPOSE_Z, FC_Z, MIGRADE_Z, MXMEDSH_Z, SLOPE_Z","ACCESS_Z, PEAKHR_Z",639.9220278411078,17.03572121352021,1151.892803771238,1189.164149458045,0.7103399283437155,0.7609414076077923,0.7639002940272597,0.7756385993063675,1.0,yes
600,poisson,random,"AVEPRE_Z, FC_Z, HISNOW, PEAKHR_Z, TANGENT_Z",AVEPRE_Z,640.2142436032384,16.963375598212064,1876.7637051076306,1901.6112688988353,0.8143537805288018,0.8149080110376645,0.826418952375582,0.8340332269050342,1.0,yes
278,poisson,random,"CURVES_Z, FC_Z, FRICTION_Z, GRADEBR_Z, LOWPRE, SPEED_Z","AVESNOW_Z, HISNOW, MEDWIDTH_Z",640.2260816159013,17.04511240324463,1813.7925207705925,1847.957920983499,0.760337981197114,0.7660887803395401,0.7762886556211606,0.7896341096151327,1.0,yes
200,poisson,random,"AVESNOW_Z, HISNOW, MEDWIDTH_Z","ACCESS_Z, AVEPRE_Z, CURVES_Z",640.3610132041742,16.78040196551075,1891.5334940889268,1916.3810578801315,0.7664950569885631,0.7750002404980199,0.7833795397480636,0.7889400273209842,1.0,yes
