iteration,incumbent_aic,incumbent_bic,incumbent_MAE,incumbent_MSE,incumbent_MAE_TEST,incumbent_MSE_TEST,incumbent_MAE_VAL,incumbent_MSE_VAL,incumbent_RMSE_VAL,incumbent_RMSE_TEST,incumbent_RMSE,incumbent_sol_num,incumbent_num_parm,incumbent_pval_exceed,incumbent_pval_percentage,incumbent_loglik,incumbent_simple,incumbent_CAIC,incumbent_DIC,incumbent_HQIC,incumbent_AICc
10,431.0120842482372,612.3298472784121,0.09022334641510736,0.06415895977205115,0.08966173542843747,0.047804082165514086,10000000.0,10000000.0,10000000.0,0.21864144658667553,0.25329618980958074,11,8,7,0.875,-207.5060421241186,f_rpxh_p,472.33603204872395,446.9177813985228,446.51878880067295,431.1242337809475
11,437.0800678871216,608.7272716748402,0.08986188530532678,0.06277373124212825,0.08859147731480708,0.04660453593046129,10000000.0,10000000.0,10000000.0,0.21588083733963348,0.25054686436299345,12,10,6,0.6,-208.5400339435608,f_rp_nb,488.73500263773,456.9621893249785,456.46344857766627,437.25167475139614
12,426.39996620583594,632.8824496147827,0.08901559014573535,0.06285970394741387,0.08969923573047187,0.04798748720016726,10000000.0,10000000.0,10000000.0,0.2190604647127529,0.2507183757673415,13,9,8,0.8888888888888888,-204.19998310291797,f_rpxh_p,472.88940748138356,444.2938754999072,443.8450088273262,426.5402623866621
13,432.4774142582921,634.4540588035543,0.08903484052212719,0.06287461918426691,0.08973744157140619,0.047979123610357055,10000000.0,10000000.0,10000000.0,0.21904137419756353,0.2507481190044442,14,12,7,0.5833333333333334,-204.23870712914604,f_rp_nb,494.46333595902223,456.3359599837204,455.7374710869457,432.72116425829205
14,573.4754966049412,704.4638188775724,0.10760454679711208,0.07466135020887849,0.09977315504114032,0.05000859168133955,10000000.0,10000000.0,10000000.0,0.2236260085082671,0.2732422921307726,15,6,5,0.8333333333333334,-280.7377483024706,f_rp_p,604.4684574553063,585.4047694676553,585.105525019268,573.5408154229816
15,439.0137029160598,635.8256270825502,0.0899128771927668,0.06287763857926512,0.0886397150861859,0.04667532111035758,10000000.0,10000000.0,10000000.0,0.2160447201631125,0.2507541397051405,16,11,7,0.6363636363636364,-208.5068514580299,f_rp_c_p,495.83413114172913,460.8840364977024,460.33542167565895,439.21979190903403
16,431.1860873687432,582.8332911564618,0.08940848602788702,0.0634138713246716,0.08970213197838639,0.04753592001086941,10000000.0,10000000.0,10000000.0,0.21802733776035843,0.25182110976777067,17,10,5,0.5,-205.5930436843716,f_rp_nb,482.84102211935163,451.0682088066001,450.5694680592879,431.35769423301775
17,446.4878212898392,724.6175084865044,0.08905566861850492,0.06287341254091756,0.089750346734048,0.04797263160412649,10000000.0,10000000.0,10000000.0,0.21902655456388498,0.2507457129063577,18,19,9,0.47368421052631576,-204.2439106449196,f_rp_c_nb,544.6321973159952,484.2638520217673,483.31624460187413,447.0848362152123
18,481.7734527065547,779.2442583881325,0.09940748678539625,0.07154717022413597,0.09332496594709974,0.04934036699088765,10000000.0,10000000.0,10000000.0,0.22212691640341037,0.2674830279179148,19,15,11,0.7333333333333333,-225.88672635327734,f_c_p,559.2558548324673,511.59663486334006,510.8485237423717,482.1493336775805
19,424.30950358500496,585.6272666151798,0.08906848013202215,0.06303486939569322,0.08991079228411727,0.048174511463925346,10000000.0,10000000.0,10000000.0,0.21948692777458376,0.25106745985032236,20,8,6,0.75,-204.15475179250248,f_rpxh_p,465.63345138549175,440.2152007352905,439.8162081374407,424.42165311771527
0,437.9408116215675,559.2585746517424,0.09092507546648589,0.06408102547515626,0.08909986247290681,0.04685970753361343,10000000.0,10000000.0,10000000.0,0.2164710316268979,0.25314230281633343,22,8,4,0.5,-210.97040581078375,f_rp_p,479.2647594220542,453.84650877185305,453.4475161740032,438.0529611542778
1,432.4309838092672,634.4076283545295,0.08900481849619565,0.06286347976433392,0.0896985284441995,0.04796746632668729,10000000.0,10000000.0,10000000.0,0.21901476280535814,0.25072590565064057,23,12,7,0.5833333333333334,-204.2154919046336,f_rp_nb,494.4169055099974,456.28952953469553,455.6910406379209,432.6747338092672
2,467.0391672028045,578.0274894754357,0.09926539144674676,0.07086768208767129,0.0934188985492504,0.048711689786263786,10000000.0,10000000.0,10000000.0,0.22070724905689842,0.2662098459630509,24,6,4,0.6666666666666666,-227.51958360140225,f_rp_nb,498.0321280531696,478.9684400655186,478.6691956171313,467.10448602084494
3,431.18452411284005,582.8317279005587,0.08940306653470646,0.06341349407765794,0.08969864055930618,0.047535917211867604,10000000.0,10000000.0,10000000.0,0.21802733134143434,0.25182036072894887,25,10,5,0.5,-205.59226205642003,f_rp_nb,482.8394588634485,451.066645550697,450.56790480338475,431.3561309771146
4,430.18897159276446,647.000895759255,0.08899819710126114,0.0628950169658119,0.08974699630735698,0.04804928283342189,10000000.0,10000000.0,10000000.0,0.21920146631220763,0.25078878955370376,26,11,8,0.7272727272727273,-204.09448579638223,f_rpxh_nb,487.00939981843374,452.0593051744071,451.5106903523636,430.3950605857387
5,433.0996784023285,574.4174414325033,0.09059030481167865,0.0643231139936769,0.08960583821548339,0.04723211290347847,10000000.0,10000000.0,10000000.0,0.2173295030672975,0.25362001891348585,27,8,5,0.625,-208.54983920116425,f_rp_p,474.4236262028153,449.00537555261405,448.60638295476423,433.2118279350388
6,428.3842542952734,580.031458082992,0.0890561425135486,0.06306933852362594,0.08988285724170099,0.04814834395127447,10000000.0,10000000.0,10000000.0,0.21942730903712618,0.25113609562073297,28,10,5,0.5,-204.1921271476367,f_cxh_p,480.03918904588187,448.26637573313036,447.7676349858181,428.555861159548
7,442.9657352467593,670.1071001707935,0.0898666941671554,0.06280883534788283,0.08854029258091083,0.04659946705923037,10000000.0,10000000.0,10000000.0,0.21586909704547885,0.2506169095410021,29,13,8,0.6153846153846154,-208.48286762337966,f_rp_c_p,510.1171504225503,468.8124931159733,468.16413014446744,443.2503325884325
8,433.97788581707454,584.9662080897057,0.09081538245871773,0.06407770572236277,0.0889095348840715,0.046810911983447875,10000000.0,10000000.0,10000000.0,0.21635829538857038,0.25313574564324726,30,6,6,1.0,-210.98894290853727,fxh_p,464.9708466674396,445.9071586797887,445.60791423140137,434.043204635115
9,429.96565071712223,606.7775748836127,0.08886555891829823,0.0628890794738477,0.08950676963187068,0.04794835795849477,10000000.0,10000000.0,10000000.0,0.21897113498928292,0.25077695163999364,31,11,6,0.5454545454545454,-203.98282535856112,f_rp_c_p,486.7860789427915,451.83598429876486,451.2873694767214,430.17173971009646
10,432.880675624983,629.6925997914734,0.0894260063817938,0.06349097260776831,0.08979646420313506,0.047612769110396434,10000000.0,10000000.0,10000000.0,0.21820350389119886,0.2519741506737711,32,11,7,0.6363636363636364,-205.4403378124915,f_rp_c_p,489.7011038506523,454.7510092066256,454.20239438458213,433.0867646179572
11,428.2938001588849,619.9410039466035,0.08899108052383017,0.06286387766767192,0.08966167259162326,0.04802682486551573,10000000.0,10000000.0,10000000.0,0.21915023355113206,0.2507266991520287,33,10,7,0.7,-204.14690007944245,f_rpxh_p,479.94873490949334,448.17592159674183,447.6771808494296,428.46540702315946
12,432.4756056289849,634.4522501742472,0.08903830550519673,0.0628747239086819,0.0897427582845864,0.04797997095503629,10000000.0,10000000.0,10000000.0,0.2190433084004994,0.2507483278282866,34,12,7,0.5833333333333334,-204.23780281449245,f_rp_nb,494.46152732971507,456.3341513544132,455.73566245763857,432.7193556289849
13,446.48335180978677,804.613039006452,0.08904176299893674,0.06287620069320055,0.08974649262508076,0.04798473080801711,10000000.0,10000000.0,10000000.0,0.2190541732266635,0.25075127256546587,35,19,13,0.6842105263157895,-204.24167590489338,f_rp_c_nb,544.6277278359428,484.2593825417149,483.3117751218217,447.0803667351599
14,479.1401696444001,806.9404160835217,0.09961004046715287,0.0729006246096525,0.09268161027894277,0.05016892474332861,10000000.0,10000000.0,10000000.0,0.2239842064595819,0.27000115668206404,36,17,12,0.7058823529411765,-222.57008482220004,f_rp_c_p,566.9535587204344,512.9397760887568,512.0919168183261,479.6201696444001
15,428.304131937508,639.9513357252265,0.0890010329965222,0.06284907469762725,0.0896598391893997,0.04797435922962877,10000000.0,10000000.0,10000000.0,0.21903049840063088,0.25069717728292684,37,10,8,0.8,-204.152065968754,f_rpxh_nb,479.9590666881164,448.1862533753649,447.6875126280527,428.47573880178254
16,464.6668078243732,631.1492912333199,0.10010284155136032,0.0732892271255373,0.09341032513520392,0.05065446545244783,10000000.0,10000000.0,10000000.0,0.22506546925827567,0.27071983142270406,38,9,6,0.6666666666666666,-223.3334039121866,f_rpxh_p,511.15624909992084,482.5607171184445,482.11185044586347,464.8071040051994
17,554.2524749211811,690.4055175725841,0.10734884581087067,0.07466528066670754,0.09949197218721019,0.05000881891168278,10000000.0,10000000.0,10000000.0,0.22362651656653507,0.2732494842935802,39,7,5,0.7142857142857143,-270.1262374605906,f_rp_nb,590.4109292466071,568.169959927681,567.8208414045624,554.3396344542551
18,564.4280134851114,766.4046580303736,0.10938267956534695,0.07486241965066784,0.10138863688909037,0.05020382191297911,10000000.0,10000000.0,10000000.0,0.22406209387796747,0.273609977249858,40,12,7,0.5833333333333334,-270.2140067425557,f_rp_c_p,626.4139351858415,588.2865592105397,587.688070313765,564.6717634851113
19,473.8799166689549,690.6918408354453,0.09954976107835005,0.07156998822825426,0.09330937812092277,0.0492628040714701,10000000.0,10000000.0,10000000.0,0.22195225628830653,0.2675256776988973,41,11,8,0.7272727272727273,-225.93995833447744,f_c_p,530.7003448946242,495.7502502505975,495.201635428554,474.0860056619291
20,435.94345285094886,552.0964955023519,0.09093901027997271,0.06407666477631226,0.08910575758471644,0.04684955216207402,10000000.0,10000000.0,10000000.0,0.2164475737033659,0.2531336895324529,43,7,4,0.5714285714285714,-210.97172642547443,f_rp_p,472.10190717637477,449.86093785744873,449.51181933433014,436.0306123840228
21,430.4139783807582,627.2259025472486,0.0889988398495604,0.06286657062959829,0.08968604134034223,0.04795937684684813,10000000.0,10000000.0,10000000.0,0.21899629413953134,0.25073206940796045,44,11,7,0.6363636363636364,-204.2069891903791,f_rp_nb,487.23440660642746,452.2843119624008,451.73569714035733,430.6200673737324
22,433.5857731587331,560.0682565676798,0.09048511635967334,0.06423738408184998,0.09002373554550377,0.04792388010150068,10000000.0,10000000.0,10000000.0,0.21891523496892737,0.25345095005118834,45,9,4,0.4444444444444444,-207.79288657936655,f_rp_p,480.0752144342807,451.47968245280435,451.03081578022335,433.7260693395593
23,466.96640994728244,597.9547322199136,0.09890568262555086,0.07093161686300363,0.09145885203364483,0.04721684261259152,10000000.0,10000000.0,10000000.0,0.21729436857082035,0.2663299023072768,46,6,5,0.8333333333333334,-227.48320497364122,fxh_nb,497.9593707976475,478.89568280999663,478.5964383616093,467.0317287653229
24,428.8260757848299,519.8143980574611,0.09046583922290372,0.06420109842513344,0.08943576247139108,0.04715358335670113,10000000.0,10000000.0,10000000.0,0.21714875858890176,0.2533793567462303,47,6,3,0.5,-208.41303789241496,f_rp_p,459.819036635195,440.7553486475441,440.45610419915675,428.8913946028704
25,427.3444537372738,568.6622167674486,0.08939834570145423,0.06343042402288553,0.08968682699322711,0.04750371960264902,10000000.0,10000000.0,10000000.0,0.2179534803636983,0.25185397360948175,48,8,5,0.625,-205.6722268686369,f_rp_nb,468.6684015377606,443.25015088755936,442.85115828970953,427.4566032699841
26,428.7053571598194,640.352560947538,0.08907260423858886,0.06299458446674418,0.08976084828459362,0.0479823426421056,10000000.0,10000000.0,10000000.0,0.21904872207366471,0.250987219727906,49,10,8,0.8,-204.3526785799097,f_cxh_p,480.36029191042786,448.58747859767635,448.0887378503641,428.876964024094
27,442.9253947538446,664.902039299107,0.09010318787886433,0.06321890273673178,0.0885445727973442,0.046391228993909295,10000000.0,10000000.0,10000000.0,0.21538623213638633,0.2514336945135472,50,12,8,0.6666666666666666,-209.4626973769223,f_rp_c_p,504.9113164545748,466.7839404792729,466.1854515824982,443.1691447538446
28,432.3553609016218,634.3320054468841,0.08899416100395892,0.06284650463904795,0.08963955368142239,0.04793609488971492,10000000.0,10000000.0,10000000.0,0.2189431316340271,0.2506920514077938,51,12,7,0.5833333333333334,-204.1776804508109,f_rpxh_nb,494.34128260235195,456.2139066270501,455.61541773027545,432.59911090162177
29,430.4953898001829,627.3073139666733,0.08897422938141329,0.06287682881550821,0.08963526556797434,0.04794758289861552,10000000.0,10000000.0,10000000.0,0.2189693652057646,0.25075252504313533,52,11,7,0.6363636363636364,-204.24769490009146,f_rp_c_p,487.3158180258522,452.36572338182555,451.81710855978207,430.70147879315715
30,435.0023979254024,561.4848813343492,0.0906104988907276,0.06439663424030793,0.08968890807131753,0.04730766442562222,10000000.0,10000000.0,10000000.0,0.21750325152885006,0.2537649192467468,53,9,4,0.4444444444444444,-208.5011989627012,f_rp_p,481.49183920095004,452.89630721947367,452.44744054689266,435.1426941062286
31,432.1644720890528,654.141116634315,0.08898935744098302,0.06293518120230293,0.08968508318155702,0.04801974255117991,10000000.0,10000000.0,10000000.0,0.21913407437269977,0.2508688525949424,54,12,8,0.6666666666666666,-204.0822360445264,f_rp_cxh_p,494.150393789783,456.02301781448114,455.4245289177064,432.4082220890528
32,434.45178255226904,641.5931474763032,0.08904100274241712,0.06287901338722872,0.08976951726073376,0.04800053508942041,10000000.0,10000000.0,10000000.0,0.21909024416760417,0.25075688103665017,55,13,7,0.5384615384615384,-204.22589127613452,f_rp_nb,501.60319772806,460.29854042148304,459.65017744997715,434.7363798939422
