Y,US,RSHS,RSMS,O,AADT,MCV,C,CT
0,1,0,0,0.872,0.66,0.35,0,0
0,1,0,0,0.921,0.61,0.3,0,0
0,0,1,0,1.151,0.61,0.3,0,1
0,0,1,0,1.061,0.61,0.3,0,1
0,1,0,0,0.921,0.73,0.14,0,0
0,1,0,0,0.885,0.73,0.14,0,0
0,0,1,0,0.91,0.73,0.14,0,0
0,0,1,0,1.151,0.64,0.34,0,1
0,0,1,0,1.151,0.64,0.34,0,1
0,0,1,0,1.151,0.64,0.34,0,1
0,0,1,0,1.151,0.64,0.34,0,1
0,0,1,0,1.151,0.64,0.34,0,1
0,0,1,0,1.151,0.64,0.34,0,1
0,0,1,0,1.151,0.64,0.34,0,1
0,0,1,0,1.151,0.64,0.34,0,1
0,0,1,0,1.151,0.64,0.34,0,1
1,0,1,0,1.151,0.64,0.34,0,1
0,0,1,0,1.151,0.64,0.34,0,1
0,0,1,0,1.151,0.64,0.34,0,1
0,0,1,0,1.151,0.64,0.34,0,1
0,0,1,0,1.11,0.64,0.34,0,1
0,0,1,0,0.968,0.65,0.31,0,1
0,0,1,0,1.151,0.65,0.31,0,1
0,0,1,0,0.91,0.65,0.31,0,1
0,0,1,0,0.962,0.66,0.24,0,0
0,0,1,0,1.145,0.66,0.24,0,1
0,0,1,0,0.99,0.66,0.24,0,1
0,0,1,0,1.02,0.66,0.24,0,1
0,1,0,0,0.87,0.7,0.29,0,0
0,1,0,0,0.947,0.7,0.29,0,0
0,1,0,0,0.931,0.72,0.28,0,1
0,0,1,0,1.1,0.74,0.25,0,1
0,0,1,0,1.013,0.62,0.23,1,1
0,0,1,0,0.985,0.62,0.23,0,0
0,0,1,0,0.931,0.62,0.23,0,1
0,0,1,0,1.151,0.56,0.21,0,1
0,0,1,0,0.962,0.56,0.21,1,1
0,0,1,0,0.947,0.56,0.21,0,1
0,0,1,0,1.151,0.55,0.21,0,1
0,0,1,0,1.151,0.55,0.21,0,1
0,0,1,0,1.151,0.55,0.21,0,1
0,0,1,0,1.151,0.55,0.21,0,1
0,0,1,0,1.151,0.55,0.21,0,1
0,0,1,0,1.151,0.55,0.21,0,1
0,0,1,0,1.151,0.55,0.21,0,1
0,0,1,0,1.123,0.55,0.21,0,1
0,0,1,0,1,0.61,0.18,1,0
0,0,1,0,0.931,0.61,0.18,0,1
0,0,1,0,1.14,0.61,0.18,0,1
0,0,1,0,0.99,0.61,0.18,0,0
0,0,1,0,1.111,0.61,0.18,1,1
0,0,1,0,0.955,0.61,0.18,0,1
0,0,1,0,1.034,0.61,0.18,0,1
0,1,0,0,0.939,0.61,0.18,0,1
0,0,1,0,0.968,0.61,0.18,0,1
0,0,1,0,1.049,0.61,0.18,1,1
0,0,1,0,0.931,0.61,0.18,0,1
0,0,1,0,1.028,0.61,0.18,1,1
0,1,0,0,0.854,0.61,0.18,0,0
0,0,1,0,1.114,0.64,0.27,0,1
0,0,1,0,0.921,0.64,0.27,0,0
0,0,1,0,1.017,0.64,0.27,1,0
0,0,1,0,1.009,0.64,0.27,0,1
0,0,1,0,0.938,0.64,0.27,1,1
0,1,0,0,0.76,0.64,0.36,0,0
0,0,1,0,1.088,0.64,0.36,0,1
0,0,1,0,0.931,0.64,0.36,0,1
0,0,1,0,1.151,0.64,0.35,0,1
0,0,1,0,1.151,0.64,0.35,0,1
0,0,1,0,1.151,0.64,0.35,0,1
0,0,1,0,1.091,0.64,0.35,0,1
0,1,0,0,0.87,0.4,0.14,0,0
0,0,1,0,0.91,0.4,0.14,0,0
0,0,1,0,1.151,0.4,0.14,0,0
0,0,1,0,1.151,0.4,0.14,0,0
0,0,1,0,1.151,0.4,0.14,0,0
0,0,1,0,1.151,0.4,0.14,0,0
0,0,1,0,1.151,0.4,0.14,0,0
0,0,1,0,0.962,0.4,0.14,1,0
0,0,1,0,1.013,0.4,0.14,0,0
0,0,1,0,1.151,0.4,0.12,0,0
0,0,1,0,1.151,0.4,0.12,0,0
0,0,1,0,1.151,0.4,0.12,0,0
0,0,1,0,1.151,0.4,0.12,0,0
0,0,1,0,1.151,0.4,0.12,0,0
0,0,1,0,1.151,0.4,0.12,0,0
0,0,1,0,1.055,0.4,0.12,0,0
0,0,1,0,0.894,0.4,0.11,0,0
0,0,1,0,1.151,0.42,0.17,0,1
0,0,1,0,1.151,0.42,0.17,0,1
0,0,1,0,1.151,0.42,0.17,0,1
0,0,1,0,1.151,0.42,0.17,0,1
0,0,1,0,1.151,0.42,0.17,0,1
0,0,1,0,1.151,0.42,0.17,0,1
0,0,1,0,1.151,0.42,0.17,0,1
0,0,1,0,1.151,0.42,0.17,0,1
0,0,1,0,1.151,0.42,0.17,0,1
0,0,1,0,1.151,0.42,0.17,0,1
0,0,1,0,1.151,0.42,0.17,0,1
0,0,1,0,1.151,0.42,0.17,0,1
0,0,1,0,0.912,0.42,0.17,0,1
0,0,0,0,0.9,0.66,0.18,0,0
0,0,0,0,0.89,0.66,0.18,0,0
0,0,0,0,0.899,0.64,0.26,0,0
0,1,0,0,0.939,0.64,0.26,0,0
0,0,1,0,1.151,0.52,0.18,0,1
0,0,1,0,1.151,0.52,0.18,0,1
0,0,1,0,1.084,0.52,0.18,0,1
0,0,1,0,0.985,0.51,0.18,0,1
0,0,1,0,1.091,0.51,0.18,0,0
0,1,0,0,0.955,0.8,0.4,0,0
0,0,1,0,1.151,0.69,0.33,0,1
0,0,1,0,1.151,0.69,0.33,0,1
0,0,1,0,1.151,0.69,0.33,0,1
0,0,1,0,1.151,0.69,0.33,0,1
0,0,1,0,0.931,0.69,0.33,0,1
0,0,1,0,0.931,0.42,0.18,1,0
0,0,1,0,0.995,0.42,0.18,0,1
0,0,1,0,1.151,0.46,0.28,0,1
0,0,1,0,1.151,0.46,0.28,0,1
0,0,1,0,1.151,0.46,0.28,0,1
0,0,1,0,1.151,0.46,0.28,0,1
0,0,1,0,1.151,0.46,0.28,0,1
0,0,1,0,1.151,0.46,0.28,0,1
0,0,1,0,1.151,0.46,0.28,0,1
0,0,1,0,1.06,0.46,0.28,0,1
0,1,0,0,0.774,0.5,0.34,0,0
0,0,1,0,1.151,0.65,0.41,0,1
0,0,1,0,1.131,0.65,0.41,0,1
0,1,0,0,0.87,0.91,0.42,0,0
0,1,0,0,0.899,0.91,0.42,0,0
0,1,0,0,0.921,0.91,0.42,1,0
0,1,0,0,0.867,0.9,0.41,0,0
0,0,0,0,0.995,1.02,0.35,0,1
0,0,0,0,0.885,1,0.26,0,1
0,0,0,0,0.921,0.99,0.25,0,1
0,0,0,0,0.899,1,0.29,0,1
0,0,0,0,0.885,1,0.29,1,1
0,0,0,0,0.899,1,0.19,0,1
0,0,0,0,0.892,0.92,0.2,0,1
0,0,0,1,0.963,0.91,0.33,0,1
0,0,1,0,1.052,0.89,0.43,0,1
0,1,0,0,0.852,0.89,0.43,0,0
0,0,0,1,0.921,0.93,0.46,0,1
0,1,0,0,0.931,0.94,0.47,0,1
0,1,0,0,0.91,0.94,0.47,0,0
0,1,0,0,0.87,0.94,0.47,0,0
0,1,0,0,0.87,0.94,0.47,0,1
0,1,0,0,0.87,0.94,0.47,0,1
0,0,1,0,0.885,0.94,0.47,1,0
1,0,1,0,0.956,0.94,0.47,0,1
0,1,0,0,0.919,0.97,0.47,0,1
0,1,0,0,0.885,0.97,0.47,0,0
0,1,0,0,0.931,0.97,0.47,0,0
0,1,0,0,0.899,0.97,0.47,0,0
0,0,0,0,0.931,0.94,0.31,0,0
0,1,0,0,0.91,0.93,0.14,0,0
0,0,0,1,0.899,0.93,0.14,0,0
0,1,0,0,1.013,0.93,0.14,0,0
0,1,0,0,0.868,0.93,0.14,1,0
0,0,0,0,0.872,0.91,0.34,0,0
0,1,0,0,0.885,0.89,0.38,0,0
0,0,0,1,1.074,0.98,0.46,0,1
0,0,0,0,0.947,0.99,0.44,0,0
0,0,0,0,1.006,0.99,0.42,0,1
0,0,1,0,0.981,0.45,0,0,1
0,0,0,0,0.924,0.84,0.31,0,0
0,0,1,0,1.037,0.76,0.2,0,0
0,0,1,0,0.962,0.73,0.07,0,0
0,0,1,0,0.921,0.73,0.07,1,0
0,0,1,0,0.921,0.73,0.07,0,0
0,0,1,0,1.151,0.73,0.07,0,0
0,0,1,0,0.76,0.73,0.07,0,0
0,0,1,0,1.004,0.65,0.02,0,0
0,0,1,0,1.086,0.62,0,1,0
0,0,1,0,0.953,0.62,0,0,0
0,0,1,0,1.151,0.51,0.16,0,1
0,0,1,0,1.151,0.51,0.16,0,1
0,0,1,0,1.151,0.51,0.16,0,1
0,0,1,0,1.049,0.51,0.16,1,1
0,0,1,0,0.985,0.51,0.16,1,1
0,0,1,0,0.974,0.51,0.16,0,1
0,0,1,0,0.921,0.51,0.16,0,1
0,0,1,0,0.931,0.51,0.16,1,1
0,0,1,0,0.99,0.51,0.16,1,1
0,0,1,0,0.98,0.5,0.15,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.151,0.52,0.17,0,1
0,0,1,0,1.128,0.52,0.17,0,1
0,0,1,0,1.151,0.74,0.41,0,0
0,0,1,0,0.992,0.74,0.41,0,0
0,0,1,0,1.151,0.62,0.22,0,1
0,0,1,0,1.151,0.62,0.22,0,1
0,0,1,0,1.123,0.62,0.22,0,1
0,1,0,0,0.902,0.58,0.19,0,0
0,0,1,0,1.151,0.69,0.37,0,0
0,0,1,0,1.151,0.69,0.37,0,0
0,0,1,0,1.151,0.69,0.37,0,0
0,0,1,0,1.151,0.69,0.37,0,0
0,0,1,0,1.151,0.69,0.37,0,0
0,0,1,0,1.02,0.69,0.37,0,0
0,0,1,0,1.082,0.77,0.43,0,0
0,0,1,0,1.077,0.77,0.43,1,0
0,0,0,0,0.87,0.93,0.59,0,0
0,1,0,0,0.921,0.93,0.59,1,0
0,1,0,0,0.909,0.94,0.59,0,0
0,0,1,0,1.151,0.87,0.46,0,1
0,0,1,0,1.049,0.87,0.46,1,1
0,0,1,0,0.87,0.89,0.48,0,1
0,1,0,0,0.885,0.89,0.48,0,1
0,1,0,0,0.885,0.89,0.48,0,1
0,1,0,0,0.91,0.89,0.48,0,0
0,1,0,0,0.87,0.86,0.38,0,0
0,1,0,0,0.76,0.8,0.45,0,1
0,0,1,0,1.049,0.8,0.45,0,1
0,1,0,0,0.885,0.8,0.45,0,0
0,1,0,0,0.899,0.8,0.45,0,1
0,0,1,0,1.046,0.8,0.45,0,1
0,0,1,0,1.097,0.65,0.18,0,0
0,0,1,0,0.985,0.65,0.18,0,0
0,0,1,0,1.151,0.63,0.2,0,1
0,0,1,0,1.071,0.63,0.2,0,1
0,0,1,0,0.921,0.62,0.21,0,0
0,0,1,0,1.057,0.61,0.2,1,1
0,0,0,1,0.955,0.79,0.4,1,0
0,1,0,0,0.899,0.79,0.4,0,0
0,1,0,0,0.897,0.79,0.4,0,0
0,0,1,0,1.151,0.58,0.22,0,0
0,0,1,0,0.939,0.58,0.22,1,0
0,0,1,0,0.968,0.53,0.18,0,0
0,0,1,0,0.947,0.53,0.18,1,0
0,0,1,0,0.98,0.53,0.18,1,0
0,0,1,0,0.939,0.53,0.18,0,0
0,0,1,0,0.968,0.53,0.18,1,0
0,0,1,0,0.962,0.53,0.18,1,1
0,0,1,0,0.921,0.53,0.18,1,1
0,0,1,0,1.017,0.53,0.18,0,1
0,0,1,0,1.028,0.53,0.18,0,0
0,0,1,0,0.99,0.53,0.18,1,1
0,0,1,0,0.921,0.53,0.18,1,1
0,0,1,0,0.962,0.53,0.18,1,1
0,0,1,0,0.962,0.53,0.18,0,0
0,0,1,0,0.939,0.53,0.18,0,0
0,0,1,0,1.128,0.53,0.18,1,0
0,0,1,0,0.931,0.53,0.18,0,0
0,0,1,0,0.921,0.53,0.18,0,0
0,0,1,0,0.931,0.47,0.17,0,0
0,0,1,0,0.947,0.39,0.18,0,1
0,0,1,0,1.151,0.39,0.18,0,1
0,0,1,0,1.151,0.39,0.18,0,1
0,0,1,0,1.1,0.39,0.18,0,1
0,0,1,0,0.931,0.39,0.18,0,0
0,0,1,0,0.995,0.39,0.18,0,0
0,0,1,0,1.046,0.39,0.18,0,0
0,0,1,0,0.921,0.39,0.18,0,0
0,0,1,0,1.151,0.39,0.18,0,0
0,0,1,0,1.151,0.39,0.18,0,0
0,0,1,0,1.028,0.39,0.18,0,0
0,0,1,0,0.931,0.39,0.18,0,0
0,0,1,0,1.151,0.39,0.18,1,0
0,0,1,0,0.931,0.39,0.18,0,0
0,0,1,0,1.151,0.42,0.18,0,1
0,0,1,0,1.151,0.42,0.18,0,1
0,0,1,0,1.151,0.42,0.18,0,1
0,0,1,0,1.151,0.42,0.18,0,1
0,0,1,0,1.151,0.42,0.18,0,1
0,0,1,0,1.151,0.42,0.18,0,1
0,0,1,0,1.02,0.42,0.18,1,1
0,1,0,0,0.891,0.46,0.18,0,0
0,1,0,0,0.87,0.36,0.07,0,0
0,0,0,1,0.931,0.36,0.07,0,0
0,0,1,0,0.968,0.36,0.07,0,0
0,0,1,0,0.968,0.36,0.07,0,0
0,0,1,0,1.151,0.39,0.13,0,0
0,0,1,0,1.151,0.39,0.13,0,0
0,0,1,0,1.151,0.39,0.13,0,0
0,0,1,0,1.151,0.39,0.13,0,0
0,0,1,0,1.151,0.39,0.13,0,0
0,0,1,0,1.151,0.39,0.13,0,0
0,0,1,0,1.151,0.39,0.13,0,0
0,0,1,0,1.137,0.39,0.13,0,0
0,1,0,0,0.923,0.44,0.21,0,0
0,1,0,0,0.87,0.52,0.28,0,0
0,0,1,0,1.151,0.52,0.28,0,0
0,0,1,0,1.151,0.52,0.28,0,0
0,0,1,0,1.151,0.52,0.28,0,0
0,0,1,0,1.151,0.52,0.28,0,0
0,0,1,0,1.151,0.52,0.28,0,0
0,0,1,0,1.151,0.52,0.28,0,0
0,0,1,0,1.078,0.52,0.28,0,0
0,1,0,0,0.943,0.52,0.28,0,0
0,0,0,0,0.974,0.97,0.07,0,0
0,0,0,0,0.931,0.97,0.07,0,0
0,0,0,0,0.891,0.97,0.07,0,0
0,0,0,1,0.955,0.82,0.37,0,0
0,1,0,0,0.87,0.82,0.38,0,0
0,0,1,0,1.074,0.75,0.38,0,1
0,0,0,1,0.993,0.75,0.38,1,1
0,1,0,0,0.921,0.76,0.45,0,1
0,1,0,0,0.87,0.76,0.45,0,1
0,0,0,1,1.017,0.78,0.45,1,1
0,0,1,0,0.98,0.8,0.45,0,1
0,0,1,0,0.939,0.8,0.45,1,1
0,0,1,0,0.99,0.8,0.45,0,1
0,0,1,0,0.968,0.8,0.45,1,1
0,0,1,0,0.939,0.8,0.45,0,1
0,0,1,0,0.974,0.8,0.45,1,1
0,1,0,0,0.955,0.8,0.45,0,1
0,0,1,0,0.955,0.8,0.45,0,1
0,0,0,1,0.947,0.8,0.45,0,1
0,0,1,0,0.968,0.8,0.45,0,1
0,0,1,0,0.939,0.8,0.45,0,1
0,0,1,0,0.91,0.8,0.45,0,1
0,1,0,0,0.935,0.8,0.45,1,1
0,1,0,0,0.921,0.83,0.44,1,1
0,1,0,0,0.91,0.83,0.44,1,1
0,0,1,0,0.91,0.83,0.45,0,1
0,0,1,0,0.885,0.83,0.45,1,1
0,0,1,0,0.87,0.83,0.45,1,0
0,0,1,0,0.939,0.83,0.45,0,1
0,0,1,0,0.974,0.83,0.45,1,1
0,0,1,0,0.931,0.83,0.45,0,1
0,0,1,0,0.995,0.83,0.45,0,0
0,0,1,0,1.04,0.83,0.45,0,1
0,0,1,0,0.955,0.82,0.44,0,0
0,0,1,0,0.953,0.82,0.18,1,0
0,0,0,0,0.792,1.02,0.14,0,0
0,1,0,0,0.923,1,0.11,1,0
0,0,0,0,0.896,1,0.11,1,1
0,1,0,0,0.957,1,0.11,0,1
0,1,0,0,0.885,0.99,0.28,0,0
0,1,0,0,0.91,0.99,0.28,1,0
0,0,0,0,0.899,0.99,0.28,0,0
0,0,1,0,0.98,0.78,0.31,1,0
0,0,0,1,0.947,0.78,0.31,1,1
0,0,0,1,0.968,0.78,0.31,1,0
0,0,0,1,0.968,0.78,0.31,1,1
0,0,0,1,1.024,0.78,0.31,1,1
0,0,0,1,0.939,0.78,0.31,1,1
0,0,0,1,0.955,0.75,0.42,0,1
0,0,1,0,1.031,0.73,0.44,0,1
0,0,1,0,0.985,0.73,0.44,0,1
0,0,1,0,0.955,0.73,0.44,0,1
0,0,1,0,0.955,0.73,0.44,0,1
0,0,1,0,0.921,0.69,0.38,0,0
0,0,0,1,0.955,0.69,0.38,1,0
0,0,1,0,0.947,0.69,0.38,0,0
0,0,1,0,1.062,0.69,0.38,0,0
0,0,1,0,0.947,0.69,0.38,1,1
0,1,0,0,0.899,0.79,0.2,0,0
0,1,0,0,0.899,0.95,0.42,0,0
0,1,0,0,0.908,0.95,0.42,0,0
0,0,0,0,0.949,0.95,0.42,0,0
0,1,0,0,0.91,0.9,0.37,0,0
0,1,0,0,0.87,0.84,0.32,0,0
0,1,0,0,0.87,0.84,0.32,0,0
0,0,1,0,1.151,0.73,0.34,0,1
0,0,1,0,1.151,0.73,0.34,0,1
0,0,1,0,1.151,0.73,0.34,0,1
0,0,1,0,1.151,0.73,0.34,0,1
0,0,1,0,1.004,0.73,0.34,0,1
0,1,0,0,0.878,0.71,0.34,0,0
0,1,0,0,0.899,0.4,0.07,0,0
0,0,0,1,1.009,0.4,0.07,0,0
0,0,0,1,1.151,0.44,0.07,0,0
0,0,0,1,1.151,0.44,0.07,0,0
0,0,0,1,1.151,0.44,0.07,0,0
0,0,0,1,1.151,0.44,0.07,0,0
0,0,0,1,1.151,0.44,0.07,0,0
0,0,0,1,1.151,0.44,0.07,0,0
0,0,0,1,1.151,0.44,0.07,0,0
0,0,0,1,1.151,0.44,0.07,0,0
0,0,0,1,1.093,0.44,0.07,1,0
0,1,0,0,0.829,0.44,0.07,0,0
0,0,1,0,1.151,0.39,0.1,0,0
0,0,1,0,1.151,0.39,0.1,0,0
0,0,1,0,1.151,0.39,0.1,0,0
0,0,1,0,1.151,0.39,0.1,0,0
0,0,1,0,1.151,0.39,0.1,0,0
0,0,1,0,1.151,0.39,0.1,0,0
0,0,1,0,1.151,0.39,0.1,0,0
0,0,1,0,1.151,0.39,0.1,0,0
0,0,1,0,1.151,0.39,0.1,0,0
0,0,1,0,1.151,0.39,0.1,0,0
0,0,1,0,1.151,0.39,0.1,0,0
0,0,1,0,1.117,0.39,0.1,0,0
0,0,0,1,0.962,0.42,0.14,1,0
0,1,0,0,0.8,0.42,0.14,0,0
0,0,1,0,1.151,0.35,0,0,0
0,0,1,0,1.151,0.35,0,0,0
0,0,1,0,1.151,0.35,0,0,0
0,0,1,0,1.151,0.35,0,0,0
0,0,1,0,1.151,0.35,0,0,0
0,0,1,0,1.151,0.35,0,0,0
0,0,1,0,1.151,0.35,0,0,0
0,0,1,0,1.151,0.35,0,0,0
0,0,1,0,1.151,0.35,0,0,0
0,0,1,0,1.151,0.35,0,0,0
0,0,1,0,1.021,0.35,0,0,0
0,0,0,0,1.099,1.04,0.15,0,0
0,0,0,0,0.928,0.99,0.31,0,0
0,0,0,0,0.903,0.99,0.3,1,0
0,1,0,0,0.885,0.76,0.47,0,0
0,0,0,1,0.962,0.76,0.47,0,0
0,1,0,0,0.87,0.76,0.47,0,0
0,1,0,0,0.801,0.76,0.47,0,0
0,0,0,1,0.962,0.66,0.12,0,0
0,0,0,1,0.939,0.68,0.19,0,0
0,1,0,0,0.899,0.68,0.19,0,0
0,1,0,0,0.87,0.68,0.19,0,0
0,0,1,0,1,0.68,0.19,0,0
0,1,0,0,0.931,0.68,0.19,0,0
0,0,1,0,1.092,0.68,0.19,0,0
0,1,0,0,0.947,0.83,0.49,1,0
0,1,0,0,0.885,0.85,0.48,0,0
0,1,0,0,0.91,0.88,0.4,0,0
0,1,0,0,0.938,0.97,0.51,0,0
0,0,0,0,0.928,0.98,0.51,0,0
0,0,0,0,0.876,0.95,0.53,0,0
0,0,0,0,0.885,0.97,0.52,0,0
0,0,0,0,0.885,0.98,0.48,0,0
0,0,0,0,1.151,0.99,0.48,0,0
0,0,0,0,0.939,0.99,0.48,1,0
0,0,0,0,0.885,1.03,0.47,1,0
0,0,0,0,0.89,1.03,0.47,1,0
0,1,0,0,0.767,0.94,0.52,0,0
0,0,0,0,0.955,1.02,0.18,0,0
0,0,0,0,0.885,1.02,0.18,0,0
0,0,0,0,0.801,1.02,0.04,0,0
0,0,0,0,0.939,1.03,0.13,0,0
0,0,0,0,0.938,1,0.33,1,0
0,1,0,0,0.963,0.98,0.11,0,0
0,0,0,0,0.87,0.98,0.11,0,0
0,1,0,0,1.078,0.92,0.17,0,0
0,0,0,0,0.92,0.98,0.07,0,0
0,0,0,0,0.885,1.04,0.41,0,0
0,0,0,0,0.87,1.04,0.41,0,0
0,0,0,0,0.921,1.04,0.41,0,0
0,0,0,0,0.91,1.01,0.41,0,0
0,0,0,0,1.003,1,0.41,0,0
0,0,1,0,1.046,0.78,0.59,0,0
0,0,1,0,1,0.89,0.29,0,0
0,0,1,0,1.013,0.89,0.29,0,1
0,0,1,0,0.87,0.89,0.29,0,1
0,0,1,0,0.931,0.89,0.28,0,1
0,0,1,0,0.87,0.89,0.27,1,1
0,0,1,0,1.04,0.89,0.27,0,1
0,0,1,0,0.931,0.89,0.27,0,1
0,0,1,0,0.974,0.9,0.28,0,1
0,0,0,0,0.91,0.94,0.56,0,0
0,0,1,0,0.899,0.9,0.3,0,0
0,0,1,0,0.931,0.9,0.07,0,0
0,1,0,0,0.964,1.02,0.52,1,0
0,0,0,0,0.935,1.03,0.52,1,0
0,0,0,0,0.931,1,0.55,0,0
0,0,0,0,0.892,1,0.55,0,0
0,1,0,0,0.959,1,0.55,1,0
0,1,0,0,0.91,1,0.55,0,0
0,0,0,0,0.87,0.92,0.57,1,0
1,1,0,0,0.887,0.84,0.57,0,0
0,1,0,0,0.932,0.84,0.57,1,0
0,0,0,0,0.936,0.9,0.33,0,1
0,0,0,0,1.13,0.92,0.36,0,1
0,0,0,0,0.946,0.96,0.4,0,1
0,0,0,0,0.956,0.96,0.4,0,1
0,0,0,0,0.944,0.96,0.4,1,1
0,0,0,0,0.985,0.96,0.4,0,1
0,0,0,0,0.966,1,0.42,1,1
0,0,0,0,0.861,1.08,0.47,1,0
0,0,0,0,0.942,1.08,0.47,1,1
0,0,0,0,0.908,1.08,0.47,0,1
0,0,0,0,0.896,1.08,0.47,0,0
0,0,0,0,1.084,1.08,0.44,0,0
0,1,0,0,0.885,0.94,0.57,0,1
0,1,0,0,0.91,0.92,0.54,0,1
0,1,0,0,0.87,0.87,0.46,0,1
0,1,0,0,0.899,0.83,0.42,0,1
0,0,1,0,0.931,0.83,0.42,0,0
0,0,1,0,0.87,0.83,0.42,0,0
0,0,1,0,1.034,0.83,0.42,0,0
0,0,0,1,0.968,0.77,0.3,0,0
0,0,0,1,0.962,0.76,0.26,0,0
0,0,0,1,0.921,0.76,0.26,1,0
0,0,0,1,0.985,0.76,0.26,0,0
0,0,1,0,0.947,0.76,0.26,0,0
0,1,0,0,0.859,0.87,0.26,0,0
0,0,1,0,0.931,0.87,0.26,0,0
0,0,1,0,0.91,0.87,0.26,0,0
0,0,1,0,0.968,0.87,0.26,1,0
0,0,1,0,1.074,0.86,0.26,0,0
0,0,1,0,0.921,0.85,0.26,0,1
0,0,0,1,0.962,0.92,0.33,0,1
0,0,0,1,0.885,0.92,0.33,0,0
0,0,0,1,0.931,0.92,0.33,0,0
0,0,0,1,1.058,0.92,0.33,1,1
0,1,0,0,0.921,0.69,0.47,0,0
0,1,0,0,0.939,0.69,0.47,0,1
0,0,0,1,0.988,0.69,0.47,1,1
0,1,0,0,0.988,0.8,0.5,0,0
0,0,1,0,0.939,0.52,0.4,1,0
0,0,1,0,0.939,0.52,0.4,1,0
0,0,1,0,0.922,0.52,0.4,1,0
0,0,0,1,0.947,0.67,0.07,0,1
0,0,0,1,0.968,0.67,0.07,1,1
0,0,1,0,1.031,0.67,0.07,0,0
0,0,1,0,0.962,0.67,0.07,1,0
0,0,1,0,0.931,0.67,0.07,0,1
0,0,1,0,0.87,0.67,0.07,0,1
0,0,1,0,1.1,0.5,0.07,0,0
0,0,1,0,0.98,0.5,0.07,0,0
0,0,1,0,1.151,0.5,0.07,0,0
0,0,1,0,1.141,0.5,0.07,0,0
0,0,1,0,1.151,0.41,0.14,0,0
0,0,1,0,1.151,0.41,0.14,0,0
0,0,1,0,1.151,0.41,0.14,0,0
0,0,1,0,1.149,0.41,0.14,0,0
0,0,1,0,0.87,0.51,0.3,0,0
0,0,1,0,0.995,0.51,0.3,0,0
0,0,1,0,1.133,0.51,0.3,0,0
0,0,1,0,0.968,0.51,0.3,0,0
0,0,1,0,1.151,0.51,0.3,0,0
0,0,1,0,1.115,0.51,0.3,0,0
0,1,0,0,0.931,0.58,0.26,0,0
0,0,1,0,1.037,0.58,0.26,0,0
0,0,1,0,1.024,0.58,0.26,1,0
0,0,1,0,1,0.58,0.26,0,0
0,0,1,0,0.899,0.58,0.26,0,0
0,0,1,0,1.151,0.58,0.26,1,0
0,0,1,0,1.129,0.58,0.26,1,0
0,1,0,0,0.899,0.58,0.26,0,0
0,1,0,0,0.887,0.58,0.26,0,0
0,1,0,0,0.931,0.72,0.09,0,0
0,0,1,0,0.962,0.76,0.24,1,0
0,0,1,0,1.097,0.76,0.24,0,0
0,0,1,0,0.921,0.76,0.24,0,0
0,0,1,0,1.11,0.76,0.24,0,0
0,0,1,0,0.921,0.76,0.24,1,0
0,0,1,0,1.052,0.75,0.21,1,0
0,1,0,0,0.899,0.75,0.21,1,0
0,1,0,0,0.92,0.75,0.21,0,0
0,1,0,0,0.87,0.39,0.14,1,0
0,0,1,0,0.921,0.39,0.14,0,0
0,0,1,0,0.974,0.39,0.14,0,0
0,0,1,0,0.974,0.39,0.14,0,0
0,0,1,0,0.931,0.39,0.14,1,1
0,1,0,0,0.87,0.47,0.14,0,0
0,0,1,0,0.955,0.47,0.14,0,0
0,0,1,0,0.995,0.47,0.14,1,0
0,0,1,0,0.921,0.47,0.14,0,0
0,0,1,0,0.99,0.47,0.14,1,0
0,0,1,0,0.939,0.47,0.14,0,0
0,0,1,0,1.151,0.38,0.08,0,0
0,0,1,0,1.151,0.38,0.08,0,0
0,0,1,0,1.151,0.38,0.08,0,0
0,0,1,0,0.819,0.38,0.08,0,0
0,1,0,0,0.91,0.62,0.22,0,0
0,1,0,0,0.899,0.61,0.22,0,0
0,0,1,0,0.955,0.58,0.31,0,0
0,0,1,0,0.962,0.58,0.31,0,0
0,0,1,0,1.055,0.58,0.31,1,0
0,0,1,0,0.974,0.58,0.31,0,0
0,0,1,0,1.151,0.45,0.15,0,0
0,0,1,0,1.151,0.45,0.15,0,0
0,0,1,0,1.151,0.45,0.15,0,0
0,0,1,0,1.14,0.45,0.15,0,0
0,0,1,0,1.151,0.45,0.28,0,0
0,0,1,0,1.151,0.45,0.28,0,0
0,0,1,0,1.151,0.45,0.28,0,0
0,0,1,0,1.139,0.45,0.28,0,0
0,0,0,1,0.765,0.45,0.28,0,0
0,0,0,1,0.861,0.45,0.28,1,0
