ID,Month,Death,Roadway_Class,Road_surface,Road_section,Weather_condition,Light_condition
3318,2,0,3,1,1,1,1
3319,2,1,2,1,1,1,3
3320,2,0,4,1,3,1,2
3321,2,1,1,1,1,1,3
3322,2,1,2,1,1,1,1
3323,2,0,2,1,3,1,1
3324,2,0,1,1,3,1,1
3325,2,0,4,1,1,1,1
3326,2,0,1,1,1,1,2
3327,2,0,4,1,1,1,1
3328,2,1,4,1,1,1,3
3329,2,0,4,1,1,1,1
3330,2,1,4,1,1,1,1
3331,2,1,1,1,1,1,3
3332,2,0,1,1,3,1,1
3333,2,1,1,1,1,1,3
3334,2,0,4,1,3,1,1
3335,2,0,3,1,3,1,1
3336,2,0,3,1,3,1,1
3337,2,0,1,1,1,1,2
3338,2,1,2,2,3,2,2
3339,2,0,2,1,3,1,1
3340,2,0,1,1,1,1,1
3341,2,0,4,1,1,1,3
3342,2,0,2,1,1,1,1
3343,2,0,2,1,1,1,1
3344,2,0,3,1,1,1,3
3345,2,0,1,1,1,1,2
3346,2,0,2,1,1,1,2
3347,2,1,2,1,1,1,1
3348,2,1,2,1,1,2,2
3349,2,0,4,1,3,1,3
3350,2,0,4,1,1,1,1
3351,2,0,3,1,1,1,1
3352,2,1,1,1,1,1,3
3353,2,0,2,1,2,1,1
3354,2,0,4,1,1,1,1
3355,2,1,1,1,1,1,3
3356,2,1,4,1,3,1,1
3357,2,1,1,1,3,1,1
3358,2,1,3,1,1,1,1
3359,2,1,3,1,1,1,3
3360,2,0,1,1,1,1,2
3361,2,0,2,1,1,1,1
3362,2,0,1,1,3,1,1
3363,2,0,3,1,1,1,1
3364,2,0,2,1,1,1,1
3365,2,0,4,1,1,2,2
3366,2,0,3,1,1,1,1
3367,2,0,1,1,1,1,1
3368,2,0,4,1,1,1,1
3369,2,0,4,1,1,1,3
3370,2,0,2,1,1,1,1
3371,2,0,2,1,1,1,3
3372,2,0,1,1,1,1,1
3373,2,1,3,1,1,1,1
3374,2,0,2,1,1,1,1
3375,2,0,2,1,3,1,1
3376,2,1,4,1,1,2,1
3377,2,2,1,1,1,1,3
3378,2,1,1,1,1,1,2
3379,2,1,1,1,3,1,1
3380,2,0,4,1,2,1,1
3381,2,0,1,1,1,1,1
3382,2,1,1,1,3,1,1
3383,2,0,4,1,2,1,1
3384,2,0,3,1,3,1,2
3385,2,0,3,1,3,1,1
3386,2,1,1,1,1,1,1
3387,2,0,3,1,3,1,1
3388,2,0,3,1,3,1,1
3389,2,1,1,1,1,1,1
3390,2,1,1,1,1,1,1
3391,2,0,2,1,3,1,2
3392,2,1,4,1,1,1,3
3393,2,1,1,1,1,1,2
3394,2,0,4,1,1,1,2
3395,2,0,4,1,1,1,1
3396,2,0,1,1,1,1,1
3397,2,0,4,1,2,1,1
3398,2,1,4,1,2,1,3
3399,2,2,1,1,1,1,1
3400,2,1,1,1,1,1,3
3401,2,0,1,1,1,1,2
3402,2,0,4,1,1,1,1
3403,2,0,1,1,3,1,1
3404,2,0,1,1,3,1,1
3405,2,0,1,1,1,1,1
3406,2,0,4,1,2,1,1
3407,2,0,1,1,3,1,1
3408,2,0,1,1,1,1,1
3409,2,0,3,1,1,1,2
3410,2,0,1,1,1,1,3
3411,2,0,3,1,1,1,3
3412,2,0,1,1,3,1,1
3413,2,0,3,1,1,1,3
3414,2,0,3,1,3,1,1
3415,2,0,4,1,3,1,1
3416,2,0,4,1,1,1,1
3417,2,0,4,1,3,1,2
3418,2,0,4,1,1,1,1
3419,2,0,3,1,1,1,3
3420,2,0,3,1,1,1,1
3421,2,1,1,1,3,2,1
3422,2,0,4,1,1,1,1
3423,2,0,4,1,3,1,1
3424,2,1,1,1,3,2,2
3425,2,1,1,1,1,1,1
3426,2,0,4,1,1,1,3
3427,2,0,1,1,1,1,1
3428,2,0,3,1,1,1,3
3429,2,0,4,2,1,2,2
3430,2,0,3,1,1,1,3
3431,2,0,4,1,1,1,1
3432,2,0,1,1,1,1,3
3433,2,2,2,1,1,1,1
3434,2,0,3,1,1,1,1
3435,2,0,4,1,1,1,1
3436,2,0,4,1,1,1,1
3437,2,0,1,1,1,1,2
3438,2,0,1,1,1,1,2
3439,2,0,3,1,3,1,1
3440,2,0,4,1,2,1,2
3441,2,0,4,1,1,1,1
3442,2,0,1,1,3,1,1
3443,2,0,3,1,3,1,2
3444,2,1,1,1,1,1,1
3445,2,0,1,1,3,1,1
3446,2,0,3,1,1,1,2
3447,2,0,1,1,1,1,3
3448,2,0,1,1,3,1,1
3449,2,0,3,1,1,1,3
3450,2,0,1,1,2,1,1
3451,2,0,4,1,3,1,3
3452,2,1,1,1,1,1,3
3453,2,0,4,1,1,1,1
3454,2,0,1,1,1,1,3
3455,2,1,1,1,1,1,3
3456,2,0,4,1,1,2,2
3457,2,0,3,1,1,1,3
3458,2,0,4,1,1,1,1
3459,2,0,1,1,2,1,1
3460,2,1,2,1,1,1,3
3461,2,1,4,1,1,1,2
3462,2,1,4,1,1,1,1
3463,2,0,3,1,1,1,1
3464,2,0,2,1,2,1,1
3465,2,0,3,1,3,1,1
3466,2,0,1,1,1,1,2
3467,2,0,1,1,3,1,1
3468,2,1,4,1,1,1,1
3469,2,0,1,1,3,1,1
3470,2,0,4,1,1,2,2
3471,2,1,2,1,1,1,1
3472,2,0,3,1,1,1,2
3473,2,0,4,1,1,1,1
3474,2,0,1,1,1,1,1
3475,2,1,1,1,1,1,1
3476,2,0,4,1,1,1,1
3477,2,0,4,1,1,1,1
3478,2,0,1,1,3,1,1
3479,2,0,2,1,1,1,2
3480,2,0,4,1,1,2,2
3481,2,1,1,1,1,1,1
3482,2,0,4,1,1,1,1
3483,2,0,4,1,1,1,1
3484,2,1,1,1,1,1,1
3485,2,1,1,1,1,1,1
3486,2,0,2,1,1,1,1
3487,2,1,4,1,1,1,1
3488,2,1,1,1,3,1,2
3489,2,0,4,1,3,1,3
3490,2,0,1,1,2,1,3
3491,2,0,2,1,1,1,1
3492,2,0,4,1,1,1,1
3493,2,0,4,1,1,1,1
3494,2,0,3,1,1,1,2
3495,2,1,1,1,1,1,3
3496,2,0,1,1,1,1,1
3497,2,1,1,1,1,1,1
3498,2,0,1,1,2,1,1
3499,2,0,4,1,1,1,3
3500,2,0,4,1,1,1,1
3501,2,0,1,1,1,1,1
3502,2,0,4,1,1,2,2
3503,2,0,4,1,1,2,2
3504,2,0,4,1,1,1,2
3505,2,0,3,1,1,1,1
3506,2,0,4,1,1,2,2
3507,2,0,3,1,3,1,1
3508,2,0,1,2,2,3,1
3509,2,1,3,1,2,1,3
3510,2,0,1,1,1,1,2
3511,2,0,4,1,1,1,1
3512,2,0,3,1,1,1,1
3513,2,0,4,1,1,1,1
3514,2,1,1,1,3,1,1
3515,2,0,3,1,3,1,3
3516,2,0,3,1,3,1,3
3517,2,0,4,1,1,1,2
3518,2,0,3,1,1,1,1
3519,2,0,3,1,3,1,1
3520,2,1,1,1,3,1,1
3521,2,1,1,1,2,1,1
3522,2,0,1,1,1,1,2
3523,2,0,1,1,3,1,1
3524,2,1,1,1,1,1,2
3525,2,1,1,1,3,1,1
3526,2,1,1,1,1,1,1
3527,2,0,4,1,1,1,1
3528,2,0,1,1,3,1,2
3529,2,0,3,1,1,1,1
3530,2,1,1,1,1,1,2
3531,2,0,1,1,1,1,1
3532,2,0,4,1,1,1,3
3533,2,1,1,1,1,1,3
3534,2,0,4,1,1,1,1
3535,2,0,2,1,1,1,1
3536,2,0,4,1,1,1,1
3537,2,0,3,1,1,1,1
3538,2,0,3,1,1,2,2
3539,2,1,4,1,1,1,3
3540,2,0,4,1,1,1,1
3541,2,0,4,1,1,1,1
3542,2,0,1,1,3,1,1
3543,2,0,1,1,1,1,1
3544,2,0,1,1,1,1,3
3545,2,0,1,1,1,1,2
3546,2,1,1,1,1,1,1
3547,2,0,4,1,1,1,1
3548,2,0,4,1,1,1,1
3549,2,1,4,1,1,1,1
3550,2,0,1,1,1,1,1
3551,2,0,4,1,1,1,1
3552,2,1,1,1,3,1,2
3553,2,0,1,1,1,1,2
3554,2,0,2,1,1,1,1
3555,2,0,4,1,3,1,1
3556,2,1,1,1,1,1,1
3557,2,0,1,1,1,1,1
3558,2,0,4,1,3,1,1
3559,2,1,1,1,1,1,1
3560,2,0,1,1,1,1,1
3561,2,0,1,1,3,1,2
3562,2,0,2,1,1,1,1
3563,2,0,3,1,1,1,1
3564,2,0,4,1,3,1,1
3565,2,1,1,2,1,2,2
3566,2,0,4,1,1,1,1
3567,2,0,4,1,1,1,1
3568,2,0,3,1,3,1,2
3569,2,0,4,1,1,1,2
3570,2,0,1,1,3,1,1
3571,2,0,1,1,1,1,1
3572,2,1,3,1,3,1,1
3573,2,1,4,1,1,1,1
3574,2,0,4,1,1,1,2
3575,2,0,4,1,1,2,2
3576,2,0,1,1,3,1,1
3577,2,0,1,1,1,1,1
3578,2,0,1,1,2,1,1
3579,2,0,2,1,2,1,3
3580,2,0,1,1,2,1,1
3581,2,0,1,1,1,1,1
3582,2,0,2,1,2,1,1
3583,2,0,1,1,3,1,2
3584,2,0,1,1,1,1,2
3585,2,1,1,1,3,1,1
3586,2,0,4,1,3,1,1
3587,2,0,1,1,3,1,1
3588,2,0,1,1,1,1,2
3589,2,0,3,1,1,1,1
3590,2,0,1,1,3,1,2
3591,2,0,4,1,1,1,1
3592,2,1,1,1,1,1,1
3593,2,1,1,1,1,1,3
3594,2,0,1,1,2,1,3
3595,2,1,1,1,1,1,1
3596,2,1,1,1,1,1,1
3597,2,1,1,1,1,1,2
3598,2,0,4,1,1,2,2
3599,2,0,4,1,1,1,1
3600,2,0,1,1,3,1,1
3601,2,0,4,1,1,1,2
3602,2,0,4,1,1,1,1
3603,2,0,4,1,1,2,2
3604,2,0,1,1,3,1,1
3605,2,0,1,1,3,1,1
3606,2,0,1,1,1,1,1
3607,2,0,4,1,3,1,1
3608,2,0,1,1,3,1,2
3609,2,0,4,1,1,1,1
3610,2,1,1,1,1,1,1
3611,2,0,4,1,1,1,1
3612,2,0,4,1,1,1,1
3613,2,0,1,1,3,1,2
3614,2,1,1,1,1,1,1
3615,2,3,1,1,1,1,3
3616,2,0,2,1,1,1,2
3617,2,0,1,1,1,1,2
3618,2,1,1,1,3,1,1
3619,2,1,1,1,1,1,1
3620,2,0,4,1,2,1,1
3621,2,0,1,1,1,1,1
3622,2,0,1,1,1,1,2
3623,2,0,1,1,3,1,1
3624,2,1,1,1,1,1,1
3625,2,1,1,1,1,1,2
3626,2,0,4,1,1,1,1
3627,2,0,3,1,1,1,3
3628,2,0,3,1,1,1,1
3629,2,1,1,1,2,2,2
3630,2,1,1,1,2,1,1
3631,2,0,1,1,1,1,1
3632,2,0,4,1,1,1,3
3633,2,0,1,1,3,1,2
3634,2,1,1,1,2,1,1
3635,2,1,1,1,3,1,2
3636,2,0,2,1,2,1,1
3637,2,0,1,1,2,2,1
3638,2,0,1,1,1,1,1
3639,2,0,1,1,1,1,2
3640,2,0,4,1,3,1,1
3641,2,0,4,1,2,1,1
3642,2,0,4,1,1,1,1
3643,2,0,4,1,1,1,2
3644,2,0,4,1,1,1,1
3645,2,1,1,1,1,1,1
3646,2,1,1,1,1,1,1
3647,2,0,1,1,1,1,1
3648,2,0,1,1,1,1,1
3649,2,0,1,1,1,1,3
3650,2,0,3,1,1,1,1
3651,2,1,1,1,1,1,1
3652,2,0,1,1,1,1,1
3653,2,1,1,1,2,1,2
3654,2,0,1,1,1,1,1
3655,2,0,1,1,1,1,1
3656,2,1,1,1,1,1,1
3657,2,0,1,1,1,1,1
3658,2,0,1,1,2,1,3
3659,2,0,1,1,1,1,1
3660,2,0,1,1,3,1,1
3661,2,0,4,1,3,1,1
3662,2,0,4,1,3,1,3
3663,2,0,1,1,1,1,2
3664,2,0,3,1,1,1,1
3665,2,0,4,1,2,1,3
3666,2,0,4,1,1,2,3
3667,2,0,2,1,1,1,1
3668,2,1,1,1,1,1,1
3669,2,0,2,1,1,1,2
3670,2,0,2,1,1,1,1
3671,2,0,1,1,3,1,1
3672,2,2,1,2,2,3,1
3673,2,1,1,1,1,1,3
3674,2,1,1,1,1,1,1
3675,2,0,3,1,1,1,1
3676,2,0,1,1,2,1,1
3677,2,0,4,1,3,1,1
3678,2,0,4,1,1,1,1
3679,2,0,4,1,1,1,1
3680,2,0,4,1,1,1,1
3681,2,0,4,1,1,1,2
3682,2,0,4,1,1,2,2
3683,2,1,1,1,1,1,1
3684,2,0,1,1,3,1,1
3685,2,0,1,1,3,1,1
3686,2,1,4,1,1,1,1
3687,2,1,1,1,1,1,2
3688,2,0,2,1,1,1,2
3689,2,0,2,1,1,1,1
3690,2,1,1,1,1,1,1
3691,2,0,1,1,3,1,1
3692,2,0,1,1,1,1,2
3693,2,0,1,1,3,1,2
3694,2,0,1,1,2,1,1
3695,2,0,4,2,3,3,1
3696,2,0,4,1,1,1,1
3697,2,0,4,1,1,1,1
3698,2,0,1,1,1,1,1
3699,2,1,1,1,1,1,1
3700,2,0,3,1,1,1,2
3701,2,0,1,1,2,1,1
3702,2,0,1,1,2,2,2
3703,2,0,2,1,2,1,1
3704,2,0,1,1,3,1,1
3705,2,0,1,1,1,1,1
3706,2,0,1,1,1,1,1
3707,2,0,1,1,1,1,1
3708,2,0,1,1,1,1,2
3709,2,1,3,1,1,1,2
3710,2,0,4,1,1,1,1
3711,2,0,1,1,3,1,2
3712,2,0,4,1,1,1,3
3713,2,0,1,2,3,1,1
3714,2,0,2,1,1,1,2
3715,2,0,4,1,3,1,1
3716,2,0,4,1,3,1,1
3717,2,0,1,1,2,1,1
3718,2,1,1,1,1,1,1
3719,2,2,1,1,2,1,3
3720,2,1,1,1,1,1,1
3721,2,0,1,1,1,1,1
3722,2,1,3,1,3,1,2
3723,2,0,4,1,1,1,1
3724,2,0,4,1,1,1,1
3725,2,0,3,1,1,1,1
3726,2,0,3,1,2,1,2
3727,2,0,1,1,1,1,1
3728,2,2,1,1,1,1,3
3729,2,1,1,1,1,1,1
3730,2,1,1,1,1,1,2
3731,2,0,2,1,3,1,2
3732,2,0,1,1,1,1,1
3733,2,0,1,1,3,1,1
3734,2,0,2,1,1,1,1
3735,2,0,4,1,1,1,1
3736,2,1,1,1,1,1,1
3737,2,0,1,1,3,1,1
3738,2,0,4,1,2,1,1
3739,2,0,1,1,2,1,1
3740,2,1,4,1,1,1,3
3741,2,0,1,1,2,1,1
3742,2,1,2,1,1,1,2
3743,2,0,2,1,1,1,2
3744,2,1,3,1,1,1,1
3745,2,0,2,1,1,1,1
3746,2,1,3,1,1,1,2
3747,2,0,4,1,3,1,1
3748,2,0,4,1,1,1,1
3749,2,0,2,1,1,1,1
3750,2,0,4,1,2,1,1
3751,2,0,2,1,1,1,2
3752,2,0,4,1,2,1,1
3753,2,0,4,1,2,1,1
3754,2,0,2,1,2,1,1
3755,2,0,4,1,1,1,1
3756,2,1,1,1,1,1,1
3757,2,0,1,1,2,1,1
3758,2,0,1,1,1,1,1
3759,2,1,1,1,1,1,2
3760,2,0,4,1,1,1,2
3761,2,1,1,1,1,3,1
3762,2,0,2,1,1,1,1
3763,2,0,1,1,1,1,2
3764,2,1,2,1,1,1,1
3765,2,0,1,1,1,1,1
3766,2,1,3,1,2,1,1
3767,2,0,1,1,3,1,1
3768,2,0,1,1,3,1,1
3769,2,1,1,1,3,1,1
3770,2,0,2,1,1,1,2
3771,2,0,2,1,2,1,1
3772,2,0,2,1,1,1,1
3773,2,0,2,1,1,1,1
3774,2,0,1,1,1,1,1
3775,2,0,1,1,2,1,1
3776,2,0,1,1,1,1,2
3777,2,1,2,1,1,1,3
3778,2,0,2,1,1,1,1
3779,2,0,2,1,1,1,1
3780,2,0,1,1,3,1,1
3781,2,0,1,1,1,1,1
3782,2,0,4,1,1,1,1
3783,2,0,2,1,3,1,1
3784,2,1,1,1,1,1,2
3785,2,0,3,1,1,1,1
3786,2,1,2,1,1,1,3
3787,2,1,1,1,1,1,1
3788,2,1,1,1,1,1,1
3789,2,1,1,1,1,1,1
3790,2,0,2,1,1,1,2
3791,2,1,1,1,1,1,1
3792,2,0,3,1,1,1,1
3793,2,0,4,1,3,1,2
3794,2,0,3,1,3,1,1
3795,2,0,1,1,1,1,1
3796,2,0,1,1,1,1,1
3797,2,0,1,1,1,1,1
3798,2,0,1,1,1,1,2
3799,2,0,1,1,1,1,1
3800,2,0,3,2,2,2,3
3801,2,1,2,1,1,1,3
3802,2,0,4,1,3,1,1
3803,2,1,1,1,1,1,1
3804,2,1,1,1,1,1,1
3805,2,0,1,1,2,1,1
3806,2,0,1,1,3,1,1
3807,2,0,1,1,3,1,1
3808,2,0,1,1,2,1,1
3809,2,0,2,1,1,1,3
3810,2,0,1,1,3,1,1
3811,2,1,3,1,3,2,2
3812,2,1,1,1,3,2,2
3813,2,0,4,1,3,1,2
3814,2,1,4,1,2,1,3
3815,2,0,1,1,1,1,1
3816,2,1,3,1,3,1,1
3817,2,0,2,1,1,1,1
3818,2,0,1,1,1,1,1
3819,2,0,4,1,3,1,1
3820,2,0,4,1,1,1,1
3821,2,0,1,1,1,1,2
3822,2,1,2,1,2,1,3
3823,2,0,3,1,1,1,2
3824,2,0,1,1,1,1,2
3825,2,0,3,1,1,1,2
3826,2,0,3,1,1,1,2
3827,2,1,1,1,1,1,3
3828,2,0,3,1,2,1,1
3829,2,0,1,1,3,1,1
3830,2,0,4,1,1,1,1
3831,2,1,1,2,1,1,1
3832,2,0,4,1,1,1,1
3833,2,1,4,1,1,1,3
3834,2,0,4,1,1,1,1
3835,2,1,1,1,1,1,1
3836,2,0,2,1,1,1,1
3837,2,0,1,1,2,1,1
3838,2,1,4,1,1,1,1
3839,2,0,2,1,3,1,1
3840,2,0,4,1,3,1,2
3841,2,0,1,1,3,1,1
3842,2,1,4,1,1,1,3
3843,2,1,1,1,1,1,2
3844,2,1,1,1,3,2,2
3845,2,0,1,1,2,1,2
3846,2,0,3,1,1,1,2
3847,2,1,1,1,1,1,2
3848,2,1,1,1,1,1,2
3849,2,0,1,1,1,1,1
3850,2,0,1,1,1,1,1
3851,2,0,4,1,1,1,1
3852,2,0,4,1,3,1,1
3853,2,0,2,1,1,1,1
3854,2,1,1,1,1,1,2
3855,2,1,1,1,1,1,1
3856,2,0,1,1,3,1,1
3857,2,0,4,1,1,1,1
3858,2,0,1,1,3,2,2
3859,2,0,1,1,2,1,2
3860,2,0,1,1,3,1,1
3861,2,1,1,1,1,1,1
3862,2,0,1,1,1,1,1
3863,2,1,1,1,3,1,1
3864,2,1,1,1,1,1,1
3865,2,0,4,1,3,1,1
3866,2,0,4,1,3,1,1
3867,2,0,1,1,3,1,3
3868,2,0,3,1,1,1,1
3869,2,0,4,1,1,1,1
3870,2,1,4,1,2,1,1
3871,2,1,1,1,2,1,2
3872,2,0,1,1,1,1,1
3873,2,1,1,1,1,1,1
3874,2,0,4,1,3,1,1
3875,2,1,2,2,1,2,3
3876,2,1,1,1,2,1,1
3877,2,0,1,1,3,1,1
3878,2,1,1,1,1,1,3
3879,2,0,4,1,1,1,1
3880,2,1,1,1,3,1,1
3881,2,0,4,1,3,1,1
3882,2,1,1,2,2,3,1
3883,2,1,1,1,1,1,1
3884,2,0,4,1,1,1,1
3885,2,2,1,1,2,1,3
3886,2,0,2,2,1,1,2
3887,2,0,4,1,3,1,1
3888,2,1,1,1,1,1,1
3889,2,0,1,1,3,1,1
3890,2,0,4,1,3,1,1
3891,2,0,3,1,2,1,1
3892,2,0,1,2,3,1,1
3893,2,0,1,1,1,1,1
3894,2,1,4,1,2,1,1
3895,2,1,1,1,1,1,1
3896,2,0,3,1,3,1,1
3897,2,0,2,1,1,1,2
3898,2,0,1,1,1,1,1
3899,2,0,1,1,1,1,1
3900,2,0,1,1,3,1,1
3901,2,0,1,1,1,1,2
3902,2,0,4,1,1,1,3
3903,2,0,1,1,3,1,1
3904,2,0,2,1,3,1,1
3905,2,0,4,1,1,1,1
3906,2,1,1,1,3,1,1
3907,2,1,1,1,2,1,2
3908,2,0,4,1,3,1,3
3909,2,1,1,1,1,1,2
3910,2,1,4,1,1,1,3
3911,2,0,3,1,3,1,1
3912,2,0,2,1,1,1,1
3913,2,0,4,1,3,1,2
3914,2,0,3,1,3,1,1
3915,2,0,1,1,3,1,1
3916,2,1,1,1,1,1,1
3917,2,0,1,1,3,1,1
3918,2,1,3,1,1,1,1
3919,2,0,2,1,3,1,1
3920,2,1,1,1,3,1,1
3921,2,1,2,1,1,1,1
3922,2,1,1,1,1,1,1
3923,2,1,1,1,1,1,1
3924,2,1,1,1,1,1,1
3925,2,1,2,1,1,1,1
3926,2,0,3,1,1,1,1
3927,2,1,1,1,1,1,1
3928,2,0,1,1,3,1,2
3929,2,1,4,2,1,3,1
3930,2,0,4,1,1,1,1
3931,2,0,1,1,3,1,1
3932,2,2,3,1,2,1,2
3933,2,1,1,1,1,1,2
3934,2,0,1,1,1,1,3
3935,2,0,4,1,1,1,1
3936,2,0,4,1,1,1,1
3937,2,0,2,1,1,1,1
3938,2,1,1,1,3,1,1
3939,2,1,1,1,1,1,1
3940,2,0,2,1,1,1,2
3941,2,1,1,1,1,1,3
3942,2,0,4,1,3,1,1
3943,2,1,1,1,1,1,2
3944,2,0,4,1,2,1,3
3945,2,0,1,1,1,1,3
3946,2,0,3,1,3,1,1
3947,2,0,3,1,1,1,2
3948,2,1,1,1,1,1,3
3949,2,1,4,1,1,1,2
3950,2,0,3,1,1,1,1
3951,2,0,3,1,1,1,1
3952,2,0,4,1,3,1,1
3953,2,0,4,1,1,1,1
3954,2,1,3,1,1,1,1
3955,2,0,4,1,1,1,3
3956,2,1,4,1,1,1,3
3957,2,0,1,1,1,1,3
3958,2,0,4,1,1,1,1
3959,2,0,1,1,3,1,1
3960,2,1,1,1,3,1,1
3961,2,0,4,1,1,1,1
3962,2,1,1,1,1,1,1
3963,2,1,2,1,1,1,3
3964,2,0,4,1,3,1,1
3965,2,1,1,1,2,1,1
3966,2,1,1,1,1,1,1
3967,2,1,1,1,1,1,2
3968,2,1,1,2,2,1,1
3969,2,1,1,1,1,1,1
3970,2,1,1,1,1,1,2
3971,2,1,2,1,1,1,2
3972,2,1,2,1,1,1,1
3973,2,1,2,1,1,1,2
3974,2,1,1,1,1,1,1
3975,2,1,1,1,1,1,1
3976,2,0,3,1,1,1,2
3977,2,1,1,1,1,1,2
3978,2,0,1,1,3,1,1
3979,2,0,1,1,1,1,1
3980,2,0,1,1,3,1,2
3981,2,0,2,1,1,1,1
3982,2,0,1,1,2,1,1
3983,2,1,2,1,1,1,1
3984,2,2,1,1,3,1,1
3985,2,0,1,1,1,1,1
3986,2,0,4,1,1,1,1
3987,2,0,1,1,3,1,2
3988,2,1,2,1,1,1,3
3989,2,1,4,1,3,1,1
3990,2,2,1,1,2,1,3
3991,2,2,1,1,1,1,3
3992,2,0,2,1,3,1,1
3993,2,0,1,1,1,1,1
3994,2,1,4,1,1,1,3
3995,2,0,4,1,3,1,1
3996,2,0,4,1,1,1,1
3997,2,3,1,1,1,1,1
3998,2,1,1,1,1,1,2
3999,2,1,1,1,1,1,1
4000,2,0,1,1,1,1,1
4001,2,1,1,1,3,1,1
4002,2,1,1,1,1,1,1
4003,2,2,1,1,2,1,1
4004,2,0,4,1,1,1,1
4005,2,1,4,1,1,1,1
4006,2,0,1,1,3,1,1
4007,2,0,4,1,1,1,1
4008,2,2,1,1,1,1,2
4009,2,1,1,1,2,1,3
4010,2,1,2,1,2,1,1
4011,2,1,1,1,1,1,1
4012,2,1,4,1,1,1,1
4013,2,0,1,1,1,1,1
4014,2,0,1,1,1,1,1
4015,2,0,1,1,1,1,1
4016,2,0,1,1,3,1,1
4017,2,1,1,1,3,1,1
4018,2,1,1,1,1,1,3
4019,2,1,3,1,3,1,2
4020,2,1,1,1,1,1,2
4021,2,1,1,1,1,1,2
4022,2,1,1,1,1,1,1
4023,2,1,1,1,1,1,1
4024,2,0,4,1,1,1,3
4025,2,0,3,1,1,1,2
4026,2,0,2,1,1,1,3
4027,2,1,1,1,1,1,1
4028,2,0,1,1,2,1,3
4029,2,0,1,1,2,1,3
4030,2,1,1,1,1,1,1
4031,2,0,1,1,3,1,1
4032,2,1,1,1,1,1,3
4033,2,1,4,1,2,1,3
4034,2,4,1,1,1,1,3
4035,2,1,1,1,2,1,1
4036,2,1,2,1,1,1,1
4037,2,1,2,1,1,1,3
4038,2,1,1,1,1,1,3
4039,2,1,1,1,2,1,3
4040,2,1,4,1,1,1,3
4041,2,1,1,1,1,1,1
4042,2,0,2,1,1,1,1
4043,2,0,1,1,1,1,1
4044,2,2,1,1,2,2,1
4045,2,1,4,1,1,2,3
4046,2,1,1,1,2,1,1
4047,2,1,4,1,1,1,3
4048,2,1,4,1,1,1,3
4049,2,0,1,1,1,1,2
4050,2,0,1,1,1,1,1
4051,2,0,1,1,3,1,1
4052,2,0,4,1,1,1,2
4053,2,0,1,1,2,1,3
4054,2,1,1,1,3,1,3
4055,2,1,4,1,1,2,3
4056,2,1,1,1,1,1,1
4057,2,2,1,1,1,2,3
4058,2,0,1,1,1,1,3
4059,2,1,1,1,3,1,3
4060,2,0,3,1,1,1,1
4061,2,0,4,1,1,2,2
4062,2,0,4,1,1,2,2
4063,2,0,1,1,1,1,1
4064,2,0,3,2,1,1,2
4065,2,0,1,1,3,1,2
4066,2,0,2,1,1,1,1
4067,2,1,1,1,1,1,1
4068,2,0,1,1,1,1,1
4069,2,0,1,1,1,1,3
4070,2,1,1,1,1,1,1
4071,2,1,2,1,1,1,2
4072,2,1,2,1,1,1,3
4073,2,1,1,2,2,3,3
4074,2,1,1,1,2,1,1
4075,2,0,4,1,1,1,1
4076,2,0,2,1,1,1,3
4077,2,1,1,2,3,2,3
4078,2,0,1,1,2,1,1
4079,2,1,4,1,2,1,3
4080,2,1,2,1,2,1,1
4081,3,1,1,1,1,1,1
4082,3,1,4,1,2,1,2
4083,3,1,1,1,1,1,3
4084,3,0,1,1,1,1,1
4085,3,0,4,1,1,2,2
4086,3,0,1,1,2,1,1
4087,3,1,1,1,2,1,3
4088,3,0,4,1,1,1,1
4089,3,1,1,1,3,2,2
4090,3,0,4,1,3,1,3
4091,3,0,4,1,1,1,2
4092,3,0,1,1,1,1,1
4093,3,0,3,1,1,1,1
4094,3,0,2,1,1,1,3
4095,3,0,4,1,1,1,3
4096,3,0,1,1,1,1,1
4097,3,0,1,1,1,1,1
4098,3,1,1,1,3,1,1
4099,3,0,3,1,3,1,1
4100,3,0,4,1,1,1,2
4101,3,0,1,1,1,1,1
4102,3,0,4,1,1,1,3
4103,3,0,4,2,1,1,1
4104,3,1,1,1,1,1,1
4105,3,0,4,1,1,1,1
4106,3,1,1,1,1,1,1
4107,3,0,4,1,1,1,1
4108,3,0,4,2,1,2,2
4109,3,0,1,2,1,2,2
4110,3,0,2,1,3,1,1
4111,3,1,4,1,3,1,1
4112,3,1,4,2,1,2,3
4113,3,0,1,1,3,1,1
4114,3,1,1,1,1,1,2
4115,3,0,3,1,2,1,3
4116,3,1,1,1,1,1,1
4117,3,0,4,1,3,1,1
4118,3,1,1,1,2,1,2
4119,3,0,1,1,1,1,1
4120,3,0,1,1,3,1,1
4121,3,0,1,1,3,1,1
4122,3,0,4,1,3,1,1
4123,3,0,1,1,3,1,2
4124,3,0,3,2,1,2,2
4125,3,1,2,1,1,1,1
4126,3,0,4,1,3,1,1
4127,3,0,1,1,2,1,1
4128,3,0,4,1,1,1,2
4129,3,0,4,1,3,1,1
4130,3,1,1,1,1,1,3
4131,3,1,2,1,2,1,2
4132,3,0,1,1,1,1,2
4133,3,0,2,1,1,1,1
4134,3,0,4,1,1,1,2
4135,3,1,1,1,1,1,2
4136,3,0,4,1,1,1,1
4137,3,1,1,1,1,1,2
4138,3,0,3,2,1,2,2
