FSI,US,RSHS,RSMS,Offset,LNAADT,LNMCV,Curve50,Constant
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.072,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,0,1,0.975,0.7,0.4,0,1
0,0,0,1,1.024,0.7,0.3,0,1
0,0,0,1,0.931,0.8,0.5,0,1
0,0,1,0,0.931,0.6,0.3,0,1
0,0,1,0,1.004,0.6,0.3,1,1
0,0,1,0,0.968,0.6,0.3,1,1
0,0,1,0,0.975,0.6,0.3,0,1
0,1,0,0,0.921,0.8,0.2,0,1
0,0,1,0,0.947,0.7,0.2,0,1
0,0,1,0,1.052,0.7,0.2,0,1
0,0,1,0,1.004,0.6,0.1,0,1
0,0,1,0,0.985,0.6,0.1,0,1
0,0,1,0,1.009,0.5,0.1,1,1
0,0,1,0,1.013,0.5,0.1,0,1
0,0,1,0,0.955,0.5,0.1,1,1
0,0,1,0,0.947,0.5,0.1,0,1
0,0,1,0,0.98,0.5,0.1,0,1
0,0,1,0,0.968,0.5,0.1,0,1
0,0,1,0,1.151,0.3,0,0,1
0,0,1,0,1.151,0.3,0,0,1
0,0,1,0,1.151,0.3,0,0,1
0,0,1,0,1.151,0.3,0,0,1
0,0,1,0,1.151,0.3,0,0,1
0,0,1,0,1.151,0.3,0,0,1
0,0,1,0,1.151,0.3,0,0,1
0,0,1,0,1.151,0.3,0,0,1
0,0,1,0,1.151,0.3,0,0,1
0,0,1,0,1.151,0.3,0,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.124,0.4,0.2,1,1
0,0,1,0,1.004,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.131,0.4,0.2,0,1
0,0,1,0,0.947,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,0.968,0.4,0.2,0,1
0,0,0,0,0.926,0.9,0.3,0,1
0,0,1,0,1.097,0.7,0,1,1
0,0,1,0,0.99,0.7,0,0,1
0,0,1,0,0.947,0.7,0,0,1
0,1,0,0,0.921,0.7,0,0,1
0,1,0,0,0.899,0.9,0.3,0,1
0,1,0,0,0.939,0.8,0.1,1,1
0,1,0,0,0.904,0.8,0.1,0,1
0,0,0,0,0.974,1.1,0.7,0,1
0,0,0,0,1,1,0.7,0,1
0,0,0,0,0.971,1,0.6,0,1
0,0,0,0,0.939,1,0.6,1,1
0,1,0,0,0.947,1,0.6,1,1
0,1,0,0,0.968,1,0.6,0,1
0,0,0,1,1.028,1,0.6,0,1
0,0,0,1,0.852,1,0.6,0,1
0,0,1,0,0.87,0.9,0.6,0,1
0,0,1,0,1.125,0.9,0.6,0,1
0,0,0,0,0.969,0.9,0.6,0,1
0,0,1,0,0.95,0.9,0.6,0,1
0,0,1,0,0.939,0.9,0.6,0,1
0,0,1,0,1.151,0.9,0.6,0,1
0,1,0,0,0.939,0.9,0.6,0,1
0,0,1,0,0.985,0.9,0.6,0,1
0,1,0,0,0.931,0.9,0.6,0,1
0,1,0,0,0.939,0.9,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,1,0,0,0.835,0.9,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,1,0,0,0.91,0.8,0.6,1,1
0,1,0,0,0.899,0.9,0.6,0,1
0,1,0,0,0.91,0.9,0.6,0,1
0,0,1,0,0.947,0.9,0.6,0,1
0,0,1,0,0.852,0.9,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,1.131,0.9,0.6,0,1
0,0,1,0,0.91,0.9,0.6,0,1
0,0,1,0,1.107,0.9,0.6,0,1
0,0,1,0,1.151,0.9,0.6,0,1
0,0,0,0,0.968,1,0.6,0,1
0,0,0,0,1.029,1,0.6,0,1
0,0,0,0,0.962,1,0.6,0,1
0,0,0,0,0.91,1,0.6,0,1
0,0,0,0,0.885,1,0.6,0,1
0,0,1,0,0.91,0.9,0.6,0,1
0,1,0,0,0.921,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,0.985,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.01,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,1,0,0,0.76,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,0.931,0.8,0.6,0,1
0,1,0,0,0.91,0.8,0.6,0,1
0,0,1,0,0.899,0.9,0.6,0,1
0,0,1,0,0.76,0.9,0.6,0,1
0,0,1,0,1.031,0.9,0.6,0,1
0,0,0,0,0.899,1,0.6,0,1
0,0,0,0,0.91,1,0.6,0,1
0,0,0,0,0.968,1,0.6,0,1
0,1,0,0,0.964,0.9,0.6,0,1
0,0,1,0,0.801,0.9,0.6,0,1
0,0,1,0,0.921,0.9,0.6,0,1
0,0,1,0,0.955,0.9,0.6,0,1
0,0,1,0,0.885,0.9,0.6,0,1
0,1,0,0,0.921,0.9,0.6,0,1
0,0,1,0,1.151,0.9,0.6,0,1
0,1,0,0,0.885,0.9,0.6,0,1
0,0,0,1,0.829,0.9,0.6,0,1
0,1,0,0,0.931,0.8,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,1.076,0.8,0.6,0,1
0,0,1,0,0.921,0.8,0.6,0,1
0,1,0,0,0.87,0.9,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,1,0,0,0.885,0.9,0.5,0,1
0,0,0,1,0.974,0.9,0.5,0,1
0,1,0,0,0.885,0.9,0.5,1,1
0,1,0,0,0.939,0.9,0.6,0,1
0,1,0,0,0.87,0.9,0.6,0,1
0,1,0,0,0.921,0.9,0.6,0,1
0,0,1,0,1.151,0.9,0.6,0,1
0,0,1,0,1.151,0.9,0.6,0,1
0,0,1,0,1.151,0.9,0.6,0,1
0,0,1,0,1.118,0.9,0.6,0,1
0,0,1,0,0.68,0.9,0.6,0,1
0,0,1,0,0.709,0.9,0.6,0,1
0,0,1,0,0.98,0.9,0.6,0,1
0,0,1,0,0.91,0.9,0.6,0,1
0,0,1,0,1.071,0.9,0.6,1,1
0,0,0,0,0.75,0.9,0.6,0,1
0,0,0,0,0.852,1,0.6,0,1
0,0,0,0,0.87,1,0.6,0,1
0,0,0,0,1.029,1,0.5,0,1
0,0,0,0,0.778,0.9,0.4,0,1
0,0,0,0,0.731,1,0.5,0,1
0,0,1,0,0.931,0.9,0.6,0,1
0,0,1,0,0.885,0.9,0.6,0,1
0,0,1,0,0.995,0.9,0.6,0,1
0,0,1,0,0.829,0.8,0.6,0,1
0,0,1,0,1.009,0.9,0.4,0,1
0,1,0,0,0.961,0.9,0.5,0,1
0,0,0,0,0.969,0.9,0.5,0,1
0,0,1,0,0.947,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.037,0.8,0.5,0,1
0,1,0,0,0.933,0.8,0.5,0,1
0,0,0,0,0.953,0.8,0.5,0,1
0,1,0,0,0.931,0.8,0.5,0,1
0,0,1,0,0.947,0.8,0.5,0,1
0,0,0,0,0.964,0.8,0.5,1,1
0,0,0,0,0.824,0.8,0.5,0,1
0,0,1,0,0.91,0.9,0.5,0,1
0,1,0,0,0.87,0.9,0.5,0,1
0,1,0,0,0.955,0.9,0.5,0,1
0,0,0,0,0.933,0.9,0.5,0,1
0,1,0,0,0.931,0.9,0.5,0,1
0,0,1,0,0.913,0.9,0.5,0,1
0,0,1,0,0.931,0.9,0.5,1,1
0,0,1,0,1.076,0.9,0.5,0,1
0,1,0,0,0.929,0.9,0.5,0,1
0,1,0,0,0.921,0.9,0.5,0,1
0,0,1,0,1.151,0.9,0.5,0,1
0,0,1,0,1.074,0.9,0.5,1,1
0,0,0,0,0.899,0.9,0.5,0,1
0,1,0,0,0.882,0.9,0.5,0,1
0,0,1,0,1.062,0.9,0.5,0,1
0,0,0,0,0.852,1,0.5,0,1
0,1,0,0,0.91,1,0.5,0,1
0,0,0,0,0.962,1,0.5,0,1
0,0,0,0,0.921,1.1,0.5,0,1
0,0,0,0,1.081,1,0.5,0,1
0,0,0,0,0.91,1.1,0.4,1,1
0,0,0,0,0.899,1.1,0.4,0,1
0,0,0,0,0.962,1.1,0.4,0,1
0,0,0,0,1.151,1.2,0.7,0,1
0,0,0,0,1.018,1.1,0.7,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,0.974,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,1,0,0,0.846,0.6,0.4,0,1
0,0,0,0,0.89,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.131,0.6,0.4,0,1
0,1,0,0,0.947,0.6,0.4,0,1
0,0,0,0,0.887,0.6,0.4,0,1
0,1,0,0,0.939,0.6,0.4,0,1
0,0,1,0,0.974,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,0.98,0.6,0.4,0,1
0,1,0,0,0.829,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,1,0,0,0.931,0.6,0.4,0,1
0,1,0,0,0.939,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,0.885,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,0.852,0.9,0.6,0,1
0,0,1,0,0.87,0.9,0.6,0,1
0,0,1,0,0.829,0.9,0.6,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,1,0,0,0.87,0.7,0.5,1,1
0,1,0,0,0.968,0.7,0.5,1,1
0,0,1,0,1.099,0.7,0.5,0,1
0,0,1,0,0.962,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,1,0,0.98,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,1,0,0,0.974,0.7,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,0.87,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,1,0,0,0.909,0.7,0.5,1,1
0,1,0,0,0.87,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,1,0,0,0.963,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.046,0.6,0.5,0,1
0,0,0,0,1.106,1.1,0.4,0,1
0,0,0,0,1.151,1,0.3,0,1
0,1,0,0,0.885,0.7,0.4,0,1
0,1,0,0,0.931,0.7,0.4,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,0,0,0.881,0.8,0.5,0,1
0,1,0,0,0.87,0.8,0.5,0,1
0,1,0,0,0.87,0.8,0.5,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,1,0,0,0.898,0.6,0.4,0,1
0,1,0,0,0.87,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,1,0,0,0.87,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,1,0,0,0.939,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,1,0,0,0.968,0.8,0.5,0,1
0,1,0,0,0.95,0.9,0.5,1,1
0,0,0,0,0.912,0.9,0.5,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.013,0.6,0.3,1,1
0,1,0,0,0.921,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.028,0.6,0.3,0,1
0,1,0,0,1.009,0.6,0.3,1,1
0,0,0,0,1.151,1,0.7,0,1
0,0,1,0,0.98,1,0.7,0,1
0,0,1,0,0.91,1,0.7,1,1
0,1,0,0,0.87,1,0.7,1,1
0,1,0,0,0.87,0.9,0.6,0,1
0,1,0,0,0.955,0.9,0.6,0,1
0,0,1,0,1.024,0.9,0.6,0,1
0,0,1,0,0.931,0.9,0.6,0,1
0,1,0,0,0.921,0.9,0.6,0,1
0,0,0,1,0.98,0.9,0.6,1,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,1.055,0.8,0.6,0,1
0,1,0,0,0.904,0.9,0.6,0,1
0,1,0,0,0.931,0.8,0.6,0,1
0,1,0,0,0.939,0.8,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,1.151,0.7,0.6,0,1
0,0,1,0,1.151,0.7,0.6,0,1
0,0,1,0,1.151,0.7,0.6,0,1
0,0,1,0,1.151,0.7,0.6,0,1
0,0,1,0,1.151,0.7,0.6,0,1
0,0,1,0,1.017,0.7,0.6,0,1
0,1,0,0,1.02,0.8,0.6,0,1
0,0,0,0,0.947,1.1,0.7,0,1
0,0,0,0,0.939,1.1,0.7,0,1
0,0,0,0,1.139,1.1,0.7,0,1
0,0,0,0,1.049,1,0.7,0,1
0,0,0,0,1.028,1,0.7,0,1
0,0,0,0,0.921,1,0.7,0,1
0,0,0,0,0.87,1,0.7,0,1
0,0,0,0,0.955,1,0.7,0,1
0,0,0,0,1.126,1,0.7,0,1
0,0,0,0,0.921,1,0.7,0,1
0,0,0,0,0.91,1,0.7,0,1
0,0,0,0,1.105,1,0.7,0,1
0,0,0,0,0.98,1,0.7,0,1
0,0,0,0,0.939,1,0.7,1,1
0,0,0,0,0.968,1,0.7,1,1
0,0,0,0,0.985,1,0.7,0,1
0,1,0,0,0.91,1,0.7,0,1
0,1,0,0,0.908,1,0.7,0,1
0,0,0,0,0.931,0.9,0.6,1,1
0,0,0,0,1.084,0.9,0.6,1,1
0,0,1,0,1.055,0.9,0.6,0,1
0,1,0,0,0.91,0.9,0.6,0,1
0,0,0,0,0.962,0.9,0.6,0,1
0,0,1,0,1.057,0.9,0.6,1,1
0,0,0,0,0.94,0.9,0.6,0,1
0,0,1,0,0.939,0.9,0.6,1,1
0,0,0,0,0.863,0.9,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,0.885,0.8,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,1,0,0,0.939,0.8,0.6,0,1
0,0,1,0,1.103,0.8,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,0.968,0.8,0.6,0,1
0,1,0,0,0.877,0.8,0.6,1,1
0,0,1,0,1.151,0.7,0.5,0,1
0,1,0,0,0.829,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,1,0,0,0.947,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,1,0,1.113,0.7,0.5,0,1
0,1,0,0,0.899,0.7,0.5,0,1
0,0,1,0,0.87,0.7,0.5,0,1
0,1,0,0,0.931,0.7,0.5,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,0.98,0.8,0.6,0,1
0,1,0,0,0.899,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,1,0,1.126,0.7,0.5,1,1
0,1,0,0,0.921,0.7,0.5,0,1
0,0,1,0,0.995,0.7,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.007,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.046,0.6,0.4,0,1
0,0,1,0,0.91,0.6,0.4,0,1
0,1,0,0,0.929,0.9,0.4,0,1
0,0,0,0,1.054,1,0.3,0,1
0,1,0,0,0.937,0.9,0.4,0,1
0,1,0,0,0.931,0.9,0.4,0,1
0,0,1,0,0.974,0.9,0.4,0,1
0,0,1,0,0.947,0.9,0.5,0,1
0,0,1,0,1.08,0.9,0.5,0,1
0,0,1,0,0.852,0.9,0.5,0,1
0,0,1,0,1.103,0.8,0.5,1,1
0,0,1,0,1.009,0.7,0.3,1,1
0,0,1,0,1.151,0.7,0.4,0,1
0,0,1,0,1.013,0.7,0.4,0,1
0,1,0,0,0.939,0.7,0.4,0,1
0,0,1,0,1.151,0.7,0.3,0,1
0,0,1,0,1.049,0.7,0.3,1,1
0,0,0,0,1.088,1,0.3,0,1
0,0,0,0,0.87,1,0.4,0,1
0,0,0,0,0.931,1,0.4,0,1
0,0,0,0,1.013,1,0.3,0,1
0,0,0,0,1.058,1,0.3,0,1
0,1,0,0,1.003,1,0.3,0,1
0,0,0,1,0.921,0.9,0.3,0,1
0,0,0,1,0.968,0.9,0.3,1,1
0,0,1,0,1,0.9,0.3,1,1
0,0,0,1,0.995,0.9,0.3,1,1
0,0,1,0,0.921,0.9,0.3,1,1
0,0,1,0,0.955,0.9,0.3,0,1
0,0,0,1,0.974,0.9,0.3,0,1
0,0,1,0,0.955,0.8,0.3,0,1
0,0,1,0,0.931,0.8,0.3,1,1
0,0,1,0,1,0.8,0.4,0,1
0,0,1,0,1.151,0.8,0.4,0,1
0,0,1,0,0.829,0.8,0.4,1,1
0,0,1,0,0.939,0.7,0.4,1,1
0,0,1,0,0.939,0.7,0.4,1,1
0,0,1,0,0.947,0.7,0.4,0,1
0,0,1,0,1.107,0.7,0.4,1,1
0,0,1,0,1.009,0.7,0.4,0,1
0,0,1,0,1.151,0.8,0.4,0,1
0,0,1,0,1.141,0.8,0.4,1,1
0,0,1,0,1.133,0.7,0.3,1,1
0,0,1,0,1.151,0.7,0.2,0,1
0,1,0,0,0.863,0.8,0.2,0,1
0,1,0,0,0.921,0.9,0.2,0,1
0,0,1,0,0.829,0.9,0.2,0,1
0,0,1,0,0.921,0.9,0.2,0,1
0,0,1,0,1.052,0.9,0.2,0,1
0,0,0,0,0.947,1,0.3,0,1
0,0,0,0,0.985,1,0.3,0,1
0,0,0,0,0.962,1,0.3,1,1
0,0,0,0,0.87,1,0.3,1,1
0,0,0,0,0.899,1,0.3,0,1
0,0,0,0,0.885,1,0.3,0,1
0,0,0,0,0.899,0.9,0.4,0,1
0,1,0,0,0.87,0.9,0.4,0,1
0,0,1,0,1.151,0.9,0.4,0,1
0,0,1,0,1.151,0.9,0.4,0,1
0,0,1,0,1.151,0.9,0.4,0,1
0,0,1,0,1.11,0.9,0.4,0,1
0,1,0,0,0.931,0.8,0.5,0,1
0,1,0,0,0.974,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.055,0.9,0.5,0,1
0,1,0,0,0.885,0.9,0.5,0,1
0,1,0,0,0.87,0.8,0.5,0,1
0,0,1,0,0.899,0.8,0.5,0,1
0,0,1,0,0.87,0.8,0.5,0,1
0,0,1,0,1.123,0.8,0.5,0,1
0,0,1,0,1.151,0.5,0.4,0,1
0,0,1,0,1.151,0.5,0.4,0,1
0,0,1,0,1.151,0.5,0.4,0,1
0,0,1,0,1.151,0.5,0.4,0,1
0,0,1,0,1.117,0.5,0.4,0,1
0,0,1,0,1.151,0.5,0.4,0,1
0,0,1,0,1.151,0.5,0.4,0,1
0,0,1,0,1.151,0.5,0.4,0,1
0,0,1,0,1.151,0.5,0.4,0,1
0,1,0,0,0.947,0.7,0.4,0,1
0,1,0,0,0.888,0.7,0.4,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.116,0.5,0.3,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.143,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,1,0,0,0.87,0.7,0.4,0,1
0,1,0,0,0.953,0.7,0.4,0,1
0,0,0,0,0.87,0.8,0.3,0,1
0,0,1,0,0.899,0.7,0.3,0,1
0,0,1,0,0.931,0.7,0.3,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,0.885,0.6,0.4,0,1
0,0,1,0,0.875,0.6,0.4,1,1
0,1,0,0,0.899,0.8,0.5,0,1
0,1,0,0,0.947,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,1,0,0.91,0.7,0.5,0,1
0,1,0,0,0.885,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.08,0.6,0.5,1,1
0,0,0,0,1.031,1.1,0.5,1,1
0,0,0,0,0.899,1.1,0.6,1,1
0,1,0,0,0.861,1,0.5,1,1
0,1,0,0,0.939,1,0.5,1,1
0,0,0,1,0.954,1,0.5,1,1
0,0,0,1,1.097,1,0.5,1,1
0,1,0,0,0.921,1,0.6,1,1
0,1,0,0,0.962,1,0.6,1,1
0,0,1,0,0.931,1,0.6,1,1
0,0,1,0,0.829,1,0.6,1,1
0,0,1,0,0.885,1,0.6,1,1
0,0,1,0,0.955,0.9,0.5,1,1
0,1,0,0,0.971,0.9,0.6,1,1
0,1,0,0,0.954,0.8,0.4,0,1
0,1,0,0,0.91,0.9,0.4,0,1
0,0,1,0,1.151,0.8,0.1,0,1
0,0,1,0,0.921,0.8,0.1,0,1
0,0,1,0,0.931,0.8,0.1,1,1
0,1,0,0,0.955,0.7,0.2,1,1
0,0,1,0,0.98,0.7,0.2,0,1
0,0,1,0,0.968,0.7,0.2,0,1
0,0,1,0,0.98,0.7,0.2,0,1
0,0,1,0,1.004,0.7,0.2,1,1
0,0,1,0,0.939,0.7,0.2,1,1
0,0,1,0,0.936,0.7,0.2,0,1
0,0,1,0,1.084,0.7,0.5,0,1
0,1,0,0,0.87,0.7,0.5,0,1
0,0,1,0,0.962,0.7,0.5,1,1
