FSI,US,RSHS,RSMS,Offset,LNAADT,LNMCV,Curve50,Constant
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.071,0.6,0.4,0,1
0,1,0,0,0.91,0.6,0.4,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,0,1,0,0.995,0.7,0.4,0,1
0,0,1,0,0.947,0.7,0.4,0,1
0,0,1,0,0.955,0.7,0.4,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,1,0,0,0.922,0.6,0.4,0,1
0,1,0,0,0.968,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,1,0,0,0.885,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.151,0.6,0.5,0,1
0,0,1,0,1.088,0.6,0.5,0,1
0,1,0,0,0.91,0.8,0.6,0,1
0,1,0,0,0.899,0.8,0.6,0,1
0,0,0,1,1.151,0.7,0.5,0,1
0,0,0,1,1.151,0.7,0.5,0,1
0,1,0,0,0.947,0.8,0.5,0,1
0,0,0,0,0.979,0.9,0.5,0,1
0,1,0,0,0.975,0.9,0.5,0,1
0,0,1,0,0.939,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.08,0.8,0.5,0,1
0,1,0,0,0.947,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,1,0,1.13,0.7,0.5,0,1
0,0,0,1,0.955,0.7,0.5,0,1
0,0,1,0,0.994,0.7,0.4,0,1
0,0,0,1,0.885,0.9,0.6,0,1
0,0,1,0,0.91,0.9,0.6,0,1
0,0,1,0,1.057,0.8,0.6,0,1
0,0,1,0,0.885,0.8,0.6,0,1
0,0,1,0,0.931,0.8,0.6,0,1
0,0,1,0,1.06,0.8,0.6,0,1
0,0,1,0,0.947,0.8,0.6,0,1
0,1,0,0,0.931,0.7,0.6,1,1
0,1,0,0,0.87,0.7,0.6,0,1
0,0,1,0,1.151,0.7,0.6,0,1
0,0,1,0,1.151,0.7,0.6,0,1
0,0,1,0,1.151,0.7,0.6,0,1
0,0,1,0,1.151,0.7,0.6,0,1
0,0,1,0,1.151,0.7,0.6,0,1
0,0,1,0,1.151,0.7,0.6,0,1
0,0,1,0,1.15,0.7,0.6,0,1
0,0,1,0,0.899,0.7,0.4,0,1
0,0,1,0,0.921,0.7,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.9,0.3,0,1
0,0,1,0,1.151,0.9,0.3,0,1
0,0,1,0,1.095,0.9,0.3,0,1
0,1,0,0,0.974,0.9,0.4,0,1
0,0,1,0,0.931,0.9,0.4,0,1
0,0,1,0,1.111,0.9,0.4,0,1
0,1,0,0,0.947,0.9,0.4,0,1
0,0,1,0,0.98,0.9,0.4,0,1
0,0,1,0,0.91,0.9,0.4,0,1
0,1,0,0,0.829,0.6,0.1,1,1
0,1,0,0,0.968,0.8,0.4,0,1
0,0,1,0,1.151,0.7,0.3,0,1
0,0,1,0,0.98,0.7,0.3,0,1
0,0,1,0,0.931,0.7,0.3,0,1
0,0,1,0,1.107,0.7,0.3,0,1
0,0,1,0,1.151,0.6,0.2,0,1
0,0,1,0,1.151,0.6,0.2,0,1
0,0,1,0,1.151,0.6,0.2,0,1
0,0,1,0,1.151,0.6,0.2,0,1
0,0,1,0,1.151,0.6,0.2,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.12,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.6,0,1
0,0,1,0,1.148,0.8,0.6,0,1
0,1,0,0,0.939,0.9,0.6,0,1
0,1,0,0,0.899,0.9,0.6,0,1
0,1,0,0,0.899,0.8,0.5,0,1
0,1,0,0,0.899,0.8,0.5,1,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,1,0,0,0.852,0.7,0.3,0,1
0,0,1,0,1.095,0.7,0.3,0,1
0,0,1,0,1.124,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.043,0.6,0.3,0,1
0,0,1,0,0.955,0.6,0.3,1,1
0,0,0,1,0.939,0.6,0.3,1,1
0,0,1,0,1.151,0.6,0.2,0,1
0,0,1,0,1.151,0.6,0.2,0,1
0,0,1,0,0.931,0.6,0.2,1,1
0,0,1,0,1.151,0.6,0.2,0,1
0,0,1,0,1.143,0.6,0.2,0,1
0,0,0,1,0.947,0.7,0.2,1,1
0,1,0,0,0.955,0.9,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.123,0.6,0.3,0,1
0,0,0,0,0.852,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.134,0.6,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,0,0,0.909,1,0.6,1,1
0,0,0,0,0.878,1,0.6,0,1
0,0,1,0,1.043,1,0.5,0,1
0,1,0,0,0.87,1,0.6,1,1
0,0,0,1,0.995,0.9,0.6,1,1
0,1,0,0,0.921,0.9,0.4,0,1
0,1,0,0,0.885,0.9,0.4,0,1
0,1,0,0,0.899,0.9,0.4,0,1
0,0,1,0,1.151,0.9,0.4,0,1
0,0,1,0,1.004,0.9,0.4,0,1
0,0,1,0,1.028,0.9,0.5,0,1
0,0,0,1,1,0.9,0.5,0,1
0,0,1,0,1.123,0.8,0.5,0,1
0,0,1,0,0.974,0.8,0.5,0,1
0,0,1,0,0.947,0.8,0.5,0,1
0,1,0,0,0.939,0.8,0.5,0,1
0,0,1,0,1.128,0.8,0.5,0,1
0,0,0,1,0.947,0.8,0.5,1,1
0,0,1,0,0.947,0.8,0.5,0,1
0,0,1,0,0.968,0.8,0.5,1,1
0,1,0,0,0.873,0.8,0.5,1,1
0,0,1,0,0.91,0.8,0.5,0,1
0,0,1,0,1.009,0.8,0.3,0,1
0,0,1,0,0.947,0.8,0.3,0,1
0,1,0,0,0.899,0.7,0.4,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,0,0,1,0.931,0.8,0.5,0,1
0,1,0,0,0.921,0.7,0.4,0,1
0,0,1,0,0.98,0.7,0.4,1,1
0,0,1,0,0.968,0.7,0.4,0,1
0,0,1,0,0.962,0.7,0.4,0,1
0,0,1,0,1.046,0.7,0.4,0,1
0,0,1,0,0.955,0.7,0.4,0,1
0,0,1,0,1.151,0.7,0.3,0,1
0,0,1,0,1.151,0.7,0.3,0,1
0,0,1,0,0.939,0.8,0.4,1,1
0,0,1,0,1.082,0.7,0.3,0,1
0,0,1,0,0.931,0.7,0.3,1,1
0,0,1,0,0.939,0.7,0.3,0,1
0,0,1,0,0.985,0.7,0.3,1,1
0,0,1,0,1.103,0.7,0.3,0,1
0,0,1,0,1.057,0.7,0.3,0,1
0,0,0,1,0.829,0.7,0.3,1,1
0,0,1,0,1.11,0.7,0.3,0,1
0,0,1,0,0.98,0.7,0.3,0,1
0,0,1,0,0.921,0.7,0.3,1,1
0,0,1,0,0.885,0.6,0.3,0,1
0,0,1,0,1.12,0.6,0.3,0,1
0,0,1,0,1.143,0.6,0.3,0,1
0,0,1,0,0.955,0.6,0.3,0,1
0,0,1,0,0.962,0.6,0.3,0,1
0,1,0,0,0.921,0.7,0.3,1,1
0,0,1,0,0.939,0.7,0.3,0,1
0,0,1,0,0.985,0.7,0.3,0,1
0,0,1,0,1.062,0.7,0.3,0,1
0,0,1,0,0.974,0.7,0.3,0,1
0,0,1,0,0.974,0.7,0.3,1,1
0,0,1,0,0.899,0.7,0.3,0,1
0,0,1,0,1.02,0.7,0.3,0,1
0,1,0,0,0.899,0.7,0.3,0,1
0,0,1,0,1.151,0.7,0.3,0,1
0,0,1,0,1.009,0.7,0.3,0,1
0,0,1,0,0.939,0.7,0.3,0,1
0,0,1,0,1.151,0.7,0.3,0,1
0,0,1,0,1.151,0.7,0.3,0,1
0,0,1,0,1.151,0.7,0.3,0,1
0,0,0,1,0.962,0.7,0.3,1,1
0,0,1,0,1.116,0.7,0,0,1
0,1,0,0,0.96,0.8,0.1,0,1
0,1,0,0,0.931,0.8,0.2,0,1
0,1,0,0,0.899,0.8,0.2,0,1
0,0,1,0,1.151,0.8,0.2,0,1
0,0,1,0,0.98,0.8,0.2,0,1
0,0,1,0,1.151,0.8,0.5,0,1
0,0,1,0,1.092,0.8,0.5,0,1
0,1,0,0,0.968,0.8,0.5,0,1
0,0,1,0,1.017,0.8,0.5,0,1
0,0,1,0,1.151,0.8,0.4,0,1
0,0,1,0,1.12,0.8,0.4,0,1
0,0,1,0,1.13,0.8,0.4,0,1
0,0,1,0,1.031,0.8,0.4,0,1
0,1,0,0,0.989,0.8,0.4,0,1
0,0,1,0,0.91,0.8,0.4,0,1
0,0,1,0,0.921,0.8,0.4,0,1
0,0,1,0,1.149,0.7,0.4,0,1
0,0,1,0,0.931,0.7,0.4,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,0,1,0,0.974,0.7,0.4,0,1
0,0,1,0,0.98,0.7,0.4,1,1
0,0,1,0,1.057,0.7,0.4,0,1
0,0,0,0,0.885,0.8,0.4,0,1
0,1,0,0,0.899,0.9,0.4,0,1
0,1,0,0,0.91,0.9,0.4,0,1
0,0,1,0,0.885,0.9,0.4,0,1
0,0,1,0,1.031,0.9,0.4,0,1
0,0,1,0,0.939,0.8,0.4,0,1
0,1,0,0,0.947,0.8,0.4,0,1
0,0,1,0,0.962,0.8,0.4,1,1
0,1,0,0,0.955,0.8,0.4,0,1
0,0,1,0,0.947,0.8,0.4,0,1
0,0,0,0,0.931,0.8,0.4,0,1
0,0,1,0,1.07,0.8,0.4,0,1
0,0,0,0,1.02,1,0.2,0,1
0,0,0,0,0.931,1,0.3,0,1
0,0,0,0,0.964,1,0.3,0,1
0,1,0,0,0.945,0.9,0.3,0,1
0,0,1,0,0.91,0.9,0.4,0,1
0,1,0,0,0.931,0.9,0.5,0,1
0,1,0,0,0.91,0.9,0.5,0,1
0,0,1,0,0.985,0.8,0.4,0,1
0,0,1,0,0.985,0.8,0.4,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,0,1,0,0.98,0.7,0.4,1,1
0,0,1,0,1.092,0.7,0.4,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,1,0,0,0.985,0.9,0.4,0,1
0,0,0,0,0.936,0.9,0.4,0,1
0,1,0,0,0.921,0.8,0.4,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,1,0,0,0.893,0.7,0.4,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,1,0,0,0.896,0.6,0.4,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,1,0,1.151,0.7,0.5,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.134,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,0.931,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,0.899,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,0.852,0.4,0.2,0,1
0,0,1,0,0.99,0.4,0.2,1,1
0,0,1,0,1.151,0.5,0.1,0,1
0,1,0,0,0.899,0.5,0.1,0,1
0,1,0,0,0.911,0.5,0.1,1,1
0,0,1,0,1.151,0.4,0.3,0,1
0,0,1,0,1.151,0.4,0.3,0,1
0,0,1,0,1.151,0.4,0.3,0,1
0,0,1,0,1.139,0.4,0.3,0,1
0,1,0,0,0.931,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,0.931,0.4,0.1,0,1
0,0,1,0,1.1,0.4,0.1,0,1
0,0,1,0,1.1,0.4,0.1,0,1
0,0,1,0,1.1,0.4,0.1,0,1
0,0,1,0,0.944,0.4,0.1,0,1
0,0,1,0,1.151,0.7,0.4,0,1
0,0,1,0,1.037,0.7,0.4,0,1
0,0,1,0,1.017,0.6,0.1,0,1
0,0,1,0,0.968,0.6,0.1,1,1
0,0,1,0,1.004,0.6,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,0,0,0.87,0.9,0.3,1,1
0,0,1,0,0.829,0.8,0.3,0,1
0,0,1,0,1.151,0.7,0.3,0,1
0,0,1,0,0.947,0.7,0.3,1,1
0,0,1,0,0.98,0.7,0.3,1,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.034,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.118,0.5,0.2,0,1
0,0,1,0,0.968,0.5,0.2,0,1
0,1,0,0,0.87,0.5,0.2,0,1
0,0,1,0,1.017,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.046,0.5,0.2,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.048,0.6,0.3,0,1
0,1,0,0,0.921,0.7,0.4,0,1
0,0,0,1,1.151,0.7,0.4,0,1
0,0,0,1,1.151,0.7,0.4,0,1
0,0,0,1,1.151,0.7,0.4,0,1
0,0,0,1,1.151,0.7,0.4,0,1
0,0,0,1,1.151,0.7,0.4,0,1
0,0,0,1,1.151,0.7,0.4,0,1
0,0,0,1,1.151,0.7,0.4,0,1
0,0,0,1,1.151,0.7,0.4,0,1
0,0,0,1,1.151,0.7,0.4,0,1
0,0,0,1,1.03,0.7,0.4,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.055,0.5,0.2,0,1
0,1,0,0,0.899,0.5,0.2,1,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,1,0,0,0.894,0.7,0.3,0,1
0,0,1,0,1.151,0.7,0.3,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,0.962,0.4,0.1,0,1
0,0,1,0,0.939,0.4,0.1,1,1
0,0,1,0,1.082,0.4,0.1,0,1
0,0,1,0,0.939,0.4,0.1,1,1
0,0,1,0,0.939,0.4,0.1,0,1
0,0,1,0,0.985,0.4,0.1,1,1
0,0,1,0,0.985,0.4,0.1,1,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.074,0.4,0.1,0,1
0,0,1,0,1.137,0.4,0.1,0,1
0,0,1,0,0.968,0.4,0.1,0,1
0,0,1,0,0.962,0.4,0.1,0,1
0,0,1,0,1.004,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,1,0,0,0.819,0.4,0.2,0,1
0,0,1,0,1.151,0.7,0.3,0,1
0,0,1,0,1.151,0.7,0.3,0,1
0,0,1,0,1.02,0.7,0.3,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.6,0.4,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.017,0.6,0.3,0,1
0,1,0,0,0.895,0.6,0.3,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.108,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,0.91,0.3,0.1,0,1
0,0,1,0,0.955,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.08,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.057,0.3,0.1,0,1
0,0,1,0,1.151,0.3,0.1,0,1
0,0,1,0,1.013,0.3,0.1,0,1
0,0,1,0,1.151,0.5,0.1,0,1
0,0,1,0,1.151,0.5,0.1,0,1
0,0,1,0,1.088,0.5,0.1,0,1
0,0,1,0,1.151,0.5,0.1,0,1
0,0,1,0,1.131,0.5,0.1,0,1
0,0,1,0,0.985,0.5,0.1,0,1
0,0,1,0,1.151,0.5,0.1,0,1
0,0,1,0,1.151,0.5,0.1,0,1
0,0,1,0,1.067,0.5,0.3,0,1
0,0,1,0,0.939,0.5,0.3,1,1
0,0,1,0,0.931,0.5,0.3,0,1
0,0,0,1,0.962,0.5,0.3,1,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.084,0.5,0.3,0,1
0,0,1,0,0.921,0.5,0.3,1,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,0,1,0.947,0.6,0.1,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,0.939,0.5,0.2,0,1
0,0,1,0,0.974,0.5,0.2,0,1
0,0,1,0,0.962,0.5,0.2,0,1
0,0,1,0,1.06,0.5,0.2,0,1
0,0,1,0,0.955,0.5,0.2,0,1
0,0,1,0,0.87,0.5,0.2,0,1
0,0,1,0,0.947,0.5,0.2,0,1
0,0,1,0,0.931,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,1,0,0,0.964,0.5,0.2,0,1
0,1,0,0,0.87,0.5,0.2,1,1
0,1,0,0,0.921,0.5,0.2,0,1
0,0,1,0,0.939,0.5,0.2,1,1
0,0,1,0,0.974,0.5,0.2,1,1
0,0,1,0,0.962,0.5,0.2,0,1
0,0,1,0,0.939,0.5,0.2,0,1
0,0,1,0,1,0.5,0.2,1,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.009,0.5,0.2,0,1
0,0,1,0,1.093,0.5,0.2,0,1
0,0,1,0,0.962,0.5,0.2,1,1
0,0,1,0,1.074,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,1,0,0,0.863,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.099,0.5,0.3,0,1
0,1,0,0,0.882,0.5,0.3,0,1
0,1,0,0,0.76,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,0.939,0.6,0.3,1,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.105,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.151,0.6,0.3,0,1
0,0,1,0,1.074,0.6,0.3,0,1
0,1,0,0,0.91,0.7,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,1.151,0.5,0.3,0,1
0,0,1,0,0.974,0.5,0.3,0,1
0,0,1,0,1.136,0.5,0.3,0,1
0,0,1,0,0.962,0.5,0.3,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,0,1,1.151,0.4,0.1,0,1
0,0,0,1,1.151,0.4,0.1,0,1
0,0,0,1,1.151,0.4,0.1,0,1
0,0,0,1,1.151,0.4,0.1,0,1
0,0,0,1,1.151,0.4,0.1,0,1
0,0,0,1,0.974,0.3,0.1,0,1
0,0,0,1,1.009,0.3,0.1,0,1
0,0,0,1,1.151,0.3,0.1,0,1
0,0,0,1,1.151,0.3,0.1,0,1
0,0,0,1,1.151,0.3,0.1,0,1
0,0,0,1,1.151,0.3,0.1,0,1
0,0,0,1,1.151,0.3,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,0,1,0.98,0.4,0.1,0,1
0,1,0,0,0.947,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,1,0,0,0.91,0.8,0.3,0,1
0,1,0,0,0.921,0.7,0.3,0,1
0,1,0,0,0.885,0.7,0.3,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.095,0.4,0.1,0,1
0,1,0,0,0.885,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.2,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.4,0.1,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
0,0,1,0,1.151,0.5,0.2,0,1
