ID,FREQ,aones,hisnow,FRICTION,expose,cpm,intpm,gbrpm,lowpre,ny
226,9,1,0,47,0.140047215,1.7316017316017316,0,2.5974025974025974,0,0.064285714
227,28,1,0,46.6,0.312287905,2.127659574468085,0,1.7408123791102514,0,0.2
228,5,1,1,53,0.048628184,3.3898305084745766,0,1.6949152542372883,0,0.035714286
229,8,1,1,53,0.094024,1.4285714285714286,0,2.857142857142857,0,0.057142857
230,13,1,1,52.8,0.20320517249999998,0.9661835748792271,0.48309178743961356,0.9661835748792271,0,0.092857143
231,38,1,1,52.8,0.176251346,2.1739130434782608,1.0869565217391304,3.260869565217391,0,0.271428571
232,109,1,0,53.7,0.114750671,0.9433962264150942,1.8867924528301885,9.433962264150942,0,0.778571429
233,26,1,0,51.5,0.590801775,0.9836065573770493,0.3278688524590164,0.9836065573770493,0,0.185714286
234,5,1,0,51,0.145279125,0,1.3333333333333333,2.6666666666666665,0,0.035714286
235,25,1,0,50,0.283076444,1.6260162601626016,0.8130081300813008,0.8130081300813008,0,0.178571429
236,49,1,0,52,0.610274598,0.30120481927710846,0.9036144578313253,0.30120481927710846,0,0.35
237,3,1,1,45.5,0.085357732,1.4925373134328357,0.3731343283582089,0.7462686567164178,1,0.021428571
238,13,1,1,44.3,0.069432782,0.9174311926605504,0.9174311926605504,0.9174311926605504,1,0.092857143
239,12,1,1,48.1,0.43417385099999994,0.33003300330033003,0.4950495049504951,1.155115511551155,1,0.085714286
240,9,1,0,50.5,0.11812148250000001,0.9523809523809523,0.9523809523809523,4.761904761904762,1,0.064285714
241,5,1,0,54.3,0.092580206,0.7874015748031495,0.7874015748031495,0.7874015748031495,1,0.035714286
242,3,1,1,54,0.00911989,1.923076923076923,0,7.692307692307692,0,0.021428571
243,17,1,1,51.7,0.16345649,1.502145922746781,0,2.896995708154506,0,0.121428571
244,5,1,1,43.7,0.06620808,2.916666666666667,0,2.0833333333333335,0,0.035714286
245,1,1,1,46,0.025246722,0,0,3.2967032967032965,0,0.007142857
246,2,1,1,46,0.06430424,0,0,4.195804195804196,0,0.014285714
247,56,1,0,40.3,0.571232592,1.530612244897959,0.5102040816326531,1.530612244897959,0,0.4
248,48,1,0,41.9,1.081522959,1.1961722488038278,0.47846889952153115,1.4354066985645935,0,0.342857143
249,2,1,0,41.9,0.061252548,3.571428571428571,0,3.571428571428571,0,0.014285714
250,4,1,0,40.5,0.078753276,1.3888888888888888,0,1.3888888888888888,0,0.028571429
251,10,1,0,40,0.10937955,2,1,2,0,0.071428571
252,43,1,0,55.3,0.714355005,1.098901098901099,0.43956043956043955,1.3186813186813187,1,0.307142857
253,5,1,1,58,0.045117357999999996,0,1.923076923076923,0,0,0.035714286
254,27,1,0,41.9,0.633408773,0.5385029617662898,0,1.2385568120624664,1,0.192857143
255,24,1,1,41,0.293901723,3.7037037037037033,0,3.7037037037037033,0,0.171428571
256,0,1,1,48.5,0.8143368269999999,2.173913043478261,0,0.7246376811594204,0,0
257,0,1,1,49,0.70293744,0.7407407407407407,0.7407407407407407,1.4814814814814814,0,0
258,0,1,1,50.5,0.7775360669999999,1.3605442176870748,0.6802721088435374,1.3605442176870748,0,0
259,0,1,1,50.5,0.37348325699999996,2.2988505747126435,1.1494252873563218,2.2988505747126435,0,0
260,5,1,1,52,0.36224352,1.1111111111111112,0,2.2222222222222223,0,0.035714286
261,0,1,1,51,0.225395968,1.7857142857142856,1.7857142857142856,1.7857142857142856,0,0
262,2,1,1,49,0.189252683,1.7543859649122808,1.7543859649122808,5.2631578947368425,0,0.014285714
263,8,1,1,49.5,0.22904195299999996,1.4084507042253522,1.4084507042253522,1.4084507042253522,0,0.057142857
264,66,1,1,49.8,0.848423009,1.5209125475285172,0.3802281368821293,3.0418250950570345,0,0.471428571
265,27,1,0,49.5,0.32768897,1.530612244897959,1.0204081632653061,1.530612244897959,0,0.192857143
266,4,1,0,52.5,0.15781431999999998,1.639344262295082,1.639344262295082,1.639344262295082,0,0.028571429
267,29,1,0,55.5,0.235927715,2.4390243902439024,0.8130081300813008,0.8130081300813008,0,0.207142857
268,34,1,0,54,0.361594039,1.4851485148514851,0.49504950495049505,1.4851485148514851,0,0.242857143
269,11,1,0,56,0.24715858200000004,0.7575757575757576,1.5151515151515151,0.7575757575757576,0,0.078571429
270,37,1,0,50,0.22170205850000002,1.574803149606299,1.574803149606299,0.7874015748031495,0,0.264285714
271,17,1,0,49,0.206693514,1.9607843137254901,0.9803921568627451,2.941176470588235,0,0.121428571
272,14,1,0,49,0.117114557,1.7241379310344829,1.7241379310344829,3.4482758620689657,0,0.1
273,0,1,1,46.5,0.163811343,3.4482758620689657,1.7241379310344829,3.4482758620689657,0,0
274,0,1,1,50.8,0.691961708,1.2244897959183672,0.8163265306122448,2.0408163265306123,0,0
275,28,1,1,56.5,0.20602578300000002,2.150537634408602,1.075268817204301,2.6881720430107525,0,0.2
276,11,1,1,52,0.120658634,2.830188679245283,0.9433962264150942,2.830188679245283,0,0.078571429
277,3,1,1,53.5,0.124325789,3.061224489795918,0,1.0204081632653061,0,0.021428571
