iteration,incumbent_aic,incumbent_bic,incumbent_MAE,incumbent_MSE,incumbent_MAE_TEST,incumbent_MSE_TEST,incumbent_MAE_VAL,incumbent_MSE_VAL,incumbent_RMSE_VAL,incumbent_RMSE_TEST,incumbent_RMSE,incumbent_sol_num,incumbent_num_parm,incumbent_pval_exceed,incumbent_pval_percentage,incumbent_loglik,incumbent_simple,incumbent_CAIC,incumbent_DIC,incumbent_HQIC,incumbent_AICc
0,828.1466559990122,859.1349782716434,1.8571576011635411,4.389150782091387,1.9546073080677915,4.69863554529768,1.890394339317151,4.414706406969375,2.101120274274982,2.1676336280141255,2.0950300193771416,2,6,0,0.0,-408.0733279995061,f_nb,859.1396168493773,840.0759288617263,839.776684413339,828.2119748170526
1,10000000.0,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,4,1000,100,100,-1000000000,f_p
2,728.3038541797423,785.1157783462327,0.17775307204524338,0.10933291997836334,0.12012729497016206,0.024540637732414463,0.1864561294370336,0.10455775327533977,0.32335391334471236,0.15665451711461903,0.3306552887500264,5,11,0,0.0,-353.15192708987115,f_nb,785.1242824054116,750.1741877613849,749.6255729393415,728.5099431727166
3,10000000.0,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,7,1000,100,100,-1000000000,f_p
4,10000000.0,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,9,1000,100,100,-1000000000,f_p
5,697.0798481320667,753.891772298557,0.24292775948043632,0.1752930435781966,0.18187593404233857,0.08030576034050434,0.24012040293462228,0.15263661444786078,0.3906873615153948,0.2833827100239257,0.418680120829968,10,11,0,0.0,-337.53992406603334,f_nb,753.900276357736,718.9501817137093,718.4015668916659,697.285937125041
6,696.0108412207034,768.3169265235093,0.11601883477377475,0.0857775825043976,0.06487981556405607,0.020689878989132972,0.1402269580240472,0.10230950964803456,0.31985857757458147,0.14383976845480867,0.2928781017836561,11,14,0,0.0,-334.0054206103517,f_nb,768.3277498715552,723.8458112337031,723.1475741874659,696.339479718356
7,749.1754396411633,800.8226434288819,0.21793467373786665,0.17950258654308418,0.15178333683606254,0.07701667920110429,0.2143964161764007,0.15220464943671727,0.39013414287487996,0.277518790717141,0.42367745578810795,12,10,0,0.0,-364.58771982058164,f_nb,800.8303743917718,769.0575610790202,768.5588203317079,749.3470465054379
8,845.4522452444376,907.4288897896998,2.677196941545224,8.101621390279217,2.7288234631030384,8.361984654452383,2.6509413208606003,7.90652786565575,2.8118548799068117,2.8917096421411994,2.84633472913486,13,12,0,0.0,-410.7261226222188,f_nb,907.4381669451677,869.3107909698658,868.7123020730912,845.6959952444375
9,10000000.0,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,15,1000,100,100,-1000000000,f_p
10,10000000.0,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,17,1000,100,100,-1000000000,f_p
11,835.4427805517862,892.2547047182766,0.31568369083148584,0.42723935169353416,0.3379080385493624,0.4992894672712606,0.33967222762639204,0.43056457073927745,0.656174192375224,0.7066041800550437,0.6536354883981853,18,11,0,0.0,-406.7213902758931,f_nb,892.2632087774555,857.3131141334288,856.7644993113854,835.6488695447605
