Iteration,Upper Vars,Lower Vars,Val Poisson Dev,Val RMSE,AIC,BIC
4,SNOW_Z,left_shoulder_width_Z,2237.2485076334497,0.26588974735692067,9327.091889949432,9367.141926929
5,"DX32_Z, curve",curve,2255.912863518971,0.2673367599505723,9289.299385906026,9337.359430281509
6,DP01_Z,(none),2278.6437358691774,0.2678303749907251,9426.66100588053,9458.701035464186
2,(none),(none),2279.174754198156,0.2678935068425135,9425.402140161861,9449.432162349602
3,"curve, speed_Z","DP01_Z, right_shoulder_width_Z",2282.007754110795,0.2678186662358742,9406.567656204828,9462.637707976224
1,segment_length_Z,curve,2287.9533381569036,0.2681777935534913,9407.898140983512,9447.94817796308
