iteration,incumbent_aic,incumbent_bic,incumbent_MAE,incumbent_MSE,incumbent_MAE_TEST,incumbent_MSE_TEST,incumbent_MAE_VAL,incumbent_MSE_VAL,incumbent_RMSE_VAL,incumbent_RMSE_TEST,incumbent_RMSE,incumbent_sol_num,incumbent_num_parm,incumbent_pval_exceed,incumbent_pval_percentage,incumbent_loglik,incumbent_simple,incumbent_CAIC,incumbent_DIC,incumbent_HQIC,incumbent_AICc,best_aic,best_bic,best_MAE,best_MSE,best_MAE_TEST,best_MSE_TEST,best_MAE_VAL,best_MSE_VAL,best_RMSE_VAL,best_RMSE_TEST,best_RMSE,best_sol_num,best_num_parm,best_pval_exceed,best_pval_percentage,best_loglik,best_CAIC,best_DIC,best_HQIC,best_AICc
11,56458.984937647016,56663.520880161435,0.9001476307977031,0.8533677227239183,0.8996047028981946,0.8490168769352019,10000000.0,10000000.0,10000000.0,0.9214211181295998,0.9237790443195376,31,38,37,0.9736842105263158,-28191.492468823508,f_nb,56645.05932224868,56524.33167993268,56529.732997151455,56462.10822531825,57516.41000950606,57732.47688568573,0.9178642459602686,0.8888798917874301,0.9220486752752152,0.8935911704147743,10000000.0,10000000.0,10000000.0,0.944034002675654,0.9416008408994083,15.2,40.1,39.5,0.9848684435829878,-28718.105004753026,57712.76745220411,57585.368019128546,57591.06783019361,57519.912877317634
12,53257.17244608086,53467.604071293026,0.8475113464571308,0.7530197799171031,0.8498421321333929,0.7542038672770993,10000000.0,10000000.0,10000000.0,0.8684491161127975,0.867767123090696,32,39,39,1.0,-26589.58622304043,f_nb,53448.14352501415,53324.23883947931,53329.782296624886,53260.46358532137,57064.69201970046,57278.89540693596,0.9120859674861943,0.8776737771480464,0.9160140196188976,0.8818898191376745,10000000.0,10000000.0,10000000.0,0.9377515569921272,0.9355639486300662,15.8,39.75,39.2,0.9859554001047268,-28492.59600985023,57259.335619382466,57133.04815143349,57138.698213524185,57068.129688894915
13,59761.02040046319,59987.6390737686,0.9562599463566109,0.9656350535797359,0.9645848595951994,0.9790885799835769,10000000.0,10000000.0,10000000.0,0.9894890499563787,0.982667315819416,33,42,42,1.0,-29838.510200231594,f_p,59966.68156239134,59833.24574719998,59839.21562412599,59764.84262268541,57035.69968700907,57249.903074244576,0.9117130409888954,0.8768997524466215,0.9159611984409178,0.8817990841951422,10000000.0,10000000.0,10000000.0,0.9377057288254997,0.9351716759191401,17.0,39.75,39.2,0.9859554001047268,-28478.099843504537,57230.343286691095,57104.055818742105,57109.7058808328,57039.13735620353
14,55892.148295364444,56096.684237878864,0.8965503136961447,0.8452083861543916,0.9013345260003746,0.8507098155363356,10000000.0,10000000.0,10000000.0,0.9223393169199368,0.9193521556805051,34,38,37,0.9736842105263158,-27908.074147682222,f_nb,56078.22267996611,55957.49503765011,55962.896354868884,55895.271583035676,56832.069389033815,57046.0029921344,0.9086277170862598,0.8708038863096664,0.9129444073533375,0.8758222761282342,10000000.0,10000000.0,10000000.0,0.934572162266392,0.9319680088342569,17.75,39.7,39.15,0.9859216619130938,-28376.33469451691,57026.46815399923,56900.3395382112,56905.98249330556,56835.49866564978
15,64966.167021365465,65186.890011973126,1.049086941222922,1.156779024032267,1.0501152751828018,1.1551732112553745,10000000.0,10000000.0,10000000.0,1.074789845158287,1.0755366214277722,35,41,40,0.975609756097561,-32442.083510682733,f_nb,65166.931488962,65036.67271698947,65042.50045398867,64969.807613331635,56832.069389033815,57046.0029921344,0.9086277170862598,0.8708038863096664,0.9129444073533375,0.8758222761282342,10000000.0,10000000.0,10000000.0,0.934572162266392,0.9319680088342569,17.75,39.7,39.15,0.9859216619130938,-28376.33469451691,57026.46815399923,56900.3395382112,56905.98249330556,56835.49866564978
16,60202.32996254724,60385.28317427067,0.9429509753136384,0.9370468133541542,0.9459522753502331,0.9391998888089744,10000000.0,10000000.0,10000000.0,0.969123257800046,0.9680117836855883,36,34,33,0.9705882352941176,-30067.16498127362,f_nb,60368.817569822415,60260.798100381784,60265.63085789332,60204.827339252384,56823.804209461305,57036.38889188746,0.9084735667640242,0.8703918517685644,0.9125480064967171,0.8749197431603115,10000000.0,10000000.0,10000000.0,0.934108734291194,0.931755649533174,18.9,39.45,38.9,0.9857331249598509,-28372.452104730655,57016.97880084383,56891.644445860504,56897.25186597315,56827.19379795052
17,62635.15525123812,62861.27392454353,0.9878355446035624,1.0279731520566904,0.9909467223658925,1.0302425441846481,10000000.0,10000000.0,10000000.0,1.015008642418698,1.0138901084716678,37,42,41,0.9761904761904762,-31275.57762561906,f_nb,62840.81641316627,62707.38059797491,62713.350474900915,62638.97747346034,56823.804209461305,57036.38889188746,0.9084735667640242,0.8703918517685644,0.9125480064967171,0.8749197431603115,10000000.0,10000000.0,10000000.0,0.934108734291194,0.931755649533174,18.9,39.45,38.9,0.9857331249598509,-28372.452104730655,57016.97880084383,56891.644445860504,56897.25186597315,56827.19379795052
18,67781.9227568507,67986.45869936512,1.0840963206998464,1.2281432610246534,1.0865511746850083,1.2297260823502272,10000000.0,10000000.0,10000000.0,1.1089301521512647,1.1082162519222742,38,38,37,0.9736842105263158,-33852.96137842535,f_nb,67967.99714145238,67847.26949913637,67852.67081635514,67785.04604452194,56823.804209461305,57036.38889188746,0.9084735667640242,0.8703918517685644,0.9125480064967171,0.8749197431603115,10000000.0,10000000.0,10000000.0,0.934108734291194,0.931755649533174,18.9,39.45,38.9,0.9857331249598509,-28372.452104730655,57016.97880084383,56891.644445860504,56897.25186597315,56827.19379795052
19,59171.18888224722,59370.329142063885,0.9413368494077666,0.9335874934869012,0.9440591350415625,0.9349130114524754,10000000.0,10000000.0,10000000.0,0.9669089985373367,0.9662233145018294,39,37,36,0.972972972972973,-29548.59444112361,f_nb,59352.36657251726,59234.8159734201,59240.075150712066,59174.14888224722,56794.51214777211,57005.99269365871,0.9069618394808682,0.8673927581424333,0.9107331023448506,0.8713036038651983,10000000.0,10000000.0,10000000.0,0.9322736153354063,0.9302278403989869,20.25,39.25,38.65,0.9843817736084995,-28358.006073886056,56986.7074002883,56862.008453948736,56867.587446076024,56797.86770666301
20,61627.59896457412,61848.32195518178,0.9866861902700009,1.02587442158411,0.9879020687739157,1.0241356892041804,10000000.0,10000000.0,10000000.0,1.011995893867253,1.0128545905430404,40,41,40,0.975609756097561,-30772.79948228706,f_nb,61828.363432170656,61698.10466019813,61703.93239719733,61631.23955654029,56794.51214777211,57005.99269365871,0.9069618394808682,0.8673927581424333,0.9107331023448506,0.8713036038651983,10000000.0,10000000.0,10000000.0,0.9322736153354063,0.9302278403989869,20.25,39.25,38.65,0.9843817736084995,-28358.006073886056,56986.7074002883,56862.008453948736,56867.587446076024,56797.86770666301
23,53524.17230125741,53755.686657260565,0.8528171541624484,0.7635405132189508,0.8568169130151307,0.7690854532593935,10000000.0,10000000.0,10000000.0,0.8769751725444647,0.8738080528462476,43,43,42,0.9767441860465116,-26719.086150628704,f_nb,53734.73015751719,53598.117299106976,53604.2293159598,53528.18077583368,56482.669742811835,56694.39507283331,0.9017896998711599,0.8572880311243942,0.9053447050158472,0.8608034475289891,10000000.0,10000000.0,10000000.0,0.9266479214648105,0.9247848772503285,20.75,39.3,38.65,0.9832189829108252,-28202.034871405915,56675.109830044596,56550.25203154411,56555.838130667726,56486.034614320415
24,65284.17353639913,65505.39652700679,1.050964736561257,1.1641463573800326,1.0496150648010807,1.1573117871988996,10000000.0,10000000.0,10000000.0,1.0757842661049193,1.0789561424729146,44,41,41,1.0,-32601.086768199566,f_p,65484.93800399567,65354.67923202314,65360.50696902234,65287.8141283653,56482.669742811835,56694.39507283331,0.9017896998711599,0.8572880311243942,0.9053447050158472,0.8608034475289891,10000000.0,10000000.0,10000000.0,0.9266479214648105,0.9247848772503285,20.75,39.3,38.65,0.9832189829108252,-28202.034871405915,56675.109830044596,56550.25203154411,56555.838130667726,56486.034614320415
25,61169.71062073577,61374.24656325019,0.987920133200579,1.0291961664611569,0.9966976658852827,1.043120510856041,10000000.0,10000000.0,10000000.0,1.0213327131038352,1.0144930588531185,45,38,37,0.9736842105263158,-30546.855310367886,f_nb,61355.785005337435,61235.057363021435,61240.45868024021,61172.833908407,56482.669742811835,56694.39507283331,0.9017896998711599,0.8572880311243942,0.9053447050158472,0.8608034475289891,10000000.0,10000000.0,10000000.0,0.9266479214648105,0.9247848772503285,20.75,39.3,38.65,0.9832189829108252,-28202.034871405915,56675.109830044596,56550.25203154411,56555.838130667726,56486.034614320415
26,62977.29616015588,63149.95800648381,1.0104819937448466,1.0738530492196854,1.0155237086233815,1.0803067275651446,10000000.0,10000000.0,10000000.0,1.0393780484333621,1.0362688112742202,46,32,32,1.0,-31456.64808007794,f_p,63133.990378767805,63032.32499576486,63036.87347342277,62979.507678480484,56482.669742811835,56694.39507283331,0.9017896998711599,0.8572880311243942,0.9053447050158472,0.8608034475289891,10000000.0,10000000.0,10000000.0,0.9266479214648105,0.9247848772503285,20.75,39.3,38.65,0.9832189829108252,-28202.034871405915,56675.109830044596,56550.25203154411,56555.838130667726,56486.034614320415
27,61648.72482855381,61847.865088370476,0.9878130150371071,1.02677102827406,0.9918816741066602,1.0311364924101794,10000000.0,10000000.0,10000000.0,1.0154489117676868,1.0132971076017439,47,37,36,0.972972972972973,-30787.362414276904,f_nb,61829.90251882385,61712.351919726694,61717.61109701866,61651.68482855381,56482.669742811835,56694.39507283331,0.9017896998711599,0.8572880311243942,0.9053447050158472,0.8608034475289891,10000000.0,10000000.0,10000000.0,0.9266479214648105,0.9247848772503285,20.75,39.3,38.65,0.9832189829108252,-28202.034871405915,56675.109830044596,56550.25203154411,56555.838130667726,56486.034614320415
28,60221.028435003136,60409.377329424315,0.932015763611252,0.9145524395088878,0.9354209201705054,0.9174667651629977,10000000.0,10000000.0,10000000.0,0.9578448544325943,0.9563223512544752,48,35,34,0.9714285714285714,-30075.514217501568,f_nb,60392.412736609935,60281.21622395046,60286.1911213888,60223.67549382667,56524.744217862826,56734.581058940115,0.9003750261789525,0.8544105668670519,0.9041100708460299,0.8582823369488871,10000000.0,10000000.0,10000000.0,0.9253494898475718,0.9233033852194895,21.95,38.95,38.3,0.9829808876727301,-28223.422108931416,56715.47046207953,56591.724628705626,56597.260978854865,56528.0503312015
29,51997.913772710934,52229.42812871409,0.8355030627690984,0.733917180904757,0.839210582702332,0.7381764459581196,10000000.0,10000000.0,10000000.0,0.8591719536612678,0.8566896642920101,49,43,42,0.9767441860465116,-25955.956886355467,f_nb,52208.471628970714,52071.8587705605,52077.970787413324,52001.922247287206,56114.523408371024,56326.788306662274,0.8950026305517254,0.8442540852445818,0.8987729862136347,0.8482311648063444,10000000.0,10000000.0,10000000.0,0.9198519246406329,0.9177372792498104,22.6,39.4,38.75,0.9832886852103497,-28017.86170418551,56307.45316503695,56182.27766221457,56187.87797533088,56117.90507660323
30,57236.45235499989,57419.90556672332,0.9134710066770594,0.8777872784019636,0.9134403733032183,0.8745125379163592,10000000.0,10000000.0,10000000.0,0.9351537509502698,0.9369030250788838,50,34,34,1.0,-28584.226177499946,f_p,57402.939962275064,57294.92049283443,57299.753250345966,57238.94973170503,55965.29460437086,56177.31471852723,0.8940753927050158,0.8424158271892356,0.8976739588702705,0.8460834534440125,10000000.0,10000000.0,10000000.0,0.9187173694665169,0.916766312941031,22.7,39.35,38.75,0.9847172566389212,-27943.29730218543,56157.9795263202,56032.96287565876,56038.55608177874,55968.66878849715
31,68266.39695260956,68481.72426051948,1.0416335222184254,1.1395545647691199,1.0477677691950567,1.1488400266859722,10000000.0,10000000.0,10000000.0,1.0718395526784652,1.0674992106644012,51,40,39,0.975,-34093.19847630478,f_nb,68462.26472587447,68335.18299712079,68340.86859419318,68269.86052177535,55965.29460437086,56177.31471852723,0.8940753927050158,0.8424158271892356,0.8976739588702705,0.8460834534440125,10000000.0,10000000.0,10000000.0,0.9187173694665169,0.916766312941031,22.7,39.35,38.75,0.9847172566389212,-27943.29730218543,56157.9795263202,56032.96287565876,56038.55608177874,55968.66878849715
32,62106.29262466756,62332.411297972976,0.979249235553274,1.0122603360632851,0.9797190225462113,1.0095765847808755,10000000.0,10000000.0,10000000.0,1.0047768830844366,1.0061114928591588,52,42,41,0.9761904761904762,-31011.14631233378,f_nb,62311.95378659572,62178.517971404355,62184.48784833036,62110.11484688979,55965.29460437086,56177.31471852723,0.8940753927050158,0.8424158271892356,0.8976739588702705,0.8460834534440125,10000000.0,10000000.0,10000000.0,0.9187173694665169,0.916766312941031,22.7,39.35,38.75,0.9847172566389212,-27943.29730218543,56157.9795263202,56032.96287565876,56038.55608177874,55968.66878849715
1,70400.34472607965,70621.06771668732,1.1416993291446718,1.35527165713306,1.1432353337979237,1.3570769753291765,10000000.0,10000000.0,10000000.0,1.164936468366055,1.1641613535644706,21,41,40,0.975609756097561,-35159.17236303983,f_nb,70601.10919367618,70470.85042170367,70476.67815870287,70403.98531804583,58645.900669880546,58857.92078403692,0.9474216879900906,0.9489007443090193,0.9488716674075451,0.9498746421198838,10000000.0,10000000.0,10000000.0,0.9717352249120138,0.9711667038673928,10.5,39.35,38.75,0.9843659798877529,-29283.600334940274,58838.585591829906,58713.568941168465,58719.16214728843,58649.31245272709
2,58100.469504374465,58305.505446888885,0.9285727362303589,0.9080136888402822,0.9298543835797982,0.9091876806439644,10000000.0,10000000.0,10000000.0,0.9535133353257124,0.9528975227380341,22,38,38,1.0,-29012.234752187233,f_p,58286.54388897613,58165.81624666013,58171.217563878905,58103.592792045696,58100.968922493244,58312.71925251471,0.9392922369453391,0.9319060678901833,0.9409472539629984,0.9332824594526589,10000000.0,10000000.0,10000000.0,0.9637100987308809,0.9629566962156542,10.85,39.3,38.7,0.984365979887753,-29011.184461246623,58293.409009726,58168.551211225524,58174.137310349135,58104.372312761305
3,57186.45818402161,57412.576857327025,0.9146847248446238,0.8800752668352334,0.9162613325131959,0.8811199446644834,10000000.0,10000000.0,10000000.0,0.9386798946736227,0.9381232684648821,23,42,41,0.9761904761904762,-28551.229092010806,f_nb,57392.119345949766,57258.683530758404,57264.65340768441,57190.28040624384,57705.66729204776,57918.201974473894,0.9319699782241722,0.9169178894572226,0.9336467320585692,0.9183452688566958,10000000.0,10000000.0,10000000.0,0.9563333266548459,0.9555526664083809,11.9,39.45,38.8,0.9831755036972767,-28813.383646023878,57898.84188343026,57773.50752844695,57779.11494855959,57709.097236464906
4,63277.535059478716,63466.383953899895,1.0157200329375553,1.0872831268094414,1.0163010496129663,1.0864678740221394,10000000.0,10000000.0,10000000.0,1.0423376967289149,1.0427286928100912,24,35,35,1.0,-31603.767529739358,f_p,63448.919361085515,63337.72284842604,63342.69774586438,63280.18211830225,57667.84633797327,57878.51753145518,0.9317462897457329,0.916564592111859,0.933677049982507,0.9184869485281354,10000000.0,10000000.0,10000000.0,0.956401333487214,0.9553835307499987,12.45,39.1,38.5,0.984365979887753,-28794.823168986633,57859.3070863397,57735.08469648298,57740.64236762123,57671.21752422048
5,56381.17935019432,56613.193706197475,0.8998345461763123,0.8516710592044541,0.8969917467529496,0.844129966389819,10000000.0,10000000.0,10000000.0,0.9187654577691844,0.9228602598467733,25,43,43,1.0,-28147.58967509716,f_p,56591.7372064541,56455.124348043886,56461.23636489671,56385.18782477059,57320.35360459345,57530.24044567071,0.9259092061531409,0.9048138862201599,0.9276540252544013,0.9063618177280534,10000000.0,10000000.0,10000000.0,0.9502187712329144,0.9494044472515393,12.7,38.95,38.4,0.985452936409492,-28621.226802296726,57511.07984881014,57387.33401543624,57392.87036558548,57323.6954589903
6,57716.385750580586,57953.795789281496,0.9222193542031941,0.8964629439775269,0.9232698502257748,0.8968062528012688,10000000.0,10000000.0,10000000.0,0.9469985495243743,0.9468172706375433,26,44,44,1.0,-28814.192875290293,f_p,57931.840301171986,57792.05039954294,57798.30455632257,57720.585114313355,57042.296139148544,57254.61103743978,0.9212341722164228,0.8952728770785641,0.9230024652850417,0.8968787366670098,10000000.0,10000000.0,10000000.0,0.9454518138726874,0.944608876142912,12.8,39.4,38.85,0.985452936409492,-28481.74806957427,57235.22589581446,57110.050392992074,57115.65070610838,57045.71560879085
7,56390.588446585345,56590.22870640201,0.9016346667453123,0.8540488081321318,0.9033127964992205,0.8553420764654287,10000000.0,10000000.0,10000000.0,0.9248470557153916,0.9241476116574299,27,37,37,1.0,-28158.294223292673,f_p,56571.76613685539,56454.21553775823,56459.47471505019,56393.548446585344,56750.75286022094,56960.66470129821,0.9158454373736831,0.8844601389016743,0.9175444901805481,0.8859381258428769,10000000.0,10000000.0,10000000.0,0.9398734590950687,0.9390885182368953,13.45,38.95,38.45,0.9865398929312311,-28336.42643011047,56941.47910443765,56817.733271063735,56823.26962121298,56754.0905742841
8,57534.74437792861,57760.863051234024,0.9188929919372663,0.8891476604888114,0.923247109440142,0.8957081119190363,10000000.0,10000000.0,10000000.0,0.9464185712035855,0.9429462659604796,28,42,41,0.9761904761904762,-28725.372188964306,f_nb,57740.405539856765,57606.9697246654,57612.93960159141,57538.566600150836,56626.95585289675,56839.835319457794,0.9119282718450321,0.8766750693948989,0.9135962401751859,0.8781105140350492,10000000.0,10000000.0,10000000.0,0.9359045166260772,0.9351269025052398,14.35,39.5,39.0,0.9869623199665615,-28273.977926448373,56820.37527899585,56694.88207185158,56700.49659896058,56630.38091238066
9,56618.18150785907,56850.19586386223,0.9264855031388582,0.9047453086056995,0.9309981476870468,0.9119568735552259,10000000.0,10000000.0,10000000.0,0.9549643310381943,0.9511810072776367,29,43,43,1.0,-28266.090753929537,f_nb,56828.739364118854,56692.12650570864,56698.23852256146,56622.189982435346,56465.21115547108,56679.19475857167,0.907573153252191,0.8680116052881102,0.9095378560304382,0.8700507992799847,10000000.0,10000000.0,10000000.0,0.9318562282607503,0.9307722121365016,14.9,39.7,39.25,0.9882443712486128,-28192.90557773554,56659.6099204365,56533.48130464847,56539.12425974283,56468.67208172179
10,72663.96399280857,72847.417204532,1.1806794981253244,1.4521246282553097,1.1806399383702038,1.449735277009617,10000000.0,10000000.0,10000000.0,1.20404953262298,1.2050413388159387,30,34,34,1.0,-36297.98199640428,f_p,72830.45160008375,72722.43213064311,72727.26488815465,72666.46136951371,56465.21115547108,56679.19475857167,0.907573153252191,0.8680116052881102,0.9095378560304382,0.8700507992799847,10000000.0,10000000.0,10000000.0,0.9318562282607503,0.9307722121365016,14.9,39.7,39.25,0.9882443712486128,-28192.90557773554,56659.6099204365,56533.48130464847,56539.12425974283,56468.67208172179
11,58889.44903020105,59094.48497271547,0.9410657859648432,0.9317408362404379,0.9430263320018466,0.9337960814508829,10000000.0,10000000.0,10000000.0,0.9663312483050949,0.9652672356609012,31,38,38,1.0,-29406.724515100526,f_nb,59075.523414802716,58954.795772486716,58960.19708970549,58892.572317872284,56298.73331739686,56510.31386328347,0.9054385250192285,0.863639615062141,0.9074195048949896,0.8657212222489964,10000000.0,10000000.0,10000000.0,0.9296656718195843,0.9285583354659668,15.6,39.25,38.85,0.9893082010358467,-28110.11665869843,56490.92856991306,56366.229623573505,56371.80861570079,56302.11040803113
12,59748.08729665723,59931.040508380655,0.9563480196101443,0.9627409669063581,0.9595997882334772,0.9673054927843981,10000000.0,10000000.0,10000000.0,0.9835169001010599,0.9811936439390331,32,34,33,0.9705882352941176,-29840.043648328614,f_nb,59914.5749039324,59806.55543449177,59811.3881920033,59750.58467336237,56298.73331739686,56510.31386328347,0.9054385250192285,0.863639615062141,0.9074195048949896,0.8657212222489964,10000000.0,10000000.0,10000000.0,0.9296656718195843,0.9285583354659668,15.6,39.25,38.85,0.9893082010358467,-28110.11665869843,56490.92856991306,56366.229623573505,56371.80861570079,56302.11040803113
13,60948.67398735783,61174.792660663246,0.9759269035864228,1.0031557166918075,0.975873493328003,1.0010302594004636,10000000.0,10000000.0,10000000.0,1.0005149970892309,1.0015766154877057,33,42,41,0.9761904761904762,-30432.336993678917,f_nb,61154.33514928599,61020.899334094625,61026.86921102063,60952.49620958006,56298.73331739686,56510.31386328347,0.9054385250192285,0.863639615062141,0.9074195048949896,0.8657212222489964,10000000.0,10000000.0,10000000.0,0.9296656718195843,0.9285583354659668,15.6,39.25,38.85,0.9893082010358467,-28110.11665869843,56490.92856991306,56366.229623573505,56371.80861570079,56302.11040803113
14,59113.33012589299,59307.07470301192,0.9458462714146568,0.9439451542483442,0.9503329001428206,0.9506580962729514,10000000.0,10000000.0,10000000.0,0.9750169722999449,0.9715683991610391,34,36,35,0.9722222222222222,-29520.665062946497,f_nb,59289.61112183141,59175.237565953095,59180.35460331825,59116.13138772265,56298.73331739686,56510.31386328347,0.9054385250192285,0.863639615062141,0.9074195048949896,0.8657212222489964,10000000.0,10000000.0,10000000.0,0.9296656718195843,0.9285583354659668,15.6,39.25,38.85,0.9893082010358467,-28110.11665869843,56490.92856991306,56366.229623573505,56371.80861570079,56302.11040803113
